,imdb_movie_Id,Rating
1093,67959,7.6
1094,119731,6.1
1095,116506,4.9
1096,119115,6.4
1097,120550,5.3
1098,120390,4.9
1099,112362,7
1100,116704,6.6
1101,120414,4.8
1102,118708,5.6
1103,119664,5.5
1104,106535,7.1
1105,118928,6
1106,119644,5.3
1107,106266,5.7
1108,106387,7.2
1109,119937,6.8
1110,119640,4.6
1111,116790,7.8
1112,119225,6.9
1113,118111,7.5
1114,118691,5.5
1115,120238,6.8
1116,119887,5
1117,119141,6.1
1118,120357,5.6
1119,118548,6.7
1120,120317,4.7
1121,120434,6
1122,116922,7.6
1123,120036,7.2
1124,119008,7.7
1125,118750,5.5
1126,118702,5.6
1127,119432,5.2
1128,116743,6
1129,119951,6.9
1130,119572,7.4
1131,120053,6.2
1132,120152,6.4
1133,115964,6.4
1134,116041,7
1135,119528,6.9
1136,120094,6.8
1137,118972,6.2
1138,118829,6.9
1139,118663,4.7
1140,116931,6.4
1141,120389,3.7
1142,118623,6.3
1143,119013,4.8
1144,119381,6.4
1145,118615,4.8
1146,119229,7.3
1147,116783,6.4
1148,118541,5.4
1149,119859,6.8
1150,120032,6.2
1151,116295,6.7
1152,120461,5.5
1153,115886,6.3
1154,118655,7
1155,118771,6.9
1156,115760,6.4
1157,119109,5.3
1158,119116,7.7
1159,119809,6.5
1160,117398,7.8
1161,117615,7.7
1162,118556,6.1
1163,115744,7.2
1164,119567,6.6
1165,117359,7.5
1166,117561,6.8
1167,120118,6.4
1168,114303,5.5
1169,120373,5.8
1170,118787,4.9
1171,118880,6.9
1172,114134,6.7
1173,120179,3.9
1174,118688,3.8
1175,120034,7.2
1176,116502,6.1
1177,119282,7.3
1178,119738,6.3
1179,115856,6.8
1180,57345,7.6
1181,119094,7.2
1182,119098,6
1183,119654,7.3
1184,119848,6.1
1185,120512,6.4
1186,120133,5.4
1187,118884,7.5
1188,116930,6.8
1189,119173,6
1190,82198,6.9
1191,119190,5.5
1192,118887,6.9
1193,119081,6.7
1194,120177,5.2
1195,118570,5.3
1196,119896,5.5
1197,119361,7.2
1198,118818,7.1
1199,118883,6.7
1200,118966,6.1
1201,120207,2.9
1202,120112,5.9
1203,119311,6.3
1204,119509,5.2
1205,119675,6
1206,119695,6.2
1207,119086,5.4
1208,119484,4.9
1209,118571,6.5
1210,118531,6.7
1211,99810,7.6
1212,102494,7
1213,119465,6.1
1214,120197,5.7
1215,119360,6.4
1216,119051,6.9
1217,119874,6
1218,119488,8.2
1219,120102,7.1
1220,119468,6.6
1221,120169,7
1222,120524,5.8
1223,120323,6.1
1224,119174,7.7
1225,119123,5.1
1226,120399,6.7
1227,119632,6.5
1228,118647,6.9
1229,120402,7
1230,119349,7.4
1231,118842,7.2
1232,119164,7.2
1233,116631,6.4
1234,119280,7.2
1235,119345,5.7
1236,118971,7.5
1237,120029,5.9
1238,119906,5.6
1239,119324,6.6
1240,119107,7.2
1241,120481,6.7
1242,120539,6.6
1243,119177,7.8
1244,119095,6.5
1245,119891,5.4
1246,120257,6.8
1247,119535,6.4
1248,119338,6.4
1249,119080,7.3
1250,119210,6.4
1251,118900,6.5
1252,83131,6.9
1253,118689,6.5
1254,119592,6.3
1255,120490,6.8
1256,119527,6.6
1257,119978,7.2
1258,118749,7.9
1259,90329,7.4
1260,119365,6.5
1261,120201,7.2
1262,118901,5.9
1263,107282,7.7
1264,118836,2.3
1265,120148,6.7
1266,119707,3.7
1267,120382,8.1
1268,120520,7.1
1269,119723,6.7
1270,116592,5.4
1271,119994,6.3
1272,119395,6.4
1273,118617,7.2
1274,120483,6.6
1275,118583,6.2
1276,118607,7.3
1277,118632,7.2
1278,123385,6.7
1279,118698,7.2
1280,118804,7.1
1281,118954,7.4
1282,119137,5.3
1283,119142,5.8
1284,119217,8.3
1285,119303,4.5
1286,119668,6.6
1287,119715,6.5
1288,120082,6.2
1289,120222,5.4
1290,120255,7.5
1291,120338,7.8
1292,120347,6.5
1293,119925,6.1
1294,119314,6.6
1295,119396,7.5
1296,119485,7
1297,119718,4
1298,118715,8.1
1299,118566,6.1
1300,119590,7.6
1301,119223,6.8
1302,118539,3
1303,120820,6.1
1304,120885,7.1
1305,118929,7.6
1306,120696,5.9
1307,120693,6.7
1308,119099,7
1309,120122,6.6
1310,112913,7.7
1311,119815,7.4
1312,120185,3.6
1313,118956,6.1
1314,119734,6.4
1315,120008,6.2
1316,120594,5.9
1317,119784,6
1318,118747,4.9
1319,120888,6.9
1320,120184,6.1
1321,120782,6.1
1322,119822,7.7
1323,99939,7
1324,119594,6.2
1325,120873,6.6
1326,120491,5.7
1327,119574,6.9
1328,120661,7.1
1329,118744,5.5
1330,120241,6.9
1331,120744,6.5
1332,120769,6.1
1333,120890,6.5
1334,125454,6.5
1335,120642,6.2
1336,119250,7.8
1337,119942,6.7
1338,120510,5.9
1339,124179,5.5
1340,120772,6
1341,119305,5.8
1342,119905,5.9
1343,120598,3.2
1344,124295,7
1345,118851,6.3
1346,120738,5.2
1347,120749,6.1
1348,120176,7.2
1349,120632,6.7
1350,120728,6.7
1351,120773,6.5
1352,120765,5
1353,124718,6.9
1354,119196,5.8
1355,118819,7.4
1356,120906,6.9
1357,118755,5.9
1358,120725,5
1359,138563,6.1
1360,119987,6
1361,117786,6.2
1362,120265,7.8
1363,119448,7.7
1364,120841,4.4
1365,120742,4.7
1366,120609,6.1
1367,120856,4
1368,118925,6.7
1369,119683,7.4
1370,118866,6.6
1371,120647,6.2
1372,120800,6.3
1373,120685,5.4
1374,118798,6.8
1375,120669,7.6
1376,120777,6.4
1377,119053,5.8
1378,119313,6.1
1379,119375,7.3
1380,120401,6.1
1381,120787,6.5
1382,116692,7.5
1383,120828,5.8
1384,127723,6.5
1385,139362,6.6
1386,118849,8.3
1387,116141,6.1
1388,122529,7.2
1389,119717,6.4
1390,120762,7.6
1391,120902,7
1392,126344,6.9
1393,118998,5.4
1394,120780,7
1395,73540,7.5
1396,120321,7.2
1397,118789,7.5
1398,120591,6.7
1399,122151,6.6
1400,123987,6
1401,122718,6.2
1402,138704,7.4
1403,140688,6.4
1404,129387,7.1
1405,52077,4
1406,19729,5.7
1407,20629,8.1
1408,21746,5.9
1409,22958,7.4
1410,26752,7.7
1411,27698,6.7
1412,29146,7.2
1413,30993,7.9
1414,35093,7.6
1415,36872,7.1
1416,37884,7.9
1417,36868,8.1
1418,39416,7.3
1419,40416,7.6
1420,41113,7.5
1421,45793,7.6
1422,47296,8.1
1423,48356,7.7
1424,55614,7.5
1425,57590,6.5
1426,60665,7.7
1427,61811,7.9
1428,63385,7.4
1429,64665,7.8
1430,67116,7.7
1431,75148,8.1
1432,79417,7.8
1433,81283,7.7
1434,82158,7.2
1435,86425,7.4
1436,89755,7.2
1437,93389,7.7
1438,95953,8
1439,97239,7.4
1440,65063,7.3
1441,67309,7.2
1442,87995,6.9
1443,100142,7.4
1444,91369,7.4
1445,88847,7.8
1446,89686,5.5
1447,93629,6.6
1448,95742,5.7
1449,97981,5.1
1450,101917,4.9
1451,80761,6.4
1452,82418,6.1
1453,83972,5.7
1454,87298,6
1455,89173,4.8
1456,91080,6
1457,95179,5.3
1458,97388,4.6
1459,77651,7.7
1460,82495,6.5
1461,85636,5
1462,95271,5.8
1463,97474,5.1
1464,81383,5.4
1465,105179,4.1
1466,94862,6.6
1467,99253,5.9
1468,103956,5.1
1469,84516,7.3
1470,91778,5.7
1471,95889,4.7
1472,70047,8
1473,76009,3.8
1474,99528,6.5
1475,93409,7.6
1476,97733,7.2
1477,104714,6.7
1478,87363,7.3
1479,99700,6.4
1480,89218,7.8
1481,120746,6.8
1482,119910,5.6
1483,117898,5.2
1484,70723,7.1
1485,17136,8.3
1486,96874,7.8
1487,99088,7.4
1488,69113,7.1
1489,76054,6.3
1490,54594,6.8
1491,78790,6.1
1492,54649,6.2
1493,34492,7.3
1494,47478,8.6
1495,94947,7.6
1496,87182,6.4
1497,95497,7.5
1498,99674,7.6
1499,102757,6.3
1500,119558,6.9
1501,134619,5.6
1502,120741,5.6
1503,120815,8.6
1504,66811,6
1505,88814,6.4
1506,78869,6
1507,62737,6.9
1508,109287,5.3
1509,75807,6.8
1510,77305,6.1
1511,65566,6
1512,82199,5.7
1513,109520,6.1
1514,52722,7.2
1515,82263,5.1
1516,91059,6.9
1517,91149,7.2
1518,80861,5
1519,76137,5.7
1520,107120,6.9
1521,104437,4.9
1522,97523,6.4
1523,77698,6.2
1524,56095,6.6
