imdb_movie_Id,Rating,Director,Actor_list
71771,7.1,Alan Metter,Burt Reynolds
102517,6.2,Robert Aldrich,Scott Bakula
215750,7.6,Stan Dragoti,Jude Law
242445,5.6,Jean-Jacques Annaud,Steven Seagal
205873,7.2,Andrzej Bartkowiak,Sam Neill
209144,8.4,Rob Sitch,Guy Pearce
125022,6.2,Christopher Nolan,Sigourney Weaver
239949,5,David Mirkin,Chris Klein
244970,6.1,J.B. Rogers,Ashley Judd
227538,5.5,Tony Goldwyn,Alexa PenaVega
246989,5.4,Robert Rodriguez,Shannon Elizabeth
236784,6.2,Gregory Poirier,Pierce Brosnan
245712,8.1,John Boorman,Emilio Echevarría
206187,6.8,Alejandro G. Iñárritu,Tobias Schneebaum
247380,7.7,David ShapiroLaurie Gwen Shapiro,François Wertheimer
164334,6.4,Agnès Varda,Morgan Freeman
221027,7.6,Lee Tamahori,Johnny Depp
189192,5.8,Ted Demme,Jean Reno
266860,5.9,Jean-Marie Poiré,Veronica Taylor
221889,5.8,Kunihiko Yuyama,Rachel Weisz
268200,6.7,Bill Eagles,Richard Dutcher
243155,6.7,Richard Dutcher,Renée Zellweger
245686,6,Sharon Maguire,David Spade
236348,5.5,Dennie Gordon,Rachael Leigh Cook
221073,7.2,Harry ElfontDeborah Kaplan,Eric Bana
255094,7.4,Andrew Dominik,Maryiam Palvin Almani
231402,4.8,Jafar Panahi,Paul Hogan
240515,4.6,Simon Wincer,Tom Green
240402,5.8,Tom Green,Shane Edelman
211492,6.9,Wayne Wang,John Turturro
199129,6.1,Marleen Gorris,Obba Babatundé
86250,8.3,Jordan Walker-Pearlman,Al Pacino
55895,7.9,Brian De Palma,Jack Lemmon
132245,4.6,Blake Edwards,Sylvester Stallone
203755,6.1,Renny Harlin,Liv Tyler
141907,4.5,Harald Zwart,Warren Beatty
209163,6.4,Peter Chelsom,Brendan Fraser
240913,7.1,Stephen Sommers,Charlotte Rampling
85811,6.1,François Ozon,Ken Marshall
89504,7,Peter Yates,Albert Brooks
25913,7.2,Albert Brooks,Adolf Hitler
84917,7.2,Leni Riefenstahl,Robin Williams
64940,6.9,George Roy Hill,Martin Potter
60429,5.7,Federico Fellini,Elvis Presley
101912,6.7,Frederick De Cordova,Al Pacino
80539,7,Garry Marshall,Marcello Mastroianni
101902,6.4,Federico Fellini,Bette Midler
80319,6.9,Mark Rydell,Jane Fonda
79638,7.3,Colin Higgins,Sally Field
90098,6.3,Martin Ritt,John Candy
45464,6.8,Carl Reiner,Peter Lind Hayes
66011,6.9,Roy Rowland,Ali MacGraw
93713,7.8,Arthur Hiller,Pelle Hvenegaard
48021,8.1,Bille August,Jean Servais
183790,6.9,Jules Dassin,Heath Ledger
212826,7,Brian Helgeland,Pilar Padilla
256408,7.1,Ken Loach,Kaleil Isaza Tuzman
225071,5.7,Chris HegedusJehane Noujaim,Jennifer Lopez
126029,7.9,Luis Mandoki,Mike Myers
206742,6.4,Andrew AdamsonVicky Jenson,Anna Thomson
203009,7.6,Amos Kollek,Nicole Kidman
213149,6.2,Baz Luhrmann,Ben Affleck
210727,7.5,Michael Bay,Thilen Lhondup
206917,6.2,Eric ValliMichel Debats(collaborating director),Christina Ricci
77716,6.6,Sally Potter,Lynn-Holly Johnson
102343,5.7,Donald Wrye,Tate Donovan
101587,6.8,Dale Launer,Billy Crystal
95082,7.2,Ron Underwood,John Cusack
52902,7.1,John Sayles,John Wayne
54130,8,John Ford,Jeanne Moreau
95647,7.8,Michelangelo Antonioni,Gene Hackman
54047,7.7,Alan Parker,Yul Brynner
53221,8,John Sturges,John Wayne
94142,6.3,Howard Hawks,Danny DeVito
244316,8.2,Danny DeVito,Nien-Jen Wu
60934,7.6,Edward Yang,Steve McQueen
41996,7.7,Robert Wise,Gregory Peck
59885,7.1,Henry King,Frank Sinatra
255798,4.8,Mark Robson,Rob Schneider
212815,7.3,Luke Greenfield,Arye Gross
251075,6.1,Thomas Bezucha,David Duchovny
244244,6.5,Ivan Reitman,John Travolta
254099,6.3,Dominic Sena,Alan Cumming
234288,7.7,Alan CummingJennifer Jason Leigh,Bolek Polívka
65528,7.1,Jan Hrebejk,Alan Arkin
116344,7.5,Mike Nichols,Peter Jackson
102685,7.3,Costa BotesPeter Jackson,Patrick Swayze
86508,6.4,Kathryn Bigelow,Gene Hackman
105699,6.3,Ted Kotcheff,Kurt Russell
92272,6.2,Jonathan Kaplan,Rob Lowe
45810,7.2,Peter Markle,Jane Russell
45891,6.9,Howard Hawks,Marilyn Monroe
48605,7.1,Jean Negulesco,Marilyn Monroe
84805,7.4,Billy Wilder,Dustin Hoffman
230011,6.9,Sydney Pollack,Michael J. Fox
146316,5.8,Gary TrousdaleKirk Wise,Angelina Jolie
240462,4.7,Simon West,Eddie Murphy
232500,6.8,Steve Carr,Vin Diesel
212720,7.2,Rob Cohen,Haley Joel Osment
255819,6.4,Steven Spielberg,Alexsandra Wright
250224,6.4,John Singleton,Kirsten Dunst
258038,5.3,John Stockwell,Chris Rock
212517,5.8,Louis C.K.,Kipp Marcus
203119,7.3,Adam Marcus,Ray Winstone
203632,7.5,Jonathan Glazer,Franka Potente
243493,7,Tom Tykwer,Daniel Auteuil
228786,6.9,Francis Veber,Jean Reno
246765,7.2,Mathieu Kassovitz,Eriq Ebouaney
239395,5.1,Raoul Peck,Alec Baldwin
271027,6.6,Lawrence Guterman,Jet Li
257106,5.3,Chris Nahon,Anna Faris
245238,6.9,Keenen Ivory Wayans,Piper Perabo
249380,4.5,Léa Pool,Raffaëla Anderson
99012,6.6,Virginie DespentesCoralie,Mia Farrow
94663,7.3,Woody Allen,Gena Rowlands
58953,5.7,Woody Allen,Frankie Avalon
52216,8,William Asher,Vittorio Gassman
82136,6.3,Mario Monicelli,Burt Reynolds
87032,5.1,Hal Needham,Burt Reynolds
58249,7.4,Hal NeedhamRalph Bakshi(animation director),Jeanne Moreau
59124,5.1,Luis Buñuel,Vincent Price
53925,7,Norman TaurogIshirô Honda(earlier film clips),Vincent Price
16847,8.1,Roger Corman,Gösta Ekman
56217,8.1,F.W. Murnau,James Stewart
91886,7.4,John Ford,James Woods
93940,6.5,Oliver Stone,Elaine Stritch
105378,6.7,Woody Allen,Woody Allen
91983,6.9,Woody Allen,Jeff Daniels
69372,4.5,Jonathan Demme,Roosevelt Grier
47811,7.6,Lee Frost,Jane Wyman
46754,7,Douglas Sirk,Humphrey Bogart
69467,8.1,Joseph L. Mankiewicz,Harriet Andersson
65777,7.4,Ingmar Bergman,Dominique Sanda
48261,7.6,Vittorio De Sica,Ralph Meeker
63227,7.9,Robert Aldrich,Peter O'Toole
55184,7.2,Anthony Harvey,Clark Gable
49513,7.3,John Huston,Gregory Peck
51036,8,John Huston,Burt Lancaster
49966,7.4,Alexander Mackendrick,Rock Hudson
59095,6.6,Douglas Sirk,Marcello Mastroianni
74991,6.7,Elio Petri,Cliff Robertson
76786,7.4,Brian De Palma,Jessica Harper
68767,7.3,Dario Argento,Bruce Lee
82176,7.6,Wei Lo,Natja Brunckhorst
67824,7,Uli Edel,Bruce Lee
77594,6.1,Wei LoChia-Hsiang Wu(uncredited),Bruce Lee
89461,6.9,Robert ClouseBruce Lee(uncredited),Taimak
82869,6.6,Michael Schultz,Sean Connery
68935,7.3,Peter Hyams,Bruce Lee
163862,4.7,Bruce Lee,Peter Horton
173840,6.4,Brett Leonard,Alec Baldwin
250494,6.4,Hironobu SakaguchiMotonori Sakakibara,Reese Witherspoon
227445,6.8,Robert Luketic,Robert De Niro
262210,6.9,Frank Oz,Rasmané Ouédraogo
242193,6.9,Roger Gnoan M'Bala,Brad Renfro
273300,7.2,Larry Clark,Tunde Adebimpe
227005,6.4,Joel Hopkins,Vince Vaughn
245280,7.4,Jon Favreau,Michael Jordan
188913,8.1,Don KempfJames D. Stern,
109049,7.3,Mark Osborne,George Casey
130445,7.1,,George Casey
94593,5.7,George Casey,Charlie Schlatter
94594,5.8,George Casey,Robert Downey Jr.
94606,6.8,Paul Flaherty,William Hurt
94608,7.2,Ernest Thompson,Kelly McGillis
94602,6,Lawrence Kasdan,Steven Seagal
96764,7.2,Jonathan Kaplan,John Neville
94675,7.5,Andrew Davis,Turo Pajala
94678,4.6,Terry Gilliam,Dudley Moore
94712,6.5,Aki Kaurismäki,Gene Hackman
94715,7,Bud Yorkin,Bette Midler
94716,7.3,Peter Markle,George Dzundza
94739,6.4,Garry Marshall,Bette Midler
94744,5.1,Kevin Reynolds,Paul Reubens
94746,6.6,Jim Abrahams,Matthew Broderick
94761,6.6,Randal Kleiser,Shawnee Smith
94799,5.7,Mike Nichols,Michael J. Fox
94824,3.8,Chuck Russell,Jackie Mason
94828,7.3,James Bridges,Isabelle Adjani
94889,5.9,Allan Arkush,Tom Cruise
94894,6.7,Bruno Nuytten,Sean Penn
94898,7.1,Roger Donaldson,Eddie Murphy
94910,5.8,Dennis Hopper,Dan Aykroyd
90887,6.1,John Landis,Dee Wallace
94921,6.9,Michael Ritchie,Amy Irving
94933,6.2,Stephen Herek,Dennis Quaid
94961,6,Joan Micklin Silver,Treat Williams
94963,6.3,Annabel JankelRocky Morton,Clint Eastwood
95031,7.4,Mark Goldblatt,Steve Martin
92929,7.2,Buddy Van Horn,Bernard Hill
95107,5.7,Frank Oz,Jim Varney
95145,5.5,Peter Greenaway,Rebecca De Mornay
95169,6,John R. Cherry III,Molly Ringwald
95174,6.9,Daniel Goldberg,Harrison Ford
95243,7,John G. Avildsen,Sigourney Weaver
95253,6.6,Roman Polanski,Dan Aykroyd
95304,5.8,Michael Apted,Peter O'Toole
95409,4.6,Howard Deutch,Anthony Michael Hall
95484,6.7,Neil Jordan,Lukas Haas
95488,6,Bud S. Smith,Amanda Donohoe
95489,7.4,Frank LaLoggia,Pat Hingle
95519,6.3,Ken Russell,Corey Haim
95532,6,Don Bluth,Sidney Poitier
95599,6.1,Greg Beeman,Rob Lowe
95638,6.9,Richard Benjamin,Rubén Blades
95654,6,Bob Swaim,Richard Dreyfuss
95687,5.4,Robert Redford,Dan Aykroyd
95736,5.5,Paul Mazursky,River Phoenix
95801,7.4,Richard Benjamin,Marianne Sägebrecht
95963,6.1,William Richert,Arnold Schwarzenegger
89907,7.3,Percy Adlon,Clu Gulager
95993,6.6,Walter Hill,Tom Burlinson
84296,7.3,Dan O'Bannon,Kirk Douglas
96018,7.6,Geoff Burrowes,River Phoenix
96071,6.5,George Miller,Bill Pullman
96101,5.7,Sidney Lumet,Fisher Stevens
91949,6.7,Wes Craven,Ally Sheedy
96163,7.7,Kenneth Johnson,Bernard-Pierre Donnadieu
96251,7,John Badham,Tomorô Taguchi
96256,7.3,George Sluizer,Roddy Piper
96316,6.9,Shin'ya Tsukamoto,Jeff Bridges
96320,6.1,John Carpenter,Arnold Schwarzenegger
96454,7,Francis Ford Coppola,Michael Caine
96486,5.2,Ivan Reitman,Yahoo Serious
96794,6.4,Thom Eberhardt,Richard Dreyfuss
88708,5.5,Yahoo Serious,Michael Dudikoff
96913,6.4,Steven Spielberg,Eric Roberts
96928,7,Sam Firstenberg,Keanu Reeves
96933,6.7,Robert Radler,Michael Douglas
96943,6,Stephen Herek,Paul Newman
96945,6.4,Ridley Scott,Rutger Hauer
97027,7.1,Ron Shelton,Michael J. Fox
97044,6.5,Phillip Noyce,Cybill Shepherd
97138,5.1,Brian De Palma,Jean-Claude Van Damme
97142,6.3,Emile Ardolino,Jack Lemmon
97211,6.3,Albert Pyun,Hoyt Axton
97236,5.9,Gary David Goldberg,Corey Feldman
97235,6.5,Jim Kouf,Michael Keaton
97257,5.4,Marc Rocco,Geena Davis
85475,7,Howard Zieff,Tom Berenger
97289,6.2,Julien Temple,Tim Robbins
97328,5.7,Martin Davidson,Sean Connery
97334,6.3,Terry Jones,Nick Nolte
97336,6.5,Sidney Lumet,Paul Newman
97438,6.3,John Milius,Christian Slater
97457,6.2,Roland Joffé,Dennis Quaid
97458,6.2,Graeme Clifford,Matthew Modine
97481,6.1,Jim McBride,Eddie Murphy
97500,5.8,Thom Eberhardt,Tom Selleck
97531,6.9,Eddie Murphy,Richard E. Grant
97579,6.5,Bruce Beresford,Tom Selleck
97613,5.6,Bruce Robinson,Kevin Kline
97626,6.1,Peter Yates,Mickey Rourke
97635,7.5,Pat O'Connor,Lothaire Bluteau
97637,6,Walter Hill,Jim Belushi
97659,6.5,Denys Arcand,Jean-Claude Van Damme
97714,6.8,Rod Daniel,Jennifer Jason Leigh
97722,7.4,Mark DiSalleDavid Worth,Morgan Freeman
97731,6.8,Uli Edel,Richard Dreyfuss
97758,6.1,John G. Avildsen,Fred Savage
97778,5.9,Joe Pytka,John Travolta
97790,6.1,Richard Greenberg,Patrick Dempsey
97815,7.2,Amy Heckerling,Tom Berenger
97858,6.6,Joan Micklin Silver,Danny Mulheron
97883,5.8,David S. Ward,Kris Kristofferson
97889,7,Peter Jackson,Anthony Edwards
97965,6.4,Michael Anderson,Woody Allen
97967,5.9,Steve De Jarnatt,Patrick Swayze
97987,4.4,Woody Allen(segment Oedipus Wrecks)Francis Ford Coppola(segment Life without Zoe)Martin Scorsese(segment Life Lessons),Hulk Hogan
98051,6.4,John Irvin,Gene Hackman
98073,5.7,Thomas J. Wright,Penn Jillette
98097,5.4,Andrew Davis,Clint Eastwood
98141,5.7,Arthur Penn,Dolph Lundgren
163025,5.9,Buddy Van Horn,Sam Neill
265029,5.7,Mark Goldblatt,Julia Roberts
222851,7.1,Joe Johnston,Takeshi Kitano
162346,7.3,Joe Roth,Steve Buscemi
248845,7.7,Takeshi Kitano,John Cameron Mitchell
133152,5.7,Terry Zwigoff,Mark Wahlberg
237539,7.3,John Cameron Mitchell,Licia Maglietta
123948,7.4,Tim Burton,Masato Hagiwara
203540,6.8,Silvio Soldini,Clive Owen
243655,6.6,Kiyoshi Kurosawa,Janeane Garofalo
98194,6,Joel Hershman,Michael York
98206,6.6,David Wain,Patrick Swayze
98253,7.6,Richard Lester,Axel Jodorowsky
98261,6,Rowdy Herrington,Jacqueline Bisset
98273,6.8,Alejandro Jodorowsky,Al Pacino
98282,6.9,Paul Bartel,Richard Pryor
98308,5.4,Harold Becker,Tony Danza
98343,6.1,Arthur Hiller,John Ritter
94035,6.8,Stan Dragoti,Terry O'Quinn
98725,6.8,Blake Edwards,Geneviève Lemon
98436,6.2,Joseph Ruben,Jeff Goldblum
98439,6.4,Jane Campion,Sylvester Stallone
98471,6.2,Mel Smith,Nick Nolte
98519,5.8,Andrey KonchalovskiyAlbert Magnoli(replaced Andrei Konchalovsky),Shelley Long
98536,6.2,Francis Veber,Tom Hanks
98546,7,Jeff Kanew,'Weird Al' Yankovic
98554,7,Roger Spottiswoode,John Candy
98621,6.8,Jay Levey,Michael Douglas
98663,6.1,John Hughes,Fred Savage
108539,4.8,Danny DeVito,Andrew McCarthy
56868,7.3,Todd Holland,Tom Courtenay
101465,7.1,Robert Klane,Lothaire Bluteau
65761,6.7,John Schlesinger,James Franciscus
87089,6.6,Bruce Beresford,Richard Gere
78490,6.7,Dario Argento,Nick Nolte
83624,6.2,Francis Ford Coppola,Kevin Van Hentenryck
218922,6.1,Karel Reisz,Antonio Banderas
247638,6.4,Frank Henenlotter,Julie Andrews
266915,6.6,Michael Cristofer,Jackie Chan
94868,7.3,Garry Marshall,Isaach De Bankolé
56059,7.2,Brett Ratner,John Wayne
77288,7.3,Claire Denis,Ugo Tognazzi
60668,7.5,Howard Hawks,Patrick Magee
64782,6.6,Édouard Molinaro,Lee Marvin
75213,7.6,Peter Brook,John Wayne
108323,7.3,Joshua Logan,Leon Theremin
80360,6.9,Don Siegel,William Hurt
80377,6.2,Steven M. Martin,Clint Eastwood
80402,4.8,Ken Russell,Charlton Heston
80436,5.8,Buddy Van Horn,Jackie Chan
252866,6.4,Mike Newell,Jason Biggs
181739,6.3,Robert Clouse,Laurence Fishburne
230600,7.6,J.B. Rogers,Nicole Kidman
244000,6,Bobby FarrellyPeter Farrelly,Colin Farrell
250202,6.5,Alejandro Amenábar,Dan Bucatinsky
250323,6.6,Les Mayfield,Tilda Swinton
261983,6.4,Julie Davis,David Caruso
238112,5.9,Scott McGeheeDavid Siegel,Nicolas Cage
250687,6.4,Brad Anderson,Breckin Meyer
258470,5.6,John Madden,Jake Gyllenhaal
256524,6.7,Jerry Zucker,Greg Stebner
261392,6.8,Blair Hayes,Jason Mewes
228333,4.9,Woody Allen,Natasha Henstridge
234829,5.1,Kevin Smith,Freddie Prinze Jr.
208196,7.2,John Carpenter,Marisa Tomei
206926,5.7,Michael Tollin,Hugh Laurie
203166,7.4,Brad Anderson,Lisa Lindgren
255653,6.7,Ben EltonHugh Laurie(some scenes),Hector Elizondo
263488,6.2,Lukas Moodysson,Gina Philips
184791,6.1,Maria Ripoll,Mekhi Phifer
103596,5.3,Victor Salva,Victor Wong
109015,4.6,Tim Blake Nelson,Victor Wong
112255,4.4,Jon Turteltaub,Victor Wong
70917,7.5,Charles T. Kanganis,Edward Woodward
246544,4.8,Sang-ok Shin,Justin Chambers
202470,6.3,Robin Hardy,Mark Wahlberg
269341,6.2,Peter Hyams,Vivica A. Fox
242587,7.1,Stephen Herek,Brian Cox
250809,6.8,Mark Brown,Germán Jaramillo
248912,7.8,Michael Cuesta,Judi Dench
221218,5.8,Barbet Schroeder,Diane Lane
180734,6.4,Mark Jonathan Harris,Keanu Reeves
229340,7.3,Daniel Sackheim,Danny Aiello
273253,6.2,Brian Robbins,Josh Kornbluth
246464,6.5,Bob Giraldi,Tim Allen
118589,2.3,Jacob KornbluthJosh Kornbluth,Mariah Carey
139654,7.7,Barry Sonnenfeld,Denzel Washington
243759,7.1,Vondie Curtis-Hall,Cory McAbee
255321,6.9,Antoine Fuqua,Anthony Borrows
239986,6.4,Cory McAbee,Edward Burns
264578,7.8,Stephen Frears,Liam Neeson
82416,7,Edward Burns,Meryl Streep
63032,7.7,George Butler,Jean-Louis Trintignant
70294,6.7,Karel Reisz,Roddy McDowall
102316,6.6,Sergio Corbucci,Jodie Foster
79579,8.1,John Hough,Vera Alentova
71994,7.4,Jodie Foster,Paul Williams
53559,6.1,Vladimir Menshov,Charles Herbert
93677,7,Brian De Palma,Cristina Marsillach
58092,7.4,William Castle,Cary Grant
53877,6.5,Dario Argento,Cary Grant
51773,6.8,Ralph Nelson,Cary Grant
57193,7.5,Stanley Donen,Spencer Tracy
29081,6.4,Stanley Donen,Paul Robeson
33836,8,Stanley Kramer,Bette Davis
53143,7.3,Robert StevensonGeoffrey Barkas,Cary Grant
67588,7,William Wyler,Clint Eastwood
55312,7.2,Blake Edwards,Glenn Ford
108473,6.3,Clint Eastwood,Jeff Bridges
86312,7.2,Frank Capra,Meryl Streep
76172,6.5,George Sluizer,Bibi Andersson
79766,7.3,Mike Nichols,Phil Daniels
91993,5.7,Anthony Page,Kate Capshaw
44207,6.6,Franc Roddam,Richard Derr
260866,6.3,Harry Winer,Michael Douglas
252501,6.9,Rudolph Maté,Anthony Hopkins
196229,6.5,Gary Fleder,Ben Stiller
245891,5.9,Scott Hicks,Dante Basco
206314,6.6,Ben Stiller,Steve Zahn
273799,5.4,Eric Hannah,Alex D. Linz
240890,6.9,John Dahl,John Cusack
240419,7.1,Tim Hill,Mercedes Morán
80437,7.1,Peter Chelsom,Lee Marvin
80464,4.7,Lucrecia Martel,Suzanna Love
82100,6.7,Samuel Fuller,Claude Brasseur
80474,7.2,Ulli Lommel,Robert Redford
80492,4.1,Claude Pinoteau,Ray Simpson
80516,7.2,Stuart Rosenberg,George C. Scott
80549,7.5,Nancy Walker,Sissy Spacek
80556,6.7,Peter Medak,Richard Dreyfuss
80610,7.4,Michael Apted,Catherine Deneuve
219965,6.5,Joel Oliansky,Bruce Willis
250310,4.7,François Truffaut,Chris Kattan
108148,7.5,Barry Levinson,Rongguang Yu
243255,6.5,Rob Pritts,Anaïs Reboux
166924,7.9,Woo-Ping Yuen,Naomi Watts
206963,7.2,Catherine Breillat,Albert Brooks
164917,6.6,David Lynch,Shôtarô Morikubo
166110,4.3,Christine Lahti,Snoop Dogg
66999,7.7,Hirotsugu KawasakiKatsuhiro Ôtomo(supervising director),Clint Eastwood
67093,8,Ernest R. Dickerson,Topol
87666,5.7,Don SiegelClint Eastwood(segment suicide jumper sequence at night),Judd Nelson
102555,6.4,Norman Jewison,Sally Field
72979,7.2,Dorian Walker,Divine
105601,6.4,Brian Gilbert,Leonard Nimoy
120681,6.8,John Waters,Johnny Depp
272020,7,Stephen Low,Robert Redford
200027,6.5,Albert HughesAllen Hughes,Drew Barrymore
246628,6.7,Rod Lurie,William H. Macy
243017,7.8,Penny Marshall,Ethan Hawke
272152,7.4,Neal Slavin,Kevin Spacey
245674,5.6,Richard Linklater,Tony Shalhoub
236019,6.4,Iain Softley,David Wenham
246578,8,Steve Beck,Jake Gyllenhaal
253126,6.2,Jonathan Teplitzky,Kevin McNally
264796,7.5,Richard Kelly,Hayden Christensen
243133,7.5,Mel Smith,Billy Bob Thornton
234988,7.2,Irwin Winkler,Ariane Ascaride
249478,5.6,Joel Coen,John Travolta
198781,8.1,Robert Guédiguian,Billy Crystal
267804,5.9,Harold Becker,Jet Li
275719,7.2,Pete DocterDavid SilvermanLee Unkrich,Ethan Hawke
252503,6.5,James Wong,Gene Hackman
256380,5.9,Richard Linklater,Jack Black
80130,6.4,David Mamet,Carol Kane
241527,7.6,Bobby FarrellyPeter Farrelly,Daniel Radcliffe
234354,5.8,Fred Walton,Steve Martin
265087,4.9,Chris Columbus,Martin Lawrence
253798,6.3,David Atkins,Flex Alexander
266987,7.1,Gil Junger,Robert Redford
256009,7.4,Brendan MalloyEmmett Malloy,Marisa Paredes
247425,7.4,Tony Scott,Tom Wilkinson
82558,5.5,Guillermo del Toro,Lily Tomlin
76221,6.2,Todd Field,Michael Palin
62994,7.4,Joel Schumacher,Barbra Streisand
53472,7.8,Terry Gilliam,Jean-Paul Belmondo
83630,6.2,William Wyler,Marc Singer
74899,6.8,Jean-Luc Godard,Charlton Heston
76342,6.6,Don Coscarelli,Gregory Peck
90095,6.6,Jack Smight,Christopher Lambert
35140,7.9,Joseph Sargent,Bette Davis
24264,7.2,Luc Besson,Katharine Hepburn
77321,6.5,Irving Rapper,Peter Falk
209037,7,George Cukor,Josse De Pauw
76299,7,Robert Moore,Richard Chamberlain
75824,7.9,Dominique Deruddere,Fernando Rey
84809,5.8,Peter Weir,Richard Pryor
80661,7.1,Luis Buñuel,Michael Caine
80716,6.6,Richard Donner,Eddie Barth
80736,6.7,Brian De Palma,Kirk Douglas
80745,6.5,Alan Parker,Sam J. Jones
52564,5.3,Don Taylor,Gerald Mohr
74483,6.7,Mike Hodges,Clint Eastwood
82350,5.6,Ib Melchior,Chuck Norris
76070,6.4,James Fargo,Clint Eastwood
100054,6.4,Steve Carver,Balthazar Getty
89622,4.5,Clint Eastwood,Mel Smith
76535,5.4,Harry Hook,Patrick Wayne
54135,6.6,Mike Hodges,Frank Sinatra
81568,7.1,Kevin Connor,Peter O'Toole
86383,6.6,Lewis Milestone,Clint Eastwood
159273,6.4,Richard Rush,Gene Hackman
242252,6.1,Clint Eastwood,Hilary Swank
282856,6.4,John Moore,Ron Jeremy
193560,5.2,Charles Shyer,James Van Der Beek
240772,7.7,Scott J. Gill,George Clooney
233841,7.8,Steve Miner,Hossein Abedini
270259,6.4,Steven Soderbergh,Stockard Channing
50539,7.6,Majid Majidi,Grant Williams
283509,7.9,Patrick Stettner,Branko Djuric
37515,7.5,Jack Arnold,Barry Fitzgerald
20697,7.7,Danis Tanovic,Emil Jannings
87747,6.5,René Clair,Robin Williams
211915,8.3,Josef von Sternberg,Audrey Tautou
277371,5.7,Paul Mazursky,Chyler Leigh
259711,6.9,Jean-Pierre Jeunet,Tom Cruise
280778,7,Joel Gallen,Judi Dench
283431,6.8,Cameron Crowe,Nelofer Pazira
259393,7.3,Richard Eyre,Anthony LaPaglia
265666,7.6,Mohsen Makhmalbaf,Gene Hackman
101452,6.3,Ray Lawrence,Keanu Reeves
90852,6.6,Wes Anderson,John Cleese
88103,4.9,Peter Hewitt,Tanya Roberts
86346,5.5,Christopher Morahan,Peter Strauss
94318,6.2,John Guillermin,Kevin Bacon
278488,6.3,Lamont Johnson,Method Man
268397,6,Jeff Bleckner,Debi Derryberry
279889,5.5,Jesse Dylan,Tim Allen
35423,6.4,John A. Davis,Meg Ryan
120737,8.8,John Pasquin,Elijah Wood
268995,6.9,James Mangold,Jim Carrey
268978,8.2,Peter Jackson,Russell Crowe
51525,7.6,Frank Darabont,Tony Curtis
63415,7.5,Ron Howard,Peter Sellers
58672,7,Stanley Kramer,Melina Mercouri
51201,8.4,Blake Edwards,Tyrone Power
248667,6.8,Jules Dassin,Will Smith
265086,7.7,Billy Wilder,Josh Hartnett
245046,6.4,Michael Mann,Cate Blanchett
86619,6.6,Ridley Scott,Barbra Streisand
280707,7.2,Gillian Armstrong,Maggie Smith
277027,7.6,Barbra Streisand,Sean Penn
285742,7,Robert Altman,Billy Bob Thornton
120824,6.7,Jessie Nelson,Kevin Spacey
74937,7.4,Marc Forster,Peter Falk
105789,6.8,Lasse Hallström,Eric Stoltz
273923,6.2,Robert Moore,Colin Hanks
237534,7,Neal JimenezMichael Steinberg,Samuel Le Bihan
99044,5.9,Jake Kasdan,Eddie Murphy
269746,7.3,Christophe Gans,Kang-sheng Lee
100530,6.1,Walter Hill,Sean Connery
103129,7.2,Ming-liang Tsai,Juliet Stevenson
82288,6.7,Fred Schepisi,Peter MacNicol
87078,5.9,Anthony Minghella,Arnold Schwarzenegger
85542,6.6,Matthew Robbins,Randy Norton
160399,6.2,Richard Fleischer,Shane Brolly
240468,6.2,Ralph BakshiTom Tataranowicz(segment director),Steve Oedekerk
281373,5.2,Gary Fleder,Cuba Gooding Jr.
83511,6.9,Steve Oedekerk,Nick Nolte
243862,7.1,Brian Levant,Anders W. Berthelsen
109288,5.1,Walter Hill,Damon Wayans
85271,6.4,Lone Scherfig,Christopher Walken
106770,7,Mike Binder,Jason Scott Lee
145046,8,Douglas Trumbull,Dieter Dengler
66026,7.5,Rob Cohen,Donald Sutherland
60955,7.7,Werner Herzog,Rock Hudson
55257,7.1,Robert Altman,Marlon Brando
245844,7.7,John Frankenheimer,Jim Caviezel
265349,6.4,Marlon Brando,Richard Gere
281358,7.3,Kevin Reynolds,Mandy Moore
276501,7.2,Mark Pellington,Lin Cui
270933,6.7,Adam Shankman,Shin'ichirô Miki
220627,6.9,Xiaoshuai Wang,Marie-Josée Croze
293416,7.2,Kazuki AkaneYoshiyuki Takei,Toshio Furukawa
208990,7.3,Denis Villeneuve,Nanni Moretti
250081,6.8,Rintaro,Selma Blair
219405,6.8,Nanni Moretti,Fab Filippo
106223,6.2,Todd Solondz,Elijah Wood
97116,6.3,Gary Burns,Ted Danson
240900,5.4,Stephen Sommers,Devon Sawa
188453,6.1,Joel Schumacher,Nicole Kidman
295552,6.4,Dewey Nicks,William Hurt
72353,7.3,Jez Butterworth,Gérard Depardieu
265298,5.5,Sturla Gunnarsson,Frankie Muniz
233469,5.5,Bertrand Blier,Arnold Schwarzenegger
246894,3.1,Shawn Levy,Chris Klein
265713,6.7,Andrew Davis,James Le Gros
109190,6.2,John McTiernan,Lara Flynn Boyle
28988,7.3,Billy Morrissette,Shirley Temple
107985,6.1,Patrick Read Johnson,Thomas Ian Nicholas
108037,7.8,Allan Dwan,Tom Guiry
69995,7.2,Daniel Stern,Julie Christie
275022,3.6,David Mickey Evans,Britney Spears
251114,6.3,Nicolas Roeg,Bruce Willis
251160,7.1,Tamra Davis,Denzel Washington
280030,5.8,Gregory Hoblit,Blayne Weaver
247745,7.1,Nick Cassavetes,Jay Chandrasekhar
107034,6.4,Robin BuddDonovan Cook,Macaulay Culkin
