,Actor_list
1250,Paul Sanchez
1251,Lari White
1252,Kyle Gallner
1253,Katie Cassidy
1254,Ron Perlman
1255,Luna Lauren Velez
1256,Peter Cullen
1257,Bryan Cranston
1258,Albert Brooks
1259,Jeremy Davies
1260,James Ransone
1261,Madeleine McGraw
1262,Juliet Rylance
1263,Fred Thompson
1264,Susan Sarandon
1265,Brenton Thwaites
1266,Katee Sackhoff
1267,Rory Cochrane
1268,Marcia Gay Harden
1269,Martin Henderson
1270,David Dorfman
1271,Randy Quaid
1272,Piper Perabo
1273,Morris Chestnut
1274,Cole Hauser
1275,Eddie Cibrian
1276,Kenneth Branagh
1277,Tom Bateman
1278,Emma Mackey
1279,Laura Harring
1280,Jeanne Bates
1281,Anton Yelchin
1282,David Tennant
1283,Katherine Waterston
1284,Josh Safdie
1285,Julia Fox
1286,Mesfin Lamengo
1287,Taraji P. Henson
1288,Janelle Monae
1289,Kevin Costner
1290,Lana Wachowski
1291,Hugh Grant
1292,Jared Harris
1293,Lubna Azabal
1294,Melissa Desormeaux-Poulin
1295,Maxim Gaudette
1296,Mustafa Kamel
1297,Saif Ali Khan
1298,Arjun Kapoor
1299,Jacqueline Fernandez
1300,Yami Gautam
1301,Doris Hick
1302,Malgorzata Bela
1303,Mitchel Musso
1304,Sam Lerner
1305,Spencer Locke
1306,Ryan Whitney
1307,Caitriona Balfe
1308,Mia Wasikowska
1309,Tom Sizemore
1310,Imelda Staunton
1311,Patrick Dempsey
1312,Bryon Lerum
1313,Ryder Lerum
1314,Rudhraksh Jaiswal
1315,Haley Bishop
1316,Jemma Moore
1317,Emma Louise Webb
1318,Radina Drandova
1319,Billy Crudup
1320,Patrick Fugit
1321,Daniel Gillies
1322,Erik Thomson
1323,Miriama McDowell
1324,Matthias Luafutu
1325,Rupert Graves
1326,Stephen Rea
1327,Lee Byung-hun
1328,Jeon Gook-hwan
1329,Ho-jin Chun
1330,Cristin Milioti
1331,Peter Gallagher
1332,Guy Pearce
1333,Joe Pantoliano
1334,Mark Boone Junior
1335,John Musker
1336,Don Hall
1337,Chris Williams
1338,Auli'i Cravalho
1339,Temuera Morrison
1340,Channing Tatum
1341,Jim Rash
1342,AnnaSophia Robb
1343,Werner Herzog
1344,Jennifer Jason Leigh
1345,Jennifer Hudson
1346,Tituss Burgess
1347,Judah Lewis
1348,Hana Mae Lee
1349,George Clooney
1350,Meryl Streep
1351,Jason Schwartzman
1352,Ivana Baquero
1353,Ariadna Gil
1354,Sergi Lopez
1355,Rosemarie DeWitt
1356,Aaliyah
1357,Stuart Townsend
1358,Marguerite Moreau
1359,Vincent Perez
1360,Theo James
1361,Lara Pulver
1362,Graham McTavish
1363,Virginie Efira
1364,Charlotte Rampling
1365,Daphne Patakia
1366,Lambert Wilson
1367,Marton Csokas
1368,Sarah Gadon
1369,Isabella Rossellini
1370,Emilia Clarke
1371,Sam Claflin
1372,Janet McTeer
1373,Charles Dance
1374,Astrid Berges-Frisbey
1375,Sam Riley
1376,Liam Cunningham
1377,Katie Douglas
1378,Celina Martin
1379,Sara Canning
1380,Peter Outerbridge
1381,Farrah Mackenzie
1382,Sarah Shahi
1383,Himesh Patel
1384,Lily James
1385,Sophia Di Martino
1386,Ellise Chappell
1387,Ty Simpkins
1388,Jordi Molla
1389,Maya Rudolph
1390,Terry Crews
1391,Lady Gaga
1392,Sam Elliott
1393,Greg Grunberg
1394,Chris William Martin
1395,Michael J Rogers
1396,Nathalie Boltt
1397,Monica Bellucci
1398,Albert Dupontel
1399,Jo Prestia
1400,Giuseppe Sulfaro
1401,Luciano Federico
1402,Matilde Piana
1403,Keith L. Williams
1404,Brady Noon
1405,Molly Gordon
1406,Bill Nighy
1407,Nikolaj Coster-Waldau
1408,Judd Nelson
1409,Stefanie Scott
1410,Joely Fisher
1411,Emma Myers
1412,Natsuki Hanae
1413,Akari Kito
1414,Yoshitsugu Matsuoka
1415,Hiro Shimono
1416,Jessica Biel
1417,Jonathan Tucker
1418,Andrew Bryniarski
1419,Erica Leerhsen
1420,Anthony Mackie
1421,Fred Hechinger
1422,Famke Janssen
1423,Rory Culkin
1424,Freddie Prinze Jr.
1425,Sarah Michelle Gellar
1426,Lily Rabe
1427,Quentin Tarantino
1428,Robert Rodriguez
1429,Mickey Rourke
1430,Jessica Alba
1431,Logan Lerman
1432,Morgan Freeman
1433,Andrea Riseborough
1434,Maren Eggert
1435,Sandra Huller
1436,Hans Low
1437,Annika Wedderkopp
1438,Lasse Fogelstr©ªm
1439,David Spade
1440,Madison Wolfe
1441,Frances O'Connor
1442,Eddie Redmayne
1443,Dan Fogler
1444,AJ Michalka
1445,Kyle Chandler
1446,Joel Courtney
1447,Martine McCutcheon
1448,Laura Linney
1449,Emily Tosta
1450,Beth Grant
1451,Ric Reitz
1452,Thomas Kretschmann
1453,Frank Finlay
1454,Kim Sang-kyung
1455,Roe-ha Kim
1456,Jae-ho Song
1457,Deborah Revy
1458,Helene Zimmer
1459,Gowan Didi
1460,Johnny Amaro
1461,Philip Seymour Hoffman
1462,Constance Wu
1463,Dianne Wiest
1464,James Badge Dale
1465,Marin Ireland
1466,Sasha Frolova
1467,Samantha Logan
1468,David Bruckner
1469,Justin Martinez
1470,Glenn McQuaid
1471,Radio Silence
1472,Joe Swanberg
1473,Chad Villella
1474,Ti West
1475,Adam Wingard
1476,Calvin Reeder
1477,Lane Hughes
1478,Hannah Fierman
1479,Milla Jovovich
1480,Tony Jaa
1481,T.I.
1482,Edward Norton
1483,Gugu Mbatha-Raw
1484,Sebastian Stan
1485,Nicole Kidman
1486,John Lithgow
1487,Espen Sandberg
1488,Lin Shaye
1489,Josh Gad
1490,James Spader
1491,Maggie Gyllenhaal
1492,Lesley Ann Warren
1493,Rafe Spall
1494,Emily Browning
1495,Paul Anderson
1496,Sam Richardson
1497,Milana Vayntrub
1498,George Basil
1499,Sarah Burns
1500,Laurie Metcalf
1501,Tracy Letts
1502,Lucas Hedges
1503,Kate McKinnon
1504,Leslie Jones
1505,Danny McBride
1506,Scott Speedman
1507,Liv Tyler
1508,Gemma Ward
1509,Alex Fisher
1510,Robert Patrick
1511,Taylor Lautner
1512,Peter Facinelli
1513,Essie Davis
1514,Noah Wiseman
1515,Daniel Henshall
1516,Hayley McElhinney
1517,Dax Shepard
1518,Matthias Schoenaerts
1519,Ryan McCluskey
1520,Oscar Pearce
1521,Jamie Clayton
1522,Goran Visnjic
1523,Selina Lo
1524,Drew Starkey
1525,Hiroyuki Sanada
1526,Nadine Velazquez
1527,John Goodman
1528,Ryan Merriman
1529,Kris Lemche
1530,Alexz Johnson
1531,Kristin Scott Thomas
1532,Robbie Daymond
1533,Tetsu Inada
1534,Yuki Kaji
1535,Ryan Colt Levy
1536,Shailene Woodley
1537,Joe Alwyn
1538,Wendy Nottingham
1539,Felicity Jones
1540,Eric Toledano
1541,Francois Cluzet
1542,Omar Sy
1543,Anne Le Ny
1544,Audrey Fleurot
1545,Golshifteh Farahani
1546,Katia Lund
1547,Alexandre Rodrigues
1548,Leandro Firmino
1549,Matheus Nachtergaele
1550,Phellipe Haagensen
1551,Richard Gere
1552,Olivier Martinez
1553,Erik Per Sullivan
1554,Liev Schreiber
1555,Danny Huston
1556,Lucas Black
1557,Zachery Ty Bryan
1558,Shad Moss
1559,Damien Marzette
1560,Paul Rudd
1561,Michael Douglas
1562,Corey Stoll
1563,Steven Yeun
1564,Yeri Han
1565,Alan S. Kim
1566,Noel Cho
1567,A.J. Cook
1568,Tony Todd
1569,Michael Landes
1570,Sam Rockwell
1571,Diego Luna
1572,Alan Tudyk
1573,Common
1574,Bruno Ganz
1575,Jeanette Hain
1576,Samantha Isler
1577,Annalise Basso
1578,Alison Sudol
1579,Liu Yifei
1580,Gong Li
1581,Jet Li
1582,Lydia Wilson
1583,Jon Voight
1584,Iain Glen
1585,Noah Taylor
1586,Mary-Louise Parker
1587,Maisie Williams
1588,Charlie Heaton
1589,Alice Braga
1590,Mena Massoud
1591,Marwan Kenzari
1592,Elizabeth Reaser
1593,Lulu Wilson
1594,Henry Thomas
1595,Zachary Levi
1596,Asher Angel
1597,Tyler Hoechlin
1598,Rob Maxey
1599,Liam Aiken
1600,Michael Sheen
1601,Candice Bergen
1602,Pico Alexander
1603,Dieter Laser
1604,Ashley C. Williams
1605,Ashlynn Yennie
1606,Akihiro Kitamura
1607,Ashley Greene
1608,Shawn Ashmore
1609,Jason Liles
1610,Britt Baron
1611,Oona Laurence
1612,Steve Boyle
1613,Nic Rhind
1614,Allen Leech
1615,Roger Dale Floyd
1616,John Travolta
1617,Queen Latifah
1618,Nikki Blonsky
1619,Luis Guzman
1620,Robert Englund
1621,Ken Kirzinger
1622,Kelly Rowland
1623,Monica Keena
1624,Jennifer Lee
1625,Jonathan Groff
1626,Quinton Aaron
1627,Tim McGraw
1628,Jae Head
1629,Thomas Jane
1630,Laurie Holden
1631,Andre Braugher
1632,Dylan McDermott
1633,Catherine Zeta-Jones
1634,Chi McBride
1635,Jose Pablo Cantillo
1636,Anne Reid
1637,Anna Wilson-Jones
1638,Peter Vaughan
1639,Kathy Bates
1640,Kurt Fuller
1641,Paul Walker
1642,Chyler Leigh
1643,Jaime Pressly
1644,Eric Christian Olsen
1645,Colin O'Donoghue
1646,Christopher Miller
1647,Ice Cube
1648,Mark Hamill
1649,Carrie Fisher
1650,Barry G. Bernson
1651,Herb Caillouet
1652,Bill Camp
1653,Raffey Cassidy
1654,Amr Waked
1655,Angela Bassett
1656,Peri Baumeister
1657,Carl Anton Koch
1658,Alexander Scheer
1659,Kais Setti
1660,Casey Affleck
1661,Michelle Monaghan
1662,Veronica Ferres
1663,Jim Broadbent
1664,Sally Hawkins
1665,Doug Jones
1666,Katheryn Winnick
1667,Teresa Ruiz
1668,Juan Pablo Raba
1669,Tim Roth
1670,Michael Clarke Duncan
1671,Sarah Paulson
1672,Kiera Allen
1673,Sara Sohn
1674,Pat Healy
1675,Mireille Enos
1676,Daniella Kertesz
1677,Shane Brolly
1678,Akshay Kumar
1679,Vaani Kapoor
1680,Huma Qureshi
1681,Lara Dutta
1682,Hyeon-soo Kim
1683,Jee-Young Kim
1684,Marie-Josee Croze
1685,Sarah Butler
1686,Jeff Branson
1687,Andrew Howard
1688,Daniel Franzese
1689,Linda Hamilton
1690,Arnold Schwarzenegger
1691,Mackenzie Davis
1692,Natalia Reyes
1693,Robert Pulcini
1694,James Norton
1695,Natalia Dyer
1696,Alex Neustaedter
1697,Danielle Macdonald
1698,Morjana Alaoui
1699,Mylene Jampanoi
1700,Catherine Begin
1701,Robert Toupin
1702,Rich Moore
1703,Jared Bush
1704,Jason Bateman
1705,Jenny Slate
1706,Pilou Asb©¡k
1707,Takeshi Kitano
1708,Juliette Binoche
1709,Wi Ha-Joon
1710,Park Hoon
1711,Ki-joo Jin
1712,Kim Hye-Yoon
1713,Brooklynn Prince
1714,Barbara Marten
1715,Priyanka Chopra Jonas
1716,Jeremy McWilliams
1717,Lynsey Taylor Mackay
1718,Dougie McConnell
1719,Britt Robertson
1720,Jennifer Carpenter
1721,Adrian Grenier
1722,Riccardo Scamarcio
1723,Jacki Weaver
1724,Breckin Meyer
1725,Seann William Scott
1726,Amy Smart
1727,Paulo Costanzo
1728,Max Irons
1729,Stefanie Martini
1730,Glenn Close
1731,Honor Kneafsey
1732,Jeff Rowe
1733,Abbi Jacobson
1734,Michael Rianda
1735,Taissa Farmiga
1736,Adam Devine
1737,Thomas Middleditch
1738,Katherine Heigl
1739,Harry Connick Jr.
1740,Madison Iseman
1741,Israel Broussard
1742,Mone Kamishiraishi
1743,Ryo Narita
1744,Aoi Yuki
1745,Matt Dillon
1746,Siobhan Fallon Hogan
1747,Charlie Pye Jr.
1748,Romain Duris
1749,Pierre Deladonchamps
1750,Armande Boulanger
1751,Renate Reinsve
1752,Anders Danielsen Lie
1753,Maria Grazia Di Meo
1754,Herbert Nordrum
1755,Julia Roberts
1756,Arsher Ali
1757,Robert James-Collier
1758,Sam Troughton
1759,Jan Pinkava
1760,Brad Garrett
1761,Lou Romano
1762,Patton Oswalt
1763,Ian Holm
1764,Mamoudou Athie
1765,David Silverman
1766,Lee Unkrich
1767,Billy Crystal
1768,Mary Gibbs
1769,Steve Buscemi
1770,Joanna Lumley
1771,Shazad Latif
1772,Ben Schwartz
1773,Tika Sumpter
1774,Joey Morgan
1775,Sarah Dumont
1776,Gaby Hoffmann
1777,Woody Norman
1778,Scoot McNairy
1779,Shiloh Fernandez
1780,Jessica Lucas
1781,Lou Taylor Pucci
1782,Sean Bridgers
1783,Wendy Crewson
1784,David James
1785,Jason Cope
1786,Martin Hancock
1787,Brandon Thomas Lee
1788,Corey Large
1789,Dennis Quaid
1790,Adewale Akinnuoye-Agbaje
1791,John Cusack
1792,Amanda Peet
1793,John Hawkes
1794,Nick Nolte
1795,Jennifer Morrison
1796,Christopher Mintz-Plasse
1797,Donald Glover
1798,Beyonce
1799,Seth Rogen
1800,Angourie Rice
1801,Matt Bomer
1802,Steve Lantz
1803,Gregg Weiner
1804,Beanie Feldstein
1805,Jessica Williams
1806,Tim Robbins
1807,Kevin Bacon
1808,Emmy Rossum
1809,Forrest Goodluck
1810,Charlotte Gainsbourg
1811,Stacy Martin
1812,Lukas Haas
1813,David Kross
1814,Hanno Koffler
1815,Maria Ehrich
1816,Robert Finster
1817,Adrian Titieni
1818,Elena Purea
1819,Judith State
1820,Valeriu Andriuta
1821,Ruth Wilson
1822,Andrew Scott
1823,Thomas Brodie-Sangster
1824,Robert Redford
1825,Mindy Kaling
1826,Ryan Phillippe
1827,Wesley Snipes
1828,Jon Heder
1829,Efren Ramirez
1830,Jon Gries
1831,Aaron Ruell
1832,Eric Johnson
1833,Robert Duvall
1834,Ben Foster
1835,Julia Ormond
1836,Chieko Baisho
1837,Takuya Kimura
1838,Tatsuya Gashuin
1839,Akihiro Miwa
1840,Ulrich Thomsen
1841,Will Patton
1842,Wood Harris
1843,Ryan Hurst
1844,Christina Hendricks
1845,Alan Arkin
1846,Ruth Negga
1847,Ben Stiller
1848,Jeff Kahn
1849,Georgie Henley
1850,William Moseley
1851,Skandar Keynes
1852,Paul Raci
1853,Lauren Ridloff
1854,Nick Frost
1855,Kate Ashfield
1856,Gerardo Taracena
1857,Raoul Max Trujillo
1858,Dalia Hernandez
1859,Rudy Youngblood
1860,KiKi Layne
1861,Charlie Sheen
1862,Regina Hall
1863,Pamela Anderson
1864,Karl Urban
1865,Ashley Zukerman
1866,Gillian Jacobs
1867,Megan Charpentier
1868,Isabelle Nelisse
1869,Alex Winter
1870,Kristen Schaal
1871,Alec Berg
1872,David Mandel
1873,Scott Mechlowicz
1874,Jacob Pitts
1875,Michelle Trachtenberg
1876,Travis Wester
1877,Willie Watson
1878,Danny McCarthy
1879,Bee Vang
1880,Christopher Carley
1881,Ahney Her
1882,William H. Macy
1883,Evie Thompson
1884,Imogen Poots
1885,Danielle Ryan
1886,Molly McCann
1887,Ronnie Del Carmen
1888,Amy Poehler
1889,Lewis Black
1890,Vicky Jenson
1891,Mike Myers
1892,Tim Matheson
1893,Ben Daon
1894,Zahra Anderson
1895,Serge Jaswal
1896,Melissa George
1897,Audrey Tautou
1898,Mathieu Kassovitz
1899,Rufus
1900,Lorella Cravotta
1901,Daniel Bruhl
1902,Alexandra Maria Lara
1903,Veronika Franz
1904,Ken Stott
1905,Trevante Rhodes
1906,Giovanni Ribisi
1907,Julia Greer
1908,Azhy Robertson
1909,Ward Horton
1910,Alfre Woodard
1911,Tony Amendola
1912,Delroy Lindo
1913,Miranda Otto
1914,Darby Camp
1915,John Cleese
1916,Craig T. Nelson
1917,Holly Hunter
1918,Jason Lee
1919,Bokeem Woodbine
1920,Jun Kunimura
1921,Jung-min Hwang
1922,Kwak Do-won
1923,Woo-hee Chun
1924,Jeremy Piven
1925,Bridget Moynahan
1926,Maggie Grace
1927,Leland Orser
1928,Jim Caviezel
1929,Sophia Myles
1930,Jack Huston
1931,Elisabeth Shue
1932,Matt Helm
1933,Taylour Paige
1934,Nicholas Braun
1935,Ari'el Stachel
1936,Mike Vogel
1937,Lizzy Caplan
1938,Eliza Dushku
1939,Jeremy Sisto
1940,Emmanuelle Chriqui
1941,Anton Lesser
1942,Noemie Merlant
1943,Adele Haenel
1944,Luana Bajrami
1945,Valeria Golino
1946,Scott Eastwood
1947,Jack Kesy
1948,Alden Ehrenreich
1949,Maura Tierney
1950,Oakley Bull
1951,Max Burkholder
1952,Adelaide Kane
1953,Shawn Wayans
1954,Busy Philipps
1955,Maitland Ward
1956,Jodie Foster
1957,Jonas Bloquet
1958,Bonnie Aarons
1959,Austin Stowell
1960,Denis O'Hare
1961,Elizabeth Marvel
1962,Alan Rickman
1963,Christopher Lee
1964,Elodie Yung
1965,Travis Fimmel
1966,Johannes Haukur Johannesson
1967,Matilda Anna Ingrid Lutz
1968,Izabela Vidovic
1969,Antony Acker
1970,Mark Barrett
1971,Rip Torn
1972,Lara Flynn Boyle
1973,Kayli Carter
1974,Ryan Bruce
1975,Sam Fell
1976,Tucker Albrizzi
1977,Lee Jung-jae
1978,Jeong Min Park
1979,Hee-Seo Choi
1980,Keegan-Michael Key
1981,Michael Jelenic
1982,Charlie Day
1983,Ari Graynor
1984,Blythe Danner
1985,Morfydd Clark
1986,Caoilfhionn Dunne
1987,Marcus Hutton
1988,Ashley Benson
1989,Rachel Korine
1990,Jeffrey Dean Morgan
1991,Cricket Brown
1992,William Sadler
1993,Katie Aselton
1994,Reece Shearsmith
1995,Hayley Squires
1996,Ellora Torchia
1997,Stephan James
1998,Michael Kenneth Williams
1999,Jack Davenport
2000,Jason Drucker
2001,Taye Diggs
2002,Wilson Jermaine Heredia
2003,Anthony Rapp
2004,John Requa
2005,Karina Arroyave
2006,Tomasz Kot
2007,Toni Garrn
2008,Rupert Everett
2009,Gijs Blom
2010,Jamie Flatters
2011,Susan Radder
2012,Jan Bijvoet
2013,Oaklee Pendergast
2014,Patrick L. Reyes
2015,Cesar De Leon
2016,Gustavo Munoz
2017,Victoria Justice
2018,Midori Francis
2019,Robyn Scott
2020,Adam Garcia
2021,Annie Mumolo
2022,Damon Wayans Jr.
2023,Tiger Hu Chen
2024,Karen Mok
2025,Hai Yu
2026,Jovan Adepo
2027,Wyatt Russell
2028,Mathilde Ollivier
2029,Jennifer Garner
2030,Garrett M. Brown
2031,Sid Haig
2032,Karen Black
2033,Jodie Turner-Smith
2034,Jagapathi Babu
2035,Boxer Dina
2036,Ramya Krishnan
2037,Vinay Nallakadi
2038,Gabriel Freilich
2039,Pete Davidson
2040,Bel Powley
2041,Ricky Velez
2042,Lou Wilson
2043,Eminem
2044,Brittany Murphy
2045,Kim Basinger
2046,Aimee Lou Wood
2047,Steve Zahn
2048,Suzanne Smith
2049,Tony Danza
2050,Zain Al Rafeea
2051,Yordanos Shiferaw
2052,Boluwatife Treasure Bankole
2053,Kawsar Al Haddad
2054,Laura Harrier
2055,Nikki Deloach
2056,Scott Porter
2057,Janine Turner
2058,Eliza Hayes Maher
2059,Raymond S. Persi
2060,Rachel Bloom
2061,Ken Jeong
2062,Tom Everett Scott
2063,Ella Ballentine
2064,Mia Maestro
2065,Matt Hamilton
2066,Byun Hee-Bong
2067,Park Hae-il
2068,Bae Doona
2069,Jenna Ortega
2070,Emily Alyn Lind
2071,DJ Dallenbach
2072,Ted Dubost
2073,Jimmy Bennett
2074,Jesse James
2075,Katia Pascariu
2076,Claudia Ieremia
2077,Olimpia Malai
2078,Nicodim Ungureanu
2079,Lou de Laage
2080,Emmanuelle Bercot
2081,Benjamin Voisin
2082,Michael Chiklis
2083,Lucy Walters
2084,Amrinder Gill
2085,Simi Chahal
2086,Nasir Chinyoti
2087,Gurshabad Singh
2088,Linus Roache
2089,Ned Dennehy
2090,Sacha Baron Cohen
2091,Gary Cole
2092,Nora Arnezeder
2093,Sarah-Sofie Boussnina
2094,Sope Dirisu
2095,Slava Babenkov
2096,Brian Gross
2097,Lyra Irene Gross
2098,Jacy King
2099,Aaron Paul
2100,Jonathan Banks
2101,Matt Jones
2102,Charles Baker
2103,Mario Casas
2104,Ana Wagener
2105,Jose Coronado
2106,Barbara Lennie
2107,Jennifer Lopez
2108,Julia Stiles
2109,Mette Towley
2110,Paula Patton
2111,John Hannah
2112,Arnold Vosloo
2113,Jonathan Goldstein
2114,Sharon Horgan
2115,Catherine O'Hara
2116,Martin Short
2117,Martin Landau
2118,Albert Finney
2119,Jessica Lange
2120,Alexa PenaVega
2121,Daryl Sabara
2122,Jay Hernandez
2123,Derek Richardson
2124,Eythor Gudjonsson
2125,Barbara Nedeljakova
2126,Christophe Lourdelet
2127,Seth MacFarlane
2128,Jean Reno
2129,Bob Peterson
2130,Ed Asner
2131,Jordan Nagai
2132,John Ratzenberger
2133,Bilall Fallah
2134,Martin Lawrence
2135,Alexander Ludwig
2136,Alex Sharp
2137,Alex R. Hibbert
2138,Dash Mihok
2139,Christopher Abbott
2140,Carmen Ejogo
2141,Jon Favreau
2142,Dane DeHaan
2143,Cara Delevingne
2144,Rihanna
2145,Ellen DeGeneres
2146,Alexander Gould
2147,Yilmaz Erdogan
2148,Ahmet Mumtaz Taylan
2149,Cem Yigit Uzumoglu
2150,Ruzgar Aksoy
2151,Orto Ignatiussen
2152,Reiley McClendon
2153,Cassidy Gifford
2154,Brianne Howey
2155,Olivia Draguicevich
2156,Joe Anderson
2157,Peter Spierig
2158,Sarah Snook
2159,Madeleine West
2160,Dove Cameron
2161,Cameron Boyce
2162,Booboo Stewart
2163,Caren Pistorius
2164,Gabriel Bateman
2165,Jimmi Simpson
2166,Abbie Cornish
2167,Samantha Morton
2168,Max von Sydow
2169,Ariel Levy
2170,Kirby Bliss Blanton
2171,Julianne Nicholson
2172,Ricky Gervais
2173,Dick Van Dyke
2174,Tori Kelly
2175,Luke Kirby
2176,Aleksa Palladino
2177,Toby Kebbell
2178,Kane Hodder
2179,Lexa Doig
2180,Jeff Geddis
2181,David Cronenberg
2182,Callie Hernandez
2183,Madelyn Cline
2184,Lukas Gage
2185,Sofia Hublitz
2186,Shakira Barrera
2187,Gene Hackman
2188,Anjelica Huston
2189,Mikael Persbrandt
2190,Suki Waterhouse
2191,Jayda Fink
2192,Michiel Huisman
2193,Kathy Baker
2194,Jamie Campbell Bower
2195,Miranda Richardson
2196,John Magaro
2197,Minka Kelly
2198,Chris Renaud
2199,Jason Segel
2200,Russell Brand
2201,Julie Andrews
2202,Rhona Mitra
2203,Peter Ferdinando
2204,Rossy de Palma
2205,Aitana Sanchez-Gijon
2206,Milena Smit
2207,Bill Pullman
2208,Mandy Moore
2209,Donna Murphy
2210,Jaden Smith
2211,Brian Howe
2212,Kagiso Kuypers
2213,Douglas M. Griffin
2214,Jada Pinkett Smith
2215,John Sharian
2216,Dougray Scott
2217,Robert Knepper
2218,Julie Vollono
2219,Fionnula Flanagan
2220,Alakina Mann
2221,Grace Delrue
2222,J. Mackye Gruber
2223,Ashton Kutcher
2224,Melora Walters
2225,Elden Henson
2226,Meadow Williams
2227,Carsten Norgaard
2228,Marcus Rafinski
2229,Ashton Sanders
2230,Orson Bean
2231,Hong Chau
2232,Rege-Jean Page
2233,Rossif Sutherland
2234,Tommy Wiseau
2235,Juliette Danielle
2236,Greg Sestero
2237,Philip Haldiman
2238,Odeya Rush
2239,Ryan Lee
2240,Romain Guillermic
2241,Souheila Yacoub
2242,Kiddy Smile
2243,Hidetoshi Nishijima
2244,Toko Miura
2245,Reika Kirishima
2246,Yoo-rim Park
2247,Gustavo Escobar
2248,Maggie Cheung
2249,Siu Ping-Lam
2250,Tung Cho 'Joe' Cheung
2251,Zach Braff
2252,Mateusz Kosciukiewicz
2253,Sarah Natochenny
2254,Kimlinh Tran
2255,Edward Bosco
2256,Kellen Goff
2257,Jay Baruchel
2258,Malik Zidi
2259,Laura Boujenah
2260,Renee Zellweger
2261,Eileen Atkins
2262,Samantha Robinson
2263,Jeffrey Vincent Parise
2264,Laura Waddell
2265,Gian Keys
2266,Pippa Haywood
2267,Peter MacQueen
2268,Charlie Tahan
2269,Salli Richardson-Whitfield
2270,Deborah Kara Unger
2271,Cole Konis
2272,Elkin Diaz
2273,Jeanne Balibar
2274,Juan Pablo Urrego
2275,Jessica Rothe
2276,Charles Aitken
2277,Rinko Kikuchi
2278,Burt Reynolds
2279,Nelly
