Date,IYK,IXN,IBUY,PBS,PJP,SOXX,RTH,MJ,FTXG,XLC
2019-08-01,118.680419921875,29.956071853637695,49.98622512817383,33.74462127685547,56.69938278198242,200.90203857421875,107.04247283935547,24.72755241394043,20.37471580505371,49.707672119140625
2019-08-02,118.28504943847656,29.416929244995117,49.25831985473633,33.507049560546875,56.69938278198242,197.93899536132812,106.38275146484375,25.92641258239746,20.03432273864746,49.22574234008789
2019-08-05,115.12202453613281,28.29603385925293,47.742679595947266,32.31920623779297,55.441795349121094,189.3920440673828,103.60601806640625,25.166831970214844,19.79119110107422,47.632423400878906
2019-08-06,116.52031707763672,28.717191696166992,48.350929260253906,32.6359748840332,55.687416076660156,191.80747985839844,104.61036682128906,25.84404754638672,19.674484252929688,48.32089614868164
2019-08-07,117.60035705566406,28.948253631591797,48.69992446899414,32.41819381713867,55.569522857666016,193.02008056640625,105.57533264160156,26.07283592224121,19.674484252929688,48.379905700683594
2019-08-08,119.3265151977539,29.58899688720703,50.464847564697266,32.932926177978516,56.384986877441406,198.3692626953125,107.12124633789062,26.274169921875,20.25800895690918,49.353607177734375
2019-08-09,118.3043212890625,29.1875057220459,50.046051025390625,32.48748779296875,56.30638122558594,194.90745544433594,106.07750701904297,26.12774658203125,20.14130401611328,48.802825927734375
2019-08-12,117.17606353759766,28.86795425415039,49.21843338012695,31.94305992126465,55.72671890258789,192.3551025390625,104.95498657226562,25.862354278564453,20.081008911132812,48.28155517578125
2019-08-13,118.47789764404297,29.592273712158203,49.467716217041016,32.230125427246094,56.198307037353516,198.03677368164062,107.07201385498047,26.466354370117188,20.197710037231445,48.98969650268555
2019-08-14,116.22137451171875,28.58936882019043,47.25408172607422,31.071977615356445,54.704925537109375,191.94439697265625,103.98017883300781,24.819072723388672,19.83009147644043,47.24884796142578
2019-08-15,116.46245574951172,28.617229461669922,47.30393981933594,31.111568450927734,54.51825714111328,191.59234619140625,104.4134292602539,23.52869987487793,20.014873504638672,47.3275260925293
2019-08-16,118.10182189941406,29.12523651123047,48.211326599121094,31.56690788269043,55.30424499511719,196.697021484375,105.99873352050781,24.02288246154785,20.219106674194336,47.937320709228516
2019-08-19,119.2975845336914,29.49886703491211,48.86943435668945,31.913366317749023,56.100059509277344,200.31529235839844,107.35755920410156,23.775793075561523,20.384437561035156,48.6848030090332
2019-08-20,118.19824981689453,29.42840003967285,48.78966522216797,31.73518943786621,55.73653793334961,199.5720977783203,107.21971893310547,23.611061096191406,20.19965362548828,48.36023712158203
2019-08-21,118.91184997558594,29.76761817932129,49.52754211425781,31.82427978515625,56.30638122558594,201.2052001953125,109.60258483886719,23.80324935913086,20.3941650390625,48.5471076965332
2019-08-22,119.4133071899414,29.595552444458008,49.36800003051758,31.873769760131836,56.050933837890625,201.2052001953125,110.19339752197266,23.254152297973633,20.384437561035156,48.43892288208008
2019-08-23,116.55888366699219,28.72046661376953,47.72273635864258,30.903696060180664,54.67545700073242,192.46266174316406,107.35755920410156,22.67760467529297,20.287185668945312,47.11115646362305
2019-08-26,117.79322814941406,29.097375869750977,47.65293502807617,31.289745330810547,55.46144104003906,194.0957794189453,108.48007202148438,22.604393005371094,20.219106674194336,47.819297790527344
2019-08-27,117.4074935913086,29.102293014526367,47.293968200683594,30.95319366455078,54.82282638549805,193.37216186523438,108.19452667236328,21.78074836730957,20.131580352783203,47.907814025878906
2019-08-28,118.47789764404297,29.087543487548828,47.69282150268555,31.131364822387695,55.1568717956543,194.59454345703125,109.25796508789062,22.00038719177246,20.25800895690918,48.02583694458008
2019-08-29,118.93113708496094,29.528364181518555,48.101646423339844,31.51741600036621,55.36319351196289,199.26895141601562,110.95157623291016,22.201723098754883,20.24828338623047,48.773319244384766
2019-08-30,118.950439453125,29.597192764282227,47.84239196777344,31.64609718322754,55.038970947265625,200.20774841308594,110.95157623291016,21.972932815551758,20.4544620513916,48.71430587768555
