기간	자치구	동	전체인구	전체인구	전체인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구
기간	자치구	동	전체인구	전체인구	전체인구	합계	합계	합계	내국인	내국인	내국인	외국인	외국인	외국인
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2018	양천구	신정6동	25,500	12,440	13,060	2,300	1,068	1,232	2,299	1,067	1,232	1	1	-
2018	양천구	신정7동	30,193	14,692	15,501	4,268	1,753	2,515	4,264	1,750	2,514	4	3	1
2018	양천구	목5동	43,390	21,403	21,987	3,749	1,746	2,003	3,746	1,744	2,002	3	2	1
2018	양천구	신정4동	36,193	17,781	18,412	5,268	2,444	2,824	5,258	2,437	2,821	10	7	3
2018	강서구	소계	603,611	293,289	310,322	79,660	35,261	44,399	79,445	35,128	44,317	215	133	82
2018	강서구	염창동	41,016	20,102	20,914	3,667	1,650	2,017	3,661	1,649	2,012	6	1	5
2018	강서구	등촌1동	23,558	11,121	12,437	2,535	1,105	1,430	2,529	1,102	1,427	6	3	3
2018	강서구	등촌2동	22,118	10,988	11,130	2,803	1,296	1,507	2,800	1,293	1,507	3	3	-
2018	강서구	등촌3동	33,279	15,914	17,365	5,711	2,339	3,372	5,704	2,337	3,367	7	2	5
2018	강서구	화곡본동	36,390	17,745	18,645	4,332	1,882	2,450	4,319	1,879	2,440	13	3	10
2018	강서구	화곡2동	20,041	9,729	10,312	2,568	1,170	1,398	2,558	1,165	1,393	10	5	5
2018	강서구	화곡3동	22,730	10,927	11,803	3,506	1,624	1,882	3,500	1,621	1,879	6	3	3
2018	강서구	화곡4동	22,694	11,163	11,531	3,340	1,495	1,845	3,329	1,489	1,840	11	6	5
2018	강서구	화곡6동	24,840	12,283	12,557	3,380	1,561	1,819	3,373	1,557	1,816	7	4	3
2018	강서구	화곡8동	26,833	12,979	13,854	3,875	1,754	2,121	3,856	1,743	2,113	19	11	8
2018	강서구	가양1동	33,556	15,899	17,657	2,595	1,229	1,366	2,559	1,196	1,363	36	33	3
2018	강서구	가양2동	15,763	7,463	8,300	3,447	1,429	2,018	3,446	1,428	2,018	1	1	-
2018	강서구	가양3동	16,516	7,799	8,717	3,155	1,207	1,948	3,148	1,203	1,945	7	4	3
2018	강서구	발산1동	38,879	18,553	20,326	4,141	1,764	2,377	4,136	1,760	2,376	5	4	1
2018	강서구	공항동	28,646	14,665	13,981	3,510	1,600	1,910	3,486	1,583	1,903	24	17	7
2018	강서구	방화1동	46,357	22,697	23,660	5,743	2,631	3,112	5,735	2,627	3,108	8	4	4
2018	강서구	방화2동	24,391	12,081	12,310	4,311	1,854	2,457	4,298	1,847	2,451	13	7	6
2018	강서구	방화3동	24,912	12,031	12,881	4,447	1,884	2,563	4,445	1,883	2,562	2	1	1
2018	강서구	화곡1동	54,687	26,857	27,830	7,414	3,415	3,999	7,391	3,398	3,993	23	17	6
2018	강서구	우장산동	46,405	22,293	24,112	5,180	2,372	2,808	5,172	2,368	2,804	8	4	4
2018	구로구	소계	438,486	219,949	218,537	61,801	28,372	33,429	61,105	27,976	33,129	696	396	300
2018	구로구	신도림동	37,615	18,457	19,158	4,100	1,938	2,162	4,089	1,933	2,156	11	5	6
2018	구로구	구로1동	21,911	10,841	11,070	2,114	988	1,126	2,108	986	1,122	6	2	4
2018	구로구	구로3동	26,974	13,770	13,204	3,116	1,396	1,720	3,074	1,373	1,701	42	23	19
2018	구로구	구로4동	27,165	13,901	13,264	4,184	1,885	2,299	4,072	1,820	2,252	112	65	47
2018	구로구	구로5동	34,085	16,802	17,283	4,191	1,930	2,261	4,116	1,885	2,231	75	45	30
2018	구로구	고척1동	24,659	12,358	12,301	3,778	1,741	2,037	3,765	1,735	2,030	13	6	7
2018	구로구	고척2동	29,543	14,692	14,851	4,415	2,022	2,393	4,402	2,015	2,387	13	7	6
2018	구로구	개봉2동	33,715	16,482	17,233	5,431	2,540	2,891	5,418	2,531	2,887	13	9	4
2018	구로구	개봉3동	22,156	10,892	11,264	3,509	1,635	1,874	3,500	1,630	1,870	9	5	4
2018	구로구	오류1동	22,651	11,128	11,523	3,513	1,620	1,893	3,503	1,616	1,887	10	4	6
2018	구로구	오류2동	45,398	22,127	23,271	6,699	3,004	3,695	6,668	2,990	3,678	31	14	17
2018	구로구	수궁동	25,461	12,680	12,781	3,758	1,716	2,042	3,747	1,709	2,038	11	7	4
2018	구로구	가리봉동	16,206	9,391	6,815	2,002	920	1,082	1,892	853	1,039	110	67	43
2018	구로구	구로2동	36,289	19,034	17,255	5,371	2,396	2,975	5,162	2,277	2,885	209	119	90
2018	구로구	개봉1동	34,658	17,394	17,264	5,620	2,641	2,979	5,589	2,623	2,966	31	18	13
2018	금천구	소계	254,021	130,398	123,623	35,739	16,301	19,438	35,354	16,092	19,262	385	209	176
2018	금천구	가산동	24,459	13,719	10,740	2,292	1,144	1,148	2,223	1,105	1,118	69	39	30
2018	금천구	독산1동	41,826	21,846	19,980	5,019	2,289	2,730	4,967	2,259	2,708	52	30	22
2018	금천구	독산2동	22,103	11,360	10,743	3,048	1,392	1,656	3,013	1,377	1,636	35	15	20
2018	금천구	독산3동	30,702	15,938	14,764	4,116	1,916	2,200	4,012	1,862	2,150	104	54	50
2018	금천구	독산4동	18,776	9,602	9,174	2,625	1,210	1,415	2,584	1,188	1,396	41	22	19
2018	금천구	시흥1동	37,078	18,746	18,332	5,459	2,436	3,023	5,415	2,411	3,004	44	25	19
2018	금천구	시흥2동	23,253	11,333	11,920	3,636	1,649	1,987	3,631	1,644	1,987	5	5	-
2018	금천구	시흥3동	11,740	5,876	5,864	2,098	985	1,113	2,092	982	1,110	6	3	3
2018	금천구	시흥4동	22,747	11,293	11,454	3,546	1,629	1,917	3,530	1,618	1,912	16	11	5
2018	금천구	시흥5동	21,337	10,685	10,652	3,900	1,651	2,249	3,887	1,646	2,241	13	5	8
2018	영등포구	소계	403,600	203,319	200,281	55,673	25,178	30,495	54,906	24,768	30,138	767	410	357
2018	영등포구	여의동	33,973	16,121	17,852	5,681	2,543	3,138	5,661	2,529	3,132	20	14	6
2018	영등포구	당산1동	21,361	10,515	10,846	3,083	1,378	1,705	3,063	1,366	1,697	20	12	8
2018	영등포구	당산2동	36,191	17,027	19,164	4,144	1,891	2,253	4,127	1,878	2,249	17	13	4
2018	영등포구	양평1동	17,959	8,950	9,009	2,364	1,019	1,345	2,349	1,014	1,335	15	5	10
2018	영등포구	양평2동	22,962	11,487	11,475	2,322	1,004	1,318	2,318	1,003	1,315	4	1	3
2018	영등포구	신길1동	19,696	10,095	9,601	3,129	1,361	1,768	3,061	1,321	1,740	68	40	28
2018	영등포구	신길3동	17,563	8,869	8,694	2,719	1,210	1,509	2,690	1,194	1,496	29	16	13
2018	영등포구	신길4동	10,425	5,328	5,097	1,749	746	1,003	1,718	729	989	31	17	14
2018	영등포구	신길5동	11,649	5,817	5,832	1,869	827	1,042	1,832	810	1,022	37	17	20
2018	영등포구	신길6동	19,801	9,910	9,891	2,987	1,335	1,652	2,951	1,316	1,635	36	19	17
2018	영등포구	신길7동	17,216	8,609	8,607	1,924	861	1,063	1,920	860	1,060	4	1	3
2018	영등포구	대림1동	17,030	8,868	8,162	2,674	1,188	1,486	2,603	1,150	1,453	71	38	33
2018	영등포구	대림2동	22,231	11,729	10,502	2,772	1,240	1,532	2,622	1,160	1,462	150	80	70
2018	영등포구	대림3동	29,519	15,224	14,295	3,943	1,780	2,163	3,852	1,739	2,113	91	41	50
2018	영등포구	영등포본동	25,480	13,107	12,373	3,716	1,704	2,012	3,653	1,669	1,984	63	35	28
2018	영등포구	영등포동	26,111	14,372	11,739	3,224	1,678	1,546	3,211	1,670	1,541	13	8	5
2018	영등포구	도림동	22,178	11,328	10,850	3,140	1,411	1,729	3,060	1,366	1,694	80	45	35
2018	영등포구	문래동	32,255	15,963	16,292	4,233	2,002	2,231	4,215	1,994	2,221	18	8	10
2018	동작구	소계	409,385	198,458	210,927	59,479	25,930	33,549	59,265	25,824	33,441	214	106	108
2018	동작구	노량진2동	14,307	7,335	6,972	2,518	1,122	1,396	2,494	1,108	1,386	24	14	10
2018	동작구	상도1동	48,317	23,386	24,931	6,334	2,742	3,592	6,317	2,736	3,581	17	6	11
2018	동작구	상도2동	27,767	13,326	14,441	3,973	1,729	2,244	3,957	1,725	2,232	16	4	12
2018	동작구	상도3동	26,181	12,602	13,579	4,001	1,744	2,257	3,988	1,734	2,254	13	10	3
2018	동작구	상도4동	30,264	14,859	15,405	4,511	1,904	2,607	4,499	1,897	2,602	12	7	5
2018	동작구	사당1동	24,064	11,548	12,516	3,357	1,559	1,798	3,347	1,554	1,793	10	5	5
2018	동작구	사당3동	26,762	13,021	13,741	4,092	1,884	2,208	4,087	1,882	2,205	5	2	3
2018	동작구	사당4동	15,091	7,238	7,853	2,353	1,021	1,332	2,351	1,020	1,331	2	1	1
2018	동작구	사당5동	13,207	6,430	6,777	1,935	852	1,083	1,932	852	1,080	3	-	3
2018	동작구	대방동	40,360	19,249	21,111	5,127	2,129	2,998	5,114	2,123	2,991	13	6	7
2018	동작구	신대방1동	27,214	13,310	13,904	3,372	1,517	1,855	3,309	1,482	1,827	63	35	28
2018	동작구	신대방2동	21,076	10,161	10,915	2,816	1,285	1,531	2,813	1,285	1,528	3	-	3
2018	동작구	흑석동	33,231	15,875	17,356	5,138	2,121	3,017	5,123	2,114	3,009	15	7	8
2018	동작구	노량진1동	32,802	16,257	16,545	5,198	2,208	2,990	5,189	2,205	2,984	9	3	6
2018	동작구	사당2동	28,742	13,861	14,881	4,754	2,113	2,641	4,745	2,107	2,638	9	6	3
2018	관악구	소계	520,040	260,742	259,298	72,249	32,306	39,943	71,888	32,138	39,750	361	168	193
2018	관악구	보라매동	26,398	12,921	13,477	4,028	1,765	2,263	4,001	1,756	2,245	27	9	18
2018	관악구	청림동	16,527	8,137	8,390	2,568	1,106	1,462	2,564	1,103	1,461	4	3	1
2018	관악구	행운동	30,438	14,776	15,662	3,987	1,767	2,220	3,975	1,762	2,213	12	5	7
2018	관악구	낙성대동	17,780	8,796	8,984	1,902	840	1,062	1,895	837	1,058	7	3	4
2018	관악구	중앙동	15,716	7,530	8,186	2,255	997	1,258	2,243	991	1,252	12	6	6
2018	관악구	인헌동	27,293	13,320	13,973	3,601	1,585	2,016	3,592	1,582	2,010	9	3	6
2018	관악구	남현동	18,998	9,133	9,865	2,467	1,152	1,315	2,463	1,149	1,314	4	3	1
2018	관악구	서원동	23,933	12,182	11,751	3,028	1,382	1,646	3,017	1,379	1,638	11	3	8
2018	관악구	신원동	20,119	10,068	10,051	3,036	1,303	1,733	3,007	1,287	1,720	29	16	13
2018	관악구	서림동	24,881	13,642	11,239	3,210	1,469	1,741	3,207	1,468	1,739	3	1	2
2018	관악구	신사동	26,442	13,332	13,110	3,241	1,461	1,780	3,162	1,420	1,742	79	41	38
2018	관악구	신림동	22,256	11,194	11,062	1,834	845	989	1,799	829	970	35	16	19
2018	관악구	난향동	16,693	8,284	8,409	2,520	1,128	1,392	2,517	1,126	1,391	3	2	1
2018	관악구	조원동	19,824	10,122	9,702	2,521	1,198	1,323	2,489	1,182	1,307	32	16	16
2018	관악구	대학동	24,823	14,695	10,128	2,584	1,183	1,401	2,580	1,182	1,398	4	1	3
2018	관악구	은천동	35,797	17,685	18,112	5,294	2,375	2,919	5,266	2,361	2,905	28	14	14
2018	관악구	성현동	33,033	16,030	17,003	5,247	2,238	3,009	5,242	2,235	3,007	5	3	2
2018	관악구	청룡동	30,242	14,610	15,632	3,652	1,677	1,975	3,625	1,666	1,959	27	11	16
2018	관악구	난곡동	29,484	14,870	14,614	4,840	2,176	2,664	4,828	2,172	2,656	12	4	8
2018	관악구	삼성동	26,068	13,092	12,976	5,346	2,306	3,040	5,340	2,305	3,035	6	1	5
2018	관악구	미성동	33,295	16,323	16,972	5,088	2,353	2,735	5,076	2,346	2,730	12	7	5
2018	서초구	소계	438,163	209,977	228,186	54,751	24,797	29,954	54,663	24,753	29,910	88	44	44
2018	서초구	서초1동	21,574	10,435	11,139	2,713	1,260	1,453	2,708	1,259	1,449	5	1	4
2018	서초구	서초2동	18,506	8,867	9,639	2,022	934	1,088	2,017	932	1,085	5	2	3
2018	서초구	서초3동	30,754	15,087	15,667	4,259	1,988	2,271	4,256	1,986	2,270	3	2	1
2018	서초구	서초4동	31,817	15,423	16,394	3,714	1,775	1,939	3,708	1,770	1,938	6	5	1
2018	서초구	잠원동	34,962	16,639	18,323	3,634	1,595	2,039	3,628	1,593	2,035	6	2	4
2018	서초구	반포본동	12,583	5,954	6,629	1,830	823	1,007	1,828	822	1,006	2	1	1
2018	서초구	반포1동	32,109	15,445	16,664	3,068	1,361	1,707	3,061	1,358	1,703	7	3	4
2018	서초구	반포2동	16,761	8,017	8,744	1,802	769	1,033	1,800	768	1,032	2	1	1
2018	서초구	반포3동	20,434	9,680	10,754	2,345	994	1,351	2,342	992	1,350	3	2	1
2018	서초구	반포4동	20,600	9,777	10,823	2,547	1,164	1,383	2,538	1,159	1,379	9	5	4
2018	서초구	방배본동	21,746	10,109	11,637	2,801	1,232	1,569	2,795	1,229	1,566	6	3	3
2018	서초구	방배1동	17,683	8,303	9,380	2,574	1,178	1,396	2,570	1,175	1,395	4	3	1
2018	서초구	방배2동	22,491	10,663	11,828	3,433	1,589	1,844	3,430	1,587	1,843	3	2	1
2018	서초구	방배3동	22,268	10,728	11,540	3,412	1,588	1,824	3,407	1,587	1,820	5	1	4
2018	서초구	방배4동	24,442	11,275	13,167	3,164	1,430	1,734	3,156	1,426	1,730	8	4	4
2018	서초구	양재1동	46,713	22,368	24,345	5,970	2,591	3,379	5,964	2,587	3,377	6	4	2
2018	서초구	양재2동	24,032	12,073	11,959	2,633	1,194	1,439	2,626	1,191	1,435	7	3	4
2018	서초구	내곡동	18,688	9,134	9,554	2,830	1,332	1,498	2,829	1,332	1,497	1	-	1
2018	강남구	소계	547,453	262,203	285,250	67,085	30,105	36,980	66,957	30,036	36,921	128	69	59
2018	강남구	신사동	17,813	8,310	9,503	2,831	1,263	1,568	2,822	1,257	1,565	9	6	3
2018	강남구	논현1동	24,061	11,131	12,930	2,731	1,226	1,505	2,725	1,225	1,500	6	1	5
2018	강남구	논현2동	22,304	10,451	11,853	2,913	1,316	1,597	2,907	1,312	1,595	6	4	2
2018	강남구	삼성1동	15,252	7,676	7,576	2,014	957	1,057	2,004	952	1,052	10	5	5
2018	강남구	삼성2동	30,492	14,537	15,955	3,145	1,382	1,763	3,140	1,378	1,762	5	4	1
2018	강남구	대치1동	25,590	12,858	12,732	2,199	1,052	1,147	2,192	1,049	1,143	7	3	4
2018	강남구	대치4동	21,265	10,038	11,227	1,856	808	1,048	1,855	808	1,047	1	-	1
2018	강남구	역삼1동	36,861	17,810	19,051	3,400	1,577	1,823	3,383	1,566	1,817	17	11	6
2018	강남구	역삼2동	36,822	17,460	19,362	3,356	1,495	1,861	3,350	1,492	1,858	6	3	3
2018	강남구	도곡1동	22,844	10,758	12,086	2,640	1,247	1,393	2,632	1,243	1,389	8	4	4
2018	강남구	도곡2동	34,704	16,102	18,602	4,194	2,051	2,143	4,186	2,045	2,141	8	6	2
2018	강남구	개포1동	7,800	3,782	4,018	1,535	724	811	1,534	724	810	1	-	1
2018	강남구	개포4동	18,920	9,268	9,652	2,117	951	1,166	2,111	948	1,163	6	3	3
2018	강남구	일원본동	24,781	12,153	12,628	2,498	1,118	1,380	2,498	1,118	1,380	-	-	-
2018	강남구	일원1동	17,136	8,382	8,754	2,882	1,238	1,644	2,871	1,232	1,639	11	6	5
2018	강남구	일원2동	16,593	7,924	8,669	2,681	1,030	1,651	2,681	1,030	1,651	-	-	-
2018	강남구	수서동	16,421	7,554	8,867	3,813	1,458	2,355	3,811	1,457	2,354	2	1	1
2018	강남구	세곡동	45,445	21,701	23,744	5,759	2,549	3,210	5,754	2,547	3,207	5	2	3
2018	강남구	압구정동	28,146	12,950	15,196	4,689	2,089	2,600	4,682	2,086	2,596	7	3	4
2018	강남구	청담동	30,185	14,205	15,980	3,852	1,743	2,109	3,849	1,741	2,108	3	2	1
2018	강남구	대치2동	40,163	20,421	19,742	4,180	1,992	2,188	4,171	1,987	2,184	9	5	4
2018	강남구	개포2동	13,855	6,732	7,123	1,800	839	961	1,799	839	960	1	-	1
2018	송파구	소계	673,507	326,849	346,658	81,364	37,554	43,810	81,211	37,477	43,734	153	77	76
2018	송파구	풍납1동	16,380	8,143	8,237	2,637	1,188	1,449	2,620	1,179	1,441	17	9	8
2018	송파구	풍납2동	25,149	12,015	13,134	3,091	1,419	1,672	3,089	1,419	1,670	2	-	2
2018	송파구	거여1동	13,339	6,803	6,536	2,022	955	1,067	2,021	955	1,066	1	-	1
2018	송파구	거여2동	17,299	8,538	8,761	2,869	1,261	1,608	2,869	1,261	1,608	-	-	-
2018	송파구	마천1동	21,344	10,873	10,471	3,802	1,711	2,091	3,794	1,710	2,084	8	1	7
2018	송파구	마천2동	20,684	10,491	10,193	3,636	1,626	2,010	3,631	1,625	2,006	5	1	4
2018	송파구	방이1동	16,631	8,070	8,561	1,880	903	977	1,874	900	974	6	3	3
2018	송파구	방이2동	25,801	12,415	13,386	3,004	1,400	1,604	2,998	1,399	1,599	6	1	5
2018	송파구	오륜동	19,244	9,419	9,825	2,263	1,115	1,148	2,262	1,114	1,148	1	1	-
2018	송파구	오금동	41,014	20,082	20,932	5,360	2,451	2,909	5,347	2,443	2,904	13	8	5
2018	송파구	송파1동	26,401	12,545	13,856	3,068	1,438	1,630	3,059	1,433	1,626	9	5	4
2018	송파구	송파2동	21,210	10,290	10,920	2,555	1,227	1,328	2,550	1,225	1,325	5	2	3
2018	송파구	석촌동	34,760	16,840	17,920	4,012	1,840	2,172	3,996	1,832	2,164	16	8	8
2018	송파구	삼전동	33,440	15,916	17,524	3,521	1,539	1,982	3,516	1,536	1,980	5	3	2
2018	송파구	가락본동	28,353	14,100	14,253	3,197	1,491	1,706	3,187	1,483	1,704	10	8	2
2018	송파구	가락1동	1,115	540	575	130	48	82	127	46	81	3	2	1
2018	송파구	가락2동	34,455	16,868	17,587	3,577	1,695	1,882	3,572	1,691	1,881	5	4	1
2018	송파구	문정1동	21,731	10,792	10,939	2,549	1,258	1,291	2,542	1,255	1,287	7	3	4
2018	송파구	문정2동	30,140	14,142	15,998	3,364	1,669	1,695	3,363	1,669	1,694	1	-	1
2018	송파구	장지동	34,892	16,959	17,933	4,057	1,740	2,317	4,055	1,738	2,317	2	2	-
2018	송파구	위례동	28,835	14,025	14,810	1,851	792	1,059	1,849	791	1,058	2	1	1
2018	송파구	잠실본동	29,756	14,148	15,608	3,310	1,497	1,813	3,293	1,489	1,804	17	8	9
2018	송파구	잠실4동	30,089	14,521	15,568	3,469	1,607	1,862	3,469	1,607	1,862	-	-	-
2018	송파구	잠실6동	17,461	8,348	9,113	2,371	1,121	1,250	2,369	1,119	1,250	2	2	-
2018	송파구	잠실7동	10,369	4,839	5,530	1,914	919	995	1,912	918	994	2	1	1
2018	송파구	잠실2동	37,069	17,681	19,388	3,061	1,363	1,698	3,056	1,359	1,697	5	4	1
2018	송파구	잠실3동	36,546	17,446	19,100	4,794	2,281	2,513	4,791	2,281	2,510	3	-	3
2018	강동구	소계	431,920	213,853	218,067	58,770	26,797	31,973	58,669	26,753	31,916	101	44	57
2018	강동구	강일동	32,928	15,973	16,955	4,333	1,908	2,425	4,329	1,907	2,422	4	1	3
2018	강동구	상일동	11,138	5,582	5,556	1,484	695	789	1,481	693	788	3	2	1
2018	강동구	명일1동	22,483	11,045	11,438	2,913	1,326	1,587	2,906	1,324	1,582	7	2	5
2018	강동구	명일2동	18,020	8,945	9,075	2,072	1,001	1,071	2,066	999	1,067	6	2	4
2018	강동구	고덕1동	27,469	13,902	13,567	2,492	1,127	1,365	2,488	1,126	1,362	4	1	3
2018	강동구	고덕2동	7,709	4,138	3,571	1,386	641	745	1,385	641	744	1	-	1
2018	강동구	암사2동	14,711	7,169	7,542	1,969	902	1,067	1,967	901	1,066	2	1	1
2018	강동구	암사3동	18,943	9,303	9,640	2,198	1,055	1,143	2,195	1,053	1,142	3	2	1
2018	강동구	천호1동	29,144	14,381	14,763	4,555	2,049	2,506	4,543	2,044	2,499	12	5	7
2018	강동구	천호3동	28,568	14,148	14,420	4,232	1,939	2,293	4,223	1,935	2,288	9	4	5
2018	강동구	성내1동	20,996	10,173	10,823	2,720	1,252	1,468	2,719	1,251	1,468	1	1	-
2018	강동구	성내2동	25,725	12,786	12,939	3,831	1,762	2,069	3,820	1,756	2,064	11	6	5
2018	강동구	성내3동	24,155	11,993	12,162	3,218	1,453	1,765	3,216	1,452	1,764	2	1	1
2018	강동구	둔촌1동	317	150	167	100	38	62	99	37	62	1	1	-
2018	강동구	둔촌2동	28,260	13,969	14,291	3,730	1,728	2,002	3,728	1,727	2,001	2	1	1
2018	강동구	암사1동	37,760	18,780	18,980	5,340	2,339	3,001	5,327	2,334	2,993	13	5	8
2018	강동구	천호2동	36,423	18,282	18,141	5,548	2,523	3,025	5,533	2,515	3,018	15	8	7
2018	강동구	길동	47,171	23,134	24,037	6,649	3,059	3,590	6,644	3,058	3,586	5	1	4
