,User_rating_movie,User_rating,UserID
292,5164438,8,10292
293,5164438,8,10293
294,5164438,9,10294
295,5164438,3,10295
296,5164438,10,10296
297,5164438,10,10297
298,5164438,8,10298
299,5164438,8,10299
300,5164438,1,10300
301,5164438,10,10301
302,5164438,10,10302
303,5164438,10,10303
304,5164438,10,10304
305,5164438,8,10305
306,5164438,10,10306
307,5164438,10,10307
308,5164438,8,10308
309,5164438,10,10309
310,5164438,10,10310
311,5164438,10,10311
312,5164438,10,10312
313,5164438,6,10313
314,5164438,1,10314
315,5164438,9,10315
316,5164438,10,10316
317,5164438,6,10317
318,5164438,10,10318
319,5164438,5,10319
320,5164438,10,10320
321,5164438,10,10321
322,5164438,0,10322
323,5164438,0,10323
324,5164438,10,10324
325,3811906,7,10325
326,3811906,10,10326
327,3811906,10,10327
328,3811906,10,10328
329,3811906,10,10329
330,3811906,10,10330
331,3811906,6,10331
332,3811906,1,10332
333,3811906,7,10333
334,3811906,8,10334
335,3811906,8,10335
336,3811906,10,10336
337,3811906,10,10337
338,3811906,10,10338
339,3811906,1,10339
340,3811906,10,10340
341,3811906,10,10341
342,3811906,10,10342
343,3811906,10,10343
344,3811906,10,10344
345,3811906,10,10345
346,3811906,10,10346
347,3811906,10,10347
348,3811906,10,10348
349,3811906,1,10349
350,3811906,1,10350
351,3811906,10,10351
352,3811906,1,10352
353,3811906,5,10353
354,3811906,7,10354
355,3811906,10,10355
356,3811906,10,10356
357,3811906,3,10357
358,3811906,4,10358
359,3811906,5,10359
360,3811906,8,10360
361,3811906,9,10361
362,3811906,5,10362
363,3811906,2,10363
364,3811906,5,10364
365,3811906,7,10365
366,3811906,1,10366
367,3811906,3,10367
368,3811906,8,10368
369,3811906,7,10369
370,3811906,9,10370
371,3811906,2,10371
372,3811906,8,10372
373,3811906,10,10373
374,3811906,8,10374
375,10954652,4,10375
376,10954652,9,10376
377,10954652,9,10377
378,10954652,1,10378
379,10954652,1,10379
380,10954652,1,10380
381,10954652,10,10381
382,10954652,10,10382
383,10954652,1,10383
384,10954652,10,10384
385,10954652,8,10178
386,10954652,6,10386
387,10954652,9,10387
388,10954652,9,10388
389,10954652,4,10389
390,10954652,2,10390
391,10954652,6,10391
392,10954652,1,10392
393,10954652,1,10393
394,10954652,8,10394
395,10954652,7,10395
396,10954652,1,10396
397,10954652,7,10397
398,10954652,8,10398
399,10954652,6,10399
400,10954652,1,10400
401,10954652,8,10401
402,10954652,5,10402
403,10954652,7,10403
404,10954652,4,10404
405,10954652,8,10405
406,10954652,7,10146
407,10954652,9,10407
408,10954652,2,10408
409,10954652,7,10409
410,10954652,9,10410
411,10954652,3,10411
412,10954652,10,10412
413,10954652,7,10413
414,10954652,10,10414
415,10954652,2,10415
416,10954652,6,10416
417,10954652,10,10417
418,10954652,10,10418
419,10954652,2,10112
420,10954652,7,10420
421,10954652,1,10421
422,10954652,2,10422
423,10954652,6,10423
424,10954652,6,10424
425,4244994,9,10425
426,4244994,6,10426
427,4244994,10,10427
428,4244994,9,10428
429,4244994,7,10429
430,4244994,0,10165
431,4244994,6,10431
432,4244994,10,10432
433,4244994,8,10433
434,4244994,8,10434
435,4244994,9,10435
436,4244994,1,10436
437,4244994,8,10437
438,4244994,10,10438
439,4244994,9,10439
440,4244994,8,10132
441,4244994,9,10441
442,4244994,5,10442
443,4244994,9,10443
444,4244994,7,10218
445,4244994,8,10445
446,4244994,9,10446
447,4244994,8,10447
448,4244994,9,10448
449,4244994,9,10449
450,4244994,9,10450
451,4244994,8,10451
452,4244994,8,10452
453,4244994,9,10453
454,4244994,8,10454
455,4244994,7,10455
456,4244994,10,10456
457,4244994,9,10457
458,4244994,8,10458
459,4244994,8,10459
460,4244994,8,10460
461,4244994,9,10461
462,4244994,8,10462
463,4244994,1,10463
464,4244994,7,10464
465,4244994,9,10465
466,4244994,7,10466
467,4244994,5,10467
468,4244994,7,10468
469,4244994,4,10469
470,4244994,8,10470
471,4244994,10,10471
472,4244994,9,10472
473,4244994,8,10403
474,4244994,7,10138
475,9357050,6,10475
476,9357050,3,10476
477,9357050,6,10477
478,9357050,10,10478
479,9357050,10,10479
480,9357050,10,10480
481,9357050,9,10481
482,9357050,0,10482
483,9357050,10,10483
484,9357050,1,10484
485,9357050,9,10485
486,9357050,7,10486
487,9357050,10,10487
488,9357050,10,10488
489,9357050,10,10489
490,9357050,7,10490
491,9357050,5,10491
492,9357050,5,10492
493,9357050,10,10493
494,9357050,6,10494
495,9357050,7,10495
496,9357050,9,10496
497,9357050,8,10497
498,9357050,8,10498
499,9357050,10,10499
500,9357050,8,10500
501,9357050,10,10501
502,9357050,9,10502
503,9357050,10,10503
504,9357050,1,10504
505,9357050,10,10505
506,9357050,10,10506
507,9357050,10,10507
508,9357050,9,10508
509,9357050,6,10509
510,9357050,8,10510
511,9357050,8,10511
512,9357050,6,10460
513,9357050,10,10513
514,9357050,8,10514
515,9357050,7,10515
516,9357050,2,10516
517,9357050,10,10517
518,9357050,3,10518
519,9357050,10,10519
520,9357050,3,10520
521,9357050,8,10521
522,9357050,9,10522
523,9357050,6,10523
524,9357050,1,10524
525,5563324,5,10525
526,5563324,5,10526
527,5563324,4,10527
528,5563324,1,10528
529,5563324,5,10529
530,5563324,4,10530
531,5563324,3,10531
532,5563324,1,10532
533,5563324,7,10533
534,5563324,5,10534
535,5563324,5,10535
536,5563324,7,10536
537,5563324,6,10537
538,5563324,4,10538
539,5563324,5,10539
540,5563324,2,10540
541,5563324,2,10541
542,5563324,4,10542
543,5563324,2,10543
544,5563324,0,10544
545,5563324,1,10545
546,5563324,1,10546
547,5563324,1,10547
548,5563324,6,10548
549,5563324,3,10549
550,5563324,2,10550
551,5563324,1,10551
552,5563324,1,10552
553,5563324,2,10553
554,5563324,1,10554
555,5563324,1,10555
556,5563324,2,10556
557,5563324,6,10557
558,5563324,3,10558
559,5563324,2,10559
560,5563324,6,10560
561,5563324,1,10561
562,5563324,8,10562
563,5563324,6,10563
564,5563324,1,10564
565,5563324,6,10565
566,5563324,0,10566
567,5563324,5,10567
568,5563324,1,10568
569,5563324,7,10569
570,5563324,2,10570
571,5563324,9,10571
572,5563324,1,10572
573,5563324,1,10573
574,5563324,4,10574
575,13056008,7,10575
576,13056008,6,10576
577,13056008,7,10577
578,13056008,6,10578
579,13056008,8,10579
580,13056008,10,10580
581,13056008,4,10581
582,13056008,5,10582
583,13056008,9,10583
584,13056008,1,10584
585,13056008,4,10585
586,13056008,1,10586
587,13056008,3,10587
588,13056008,5,10230
589,13056008,7,10534
590,13056008,9,10590
591,13056008,1,10591
592,13056008,2,10592
593,13056008,5,10593
594,13056008,9,10594
595,13056008,5,10595
596,13056008,3,10596
597,13056008,1,10597
598,13056008,1,10545
599,13056008,7,10599
600,13056008,3,10600
601,13056008,1,10601
602,13056008,6,10602
603,13056008,10,10234
604,13056008,7,10604
605,13056008,4,10605
606,13056008,2,10606
607,13056008,7,10607
608,13056008,7,10608
609,13056008,8,10609
610,13056008,3,10610
611,13056008,10,10611
612,13056008,7,10612
613,13056008,7,10613
614,13056008,7,10614
615,13056008,2,10615
616,13056008,1,10616
617,13056008,5,10563
618,13056008,4,10618
619,13056008,4,10619
620,13056008,5,10620
621,13056008,1,10621
622,13056008,5,10622
623,13056008,3,10623
624,13056008,0,10624
625,9620292,10,10625
626,9620292,10,10626
627,9620292,10,10627
628,9620292,10,10628
629,9620292,9,10629
630,9620292,9,10630
631,9620292,9,10631
632,9620292,10,10632
633,9620292,7,10633
634,9620292,6,10634
635,9620292,7,10635
636,9620292,10,10636
637,9620292,10,10637
638,9620292,10,10638
639,9620292,9,10639
640,9620292,10,10640
641,9620292,6,10641
642,9620292,9,10642
643,9620292,10,10643
644,9620292,5,10644
645,9620292,10,10645
646,9620292,8,10646
647,9620292,10,10647
648,9620292,8,10648
649,9620292,10,10649
650,9620292,10,10650
651,9620292,7,10651
652,9620292,10,10652
653,9620292,10,10653
654,9620292,10,10654
655,9620292,10,10655
656,9620292,7,10656
657,9620292,10,10657
658,9620292,10,10658
659,9620292,8,10659
660,9620292,7,10534
661,9620292,8,10661
662,9620292,9,10662
663,9620292,8,10663
664,9620292,7,10664
665,9620292,7,10665
666,9620292,10,10666
667,9620292,9,10667
668,9620292,9,10668
669,9620292,10,10669
670,9620292,9,10511
671,9620292,8,10671
672,9620292,10,10497
673,9620292,10,10673
674,9620292,10,10674
675,10698174,10,10675
676,10698174,1,10676
677,10698174,1,10677
678,10698174,1,10678
679,10698174,2,10679
680,10698174,3,10680
681,1924245,10,10681
682,1924245,10,10682
683,1924245,9,10683
684,1924245,8,10684
685,1924245,7,10409
686,1924245,10,10686
687,1924245,1,10687
688,1924245,9,10688
689,1924245,6,10490
690,1924245,4,10690
691,1924245,9,10691
692,1924245,8,10692
693,1924245,2,10693
694,1924245,2,10694
695,1924245,8,10317
696,1924245,2,10587
697,1924245,4,10146
698,1924245,5,10698
699,1924245,9,10699
700,1924245,4,10700
701,1924245,1,10701
702,1924245,2,10702
703,1924245,10,10703
704,1924245,8,10704
705,1924245,5,10705
706,1924245,4,10706
707,1924245,3,10707
708,1924245,1,10708
709,1924245,10,10709
710,1924245,10,10709
711,1924245,6,10711
712,1924245,3,10712
713,1924245,2,10713
714,1924245,7,10714
715,1924245,3,10715
716,1924245,3,10716
717,1924245,3,10717
718,1924245,3,10718
719,1924245,7,10719
720,1924245,1,10720
721,1924245,2,10721
722,1924245,2,10722
723,1924245,10,10723
724,1924245,3,10724
725,1924245,2,10725
726,1924245,6,10726
727,1924245,3,10727
728,1924245,2,10728
729,1924245,3,10729
730,1924245,3,10724
731,6334354,8,10731
732,6334354,9,10732
733,6334354,10,10733
734,6334354,10,10734
735,6334354,10,10735
736,6334354,8,10736
737,6334354,8,10215
738,6334354,9,10738
739,6334354,10,10739
740,6334354,7,10740
741,6334354,9,10741
742,6334354,6,10178
743,6334354,10,10743
744,6334354,10,10744
745,6334354,8,10745
746,6334354,10,10746
747,6334354,10,10432
748,6334354,9,10748
749,6334354,10,10749
750,6334354,9,10750
751,6334354,10,10751
752,6334354,9,10452
753,6334354,7,10753
754,6334354,9,10754
755,6334354,8,10755
756,6334354,10,10156
757,6334354,10,10757
758,6334354,8,10758
759,6334354,10,10759
760,6334354,10,10760
761,6334354,2,10761
762,6334354,7,10762
763,6334354,5,10763
764,6334354,8,10764
765,6334354,10,10765
766,6334354,10,10766
767,6334354,7,10767
768,6334354,9,10768
769,6334354,9,10769
770,6334354,10,10770
771,6334354,10,10771
772,6334354,10,10152
773,6334354,10,10773
774,6334354,10,10774
775,6334354,9,10775
776,6334354,10,10776
777,6334354,7,10777
778,6334354,6,10778
779,6334354,9,10779
780,6334354,8,10780
781,3228774,10,10781
782,3228774,6,10782
783,3228774,8,10189
784,3228774,1,10784
785,3228774,8,10785
786,3228774,10,10786
787,3228774,10,10787
788,3228774,1,10788
789,3228774,9,10789
790,3228774,10,10226
791,3228774,10,10791
792,3228774,8,10397
793,3228774,3,10769
794,3228774,8,10794
795,3228774,9,10509
796,3228774,7,10796
797,3228774,7,10796
798,3228774,10,10798
799,3228774,7,10799
800,3228774,4,10266
801,3228774,5,10801
802,3228774,7,10802
803,3228774,8,10803
804,3228774,6,10804
805,3228774,10,10213
806,3228774,10,10806
807,3228774,7,10807
808,3228774,10,10808
809,3228774,10,10809
810,3228774,10,10810
811,3228774,9,10811
812,3228774,10,10812
813,3228774,10,10813
814,3228774,10,10814
815,3228774,10,10815
816,3228774,8,10816
817,3228774,10,10401
818,3228774,10,10116
819,3228774,9,10819
820,3228774,10,10820
821,3228774,10,10821
822,3228774,10,10822
823,3228774,1,10823
824,3228774,10,10824
825,3228774,8,10825
826,3228774,10,10826
827,3228774,0,10827
828,3228774,3,10828
829,3228774,10,10829
830,3228774,10,10830
831,10665338,6,10731
832,10665338,10,10832
833,10665338,10,10833
834,10665338,9,10834
835,10665338,10,10835
836,10665338,10,10836
837,10665338,10,10837
838,10665338,10,10838
839,10665338,10,10839
840,10665338,9,10840
841,10665338,8,10841
842,10665338,0,10842
843,10665338,10,10843
844,10665338,10,10844
845,10665338,3,10845
846,10665338,10,10846
847,10665338,10,10847
848,10665338,5,10848
849,10665338,9,10849
850,10665338,10,10850
851,10665338,7,10851
852,10665338,8,10852
853,10665338,6,10853
854,10665338,4,10854
855,10665338,1,10855
856,10665338,7,10856
857,10665338,9,10857
858,10665338,10,10858
859,10665338,7,10181
860,10665338,7,10860
861,10665338,1,10861
862,10665338,0,10862
863,10665338,3,10027
864,10665338,8,10864
865,10665338,10,10865
866,10665338,5,10866
867,10665338,2,10867
868,10665338,9,10868
869,10665338,7,10869
870,10665338,9,10870
871,10665338,10,10871
872,10665338,1,10872
873,10665338,10,10873
874,10665338,10,10201
875,10665338,4,10875
876,10665338,7,10876
877,10665338,6,10877
878,10665338,1,10878
879,10665338,9,10879
880,10665338,9,10880
881,9243804,8,10635
882,9243804,2,10882
883,9243804,9,10883
884,9243804,8,10884
885,9243804,3,10885
886,9243804,1,10886
887,9243804,8,10887
888,9243804,7,10888
889,9243804,3,10889
890,9243804,1,10890
891,9243804,3,10891
892,9243804,9,10892
893,9243804,7,10893
894,9243804,6,10894
895,9243804,8,10895
896,9243804,8,10896
897,9243804,1,10897
898,9243804,9,10477
899,9243804,8,10899
900,9243804,9,10900
901,9243804,10,10901
902,9243804,10,10902
903,9243804,9,10903
904,9243804,9,10904
905,9243804,1,10905
906,9243804,10,10906
907,9243804,10,10907
908,9243804,3,10908
909,9243804,6,10409
910,9243804,6,10520
911,9243804,2,10911
912,9243804,7,10912
913,9243804,2,10913
914,9243804,6,10914
915,9243804,9,10915
916,9243804,6,10916
917,9243804,1,10917
918,9243804,10,10918
919,9243804,8,10146
920,9243804,8,10920
921,9243804,6,10921
922,9243804,8,10922
923,9243804,1,10923
924,9243804,2,10924
925,9243804,2,10925
926,9243804,1,10926
927,9243804,3,10927
928,9243804,10,10880
929,9243804,6,10929
930,9243804,3,10930
931,7737528,8,10931
932,7737528,8,10932
933,7737528,4,10933
934,7737528,8,10934
935,7737528,7,10935
936,7737528,6,10936
937,7737528,9,10937
938,7737528,6,10938
939,7737528,8,10939
940,7737528,5,10940
941,7737528,8,10941
942,7737528,6,10942
943,7737528,7,10943
944,7737528,4,10824
945,7737528,9,10945
946,7737528,7,10946
947,7737528,10,10947
948,7737528,7,10948
949,7737528,10,10949
950,7737528,6,10950
951,7737528,5,10951
952,7737528,10,10952
953,7737528,10,10953
954,7737528,7,10954
955,7737528,7,10955
956,7737528,2,10956
957,7737528,8,10957
958,7737528,5,10958
959,7737528,6,10534
960,7737528,7,10960
961,7737528,8,10961
962,7737528,8,10931
963,7737528,8,10963
964,7737528,9,10964
965,7737528,6,10965
966,7737528,9,10966
967,7737528,5,10967
968,7737528,3,10968
969,7737528,5,10027
970,7737528,6,10970
971,7737528,7,10971
972,7737528,7,10972
973,7737528,3,10973
974,7737528,9,10974
975,7737528,4,10975
976,7737528,6,10976
977,7737528,8,10977
978,7737528,9,10978
979,7737528,10,10979
980,7737528,6,10020
981,9347730,10,10981
982,9347730,5,10852
983,9347730,10,10983
984,9347730,4,10851
985,9347730,4,10985
986,9347730,8,10181
987,9347730,4,10987
988,9347730,9,10988
989,9347730,9,10989
990,9347730,9,10990
991,9347730,6,10991
992,9347730,8,10992
993,9347730,10,10993
994,9347730,7,10731
995,9347730,10,10201
996,9347730,6,10996
997,9347730,5,10146
998,9347730,1,10998
999,9347730,6,10999
1000,9347730,6,10138
1001,9347730,10,11001
1002,9347730,5,11002
1003,9347730,10,10409
1004,9347730,4,11004
1005,9347730,8,10401
1006,9347730,7,10143
1007,9347730,8,10404
1008,9347730,7,11008
1009,9347730,7,11008
1010,9347730,8,11010
1011,9347730,7,11011
1012,9347730,5,11012
1013,9347730,6,10139
1014,9347730,8,11014
1015,9347730,0,11015
1016,9347730,4,10452
1017,9347730,10,11017
1018,9347730,5,11018
1019,9347730,8,11019
1020,9347730,8,11020
1021,9347730,1,11021
1022,9347730,8,11022
1023,9347730,8,11023
1024,9347730,7,10661
1025,9347730,1,11025
1026,9347730,9,11026
1027,9347730,7,10646
1028,9347730,5,11028
1029,9347730,5,11029
1030,9347730,3,11030
1031,10101702,1,11031
1032,10101702,1,11032
1033,10101702,1,11033
1034,10101702,10,11034
1035,10101702,10,11035
1036,10101702,10,11036
1037,10101702,10,11037
1038,10101702,9,11038
1039,10101702,10,11039
1040,10101702,9,11040
1041,10101702,8,11041
1042,10101702,10,11042
1043,10101702,1,11043
1044,10101702,9,11044
1045,10101702,10,10798
1046,10101702,6,11046
1047,10101702,10,11047
1048,10101702,8,11048
1049,10101702,9,11049
1050,10101702,10,11050
1051,10101702,9,11051
1052,10101702,9,11052
1053,10101702,9,11053
1054,10101702,1,11054
1055,10101702,1,11055
1056,10101702,4,11056
1057,10101702,9,11057
1058,10101702,10,11058
1059,10101702,10,11059
1060,10101702,10,11060
1061,10101702,9,11061
1062,10101702,10,11062
1063,10101702,3,11063
1064,10101702,5,11064
1065,10101702,10,11065
1066,10101702,8,11066
1067,10101702,6,10492
1068,10101702,3,11068
1069,10101702,9,11069
1070,10101702,10,11070
1071,10101702,3,11071
1072,10101702,10,11072
1073,10101702,10,11073
1074,10101702,3,11074
1075,10101702,6,10148
1076,10101702,10,11076
1077,10101702,5,11077
1078,10101702,7,11078
1079,10101702,9,11079
1080,10101702,8,11080
1081,11196036,0,10449
1082,11196036,8,11082
1083,11196036,10,11083
1084,11196036,9,10201
1085,11196036,6,10935
1086,11196036,3,11086
1087,11196036,9,11087
1088,11196036,5,11088
1089,11196036,7,11089
1090,11196036,6,11090
1091,11196036,7,10644
1092,11196036,3,11092
1093,11196036,5,11093
1094,11196036,9,11094
1095,11196036,1,11095
1096,11196036,0,11096
1097,11196036,3,11097
1098,11196036,1,11098
1099,11196036,4,11099
1100,11196036,10,11100
1101,11196036,6,11101
1102,11196036,10,11102
1103,11196036,3,11103
1104,11196036,3,11104
1105,11196036,4,11105
1106,11196036,9,10425
1107,11196036,1,11107
1108,11196036,2,11108
1109,11196036,7,11109
1110,11196036,0,11110
1111,11196036,4,11111
1112,11196036,2,10664
1113,11196036,10,11113
1114,11196036,5,11114
1115,11196036,1,11115
1116,11196036,4,11116
1117,11196036,4,11117
1118,11196036,2,11118
1119,11196036,6,11119
1120,11196036,1,11120
1121,11196036,1,11121
1122,11196036,3,11122
1123,11196036,1,11123
1124,11196036,8,10477
1125,11196036,8,11125
1126,11196036,1,11126
1127,11196036,6,10464
1128,11196036,5,11128
1129,11196036,3,11129
1130,11196036,4,11130
1131,11125620,9,11073
1132,11125620,10,10798
1133,11125620,10,11069
1134,11125620,10,11134
1135,11125620,6,10464
1136,11125620,10,11136
1137,11125620,5,11137
1138,11125620,10,11138
1139,11125620,10,11139
1140,11125620,1,11140
1141,11125620,9,11141
1142,11125620,3,11142
1143,11125620,6,10492
1144,11125620,6,11144
1145,11125620,5,11145
1146,11125620,8,10139
1147,11125620,6,11147
1148,11125620,6,11148
1149,11125620,6,11149
1150,11125620,4,11150
1151,11125620,6,11151
1152,11125620,6,10146
1153,11125620,7,10646
1154,11125620,4,11154
1155,11125620,1,11155
1156,11125620,2,11156
1157,11125620,9,11157
1158,11125620,5,11158
1159,11125620,7,11159
1160,11125620,2,11160
1161,11125620,2,11161
1162,11125620,4,11162
1163,11125620,4,11163
1164,11125620,5,11164
1165,11125620,1,11165
1166,11125620,5,11166
1167,11125620,0,11167
1168,11125620,5,11168
1169,11125620,6,11169
1170,11125620,1,11170
1171,11125620,2,11171
1172,11125620,1,11172
1173,11125620,1,11172
1174,11125620,9,11174
1175,11125620,8,11175
1176,11125620,6,11176
1177,11125620,4,10359
1178,11125620,1,10703
1179,11125620,8,11179
1180,11125620,10,11180
1181,10944760,4,11181
1182,10944760,8,11182
1183,10944760,6,11183
1184,10944760,0,11184
1185,10944760,10,10015
1186,10944760,1,11186
1187,10944760,8,11187
1188,10944760,1,11188
1189,10944760,8,11189
1190,10944760,7,10460
1191,10944760,5,11191
1192,10944760,10,11192
1193,10944760,9,11193
1194,10944760,1,11194
1195,10944760,9,11195
1196,10944760,1,11196
1197,10944760,4,10435
1198,10944760,7,11093
1199,10944760,5,11199
1200,10944760,8,11200
1201,10944760,7,10403
1202,10944760,9,11202
1203,10944760,8,10935
1204,10944760,9,11204
1205,10944760,6,11205
1206,10944760,9,11162
1207,10944760,5,11207
1208,10944760,2,11208
1209,10944760,8,11209
1210,10944760,5,11210
1211,10944760,2,11211
1212,10944760,9,11212
1213,10944760,10,11213
1214,10944760,9,11214
1215,10944760,2,11215
1216,10944760,8,10639
1217,10944760,10,10201
1218,10944760,5,11218
1219,10944760,9,11219
1220,10944760,8,11220
1221,10944760,0,11221
1222,10944760,5,11222
1223,10944760,1,11223
1224,10944760,6,10921
1225,10944760,3,11225
1226,10944760,1,11226
1227,10944760,10,11227
1228,10944760,6,11228
1229,10944760,7,10425
1230,10944760,2,11230
1231,11235772,6,11231
1232,11235772,8,11232
1233,11235772,7,11233
1234,11235772,2,10931
1235,11235772,6,11235
1236,11235772,2,11236
1237,11235772,2,11237
1238,11235772,4,11238
1239,11235772,10,11239
1240,11235772,1,11240
1241,11235772,6,11241
1242,11235772,7,11242
1243,11235772,6,11243
1244,11235772,2,11244
1245,11235772,6,11245
1246,11235772,0,11246
