년월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월
주택대출(10억원),167698.8,167852,168377.3,169036.1,169838.4,171044.5,172570.4,174607.2,174828.7,175427.9,176351.5,176991,177280.4,177150.8,177624.2,178078,178762.9,178960.1,179277.6,179981.4,181251.5,181938.7,183394.7,183858,183577.9,183974.3,184496.7,185582.2,186359.3,186961.8,187995.3,189603,190097.9,192231.8,193327,194201.6,195176.2,196654.8,198287.6,200025,201328.2,202582.3,203613,205553.4,208142.8,210849.5,212534.2,214865.7
