년월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월
환율,1157.8,1132.1,1116.1,1130.1,1123.9,1139.6,1119.1,1122.8,1146.7,1125,1082.4,1071.4,1071.5,1071,1066.5,1076.2,1081.3,1121.7,1116.7,1108.8,1112.7,1140.6,1121.8,1118.1,1117.2,1117.8,1137.8,1158.2,1190,1156.8,1182,1215.2,1201.3,1168.4,1179.3,1157.8,1183.5,1215.9,1222.6,1225.2,1239.4,1200.7,1191.4,1185.1,1173.5,1133.4,1104.4,1088
