년월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월
서울시 가계대출량(10억원),262293.2,262727.2,263208.1,264498.4,266384.9,268358.5,271009.2,274899.9,276197.3,278568.7,281452.2,282438.7,283669.8,284094.8,285382.6,287303.5,288940,289868.6,291201.8,293203.6,295266.1,298189.6,300850.4,301803.2,301208.6,301725.2,302256.6,304106.8,306218.9,307850.9,310648.3,314138.1,315819.7,318900.5,321228.2,323097.2,323866.6,326252.6,330397.8,332221.8,334236.2,336897.1,340297.2,345570,350203.9,355160.8,361190.4,363817
