Date,IYK,IXN,IBUY,PBS,PJP,SOXX,RTH,MJ,FTXG,XLC
2019-07-01,119.40811920166016,30.070785522460938,50.48479080200195,34.031681060791016,56.40462875366211,204.45086669921875,108.40129852294922,25.591434478759766,19.996715545654297,49.85841751098633
2019-08-01,118.43833923339844,29.597192764282227,47.84239196777344,31.64609718322754,55.038970947265625,199.71951293945312,110.95157623291016,21.88213539123535,20.36663246154785,48.631103515625
2019-09-01,121.45330047607422,30.311677932739258,46.62588882446289,31.062076568603516,55.66776657104492,206.23606872558594,112.71412658691406,18.920162200927734,20.57773208618164,48.62128829956055
2019-10-01,122.42589569091797,31.48665428161621,48.2811279296875,31.463703155517578,58.83522033691406,219.8397216796875,114.5062026977539,17.883939743041992,20.252197265625,49.81724166870117
2019-11-01,124.73362731933594,33.07950210571289,49.189517974853516,32.78129196166992,62.834407806396484,228.7763671875,118.16914367675781,15.91938304901123,20.55801773071289,51.726478576660156
2019-12-01,128.595947265625,34.49373245239258,51.2097053527832,33.692710876464844,63.750484466552734,246.0519561767578,118.26760864257812,15.790257453918457,21.426937103271484,52.77951431274414
2020-01-01,130.72421264648438,35.49105453491211,51.41999816894531,33.66951370239258,61.82469177246094,239.01620483398438,118.76763916015625,15.553337097167969,21.080020904541016,53.170528411865234
2020-02-01,120.02488708496094,33.12465286254883,49.08000183105469,30.521068572998047,57.60824966430664,227.9337158203125,111.8023452758789,13.080222129821777,18.867691040039062,50.063743591308594
2020-03-01,105.14689636230469,30.051301956176758,41.5099983215332,23.856687545776367,54.320011138916016,201.7959442138672,104.61846160888672,10.719952583312988,16.794790267944336,43.6331787109375
2020-04-01,116.95222473144531,33.9090576171875,53.83000183105469,27.730173110961914,61.847049713134766,231.92575073242188,120.11896514892578,11.460715293884277,18.372529983520508,49.73004150390625
2020-05-01,121.79061889648438,36.371036529541016,64.0,30.42174530029297,64.1343765258789,248.52288818359375,128.06793212890625,13.076237678527832,18.93475341796875,53.42913818359375
2020-06-01,124.67411041259766,38.81489181518555,70.2699966430664,32.23930358886719,64.08486938476562,267.281005859375,131.6946563720703,12.230463981628418,18.844797134399414,53.448917388916016
2020-07-01,136.1639862060547,41.46041488647461,84.33000183105469,34.060245513916016,64.48958587646484,287.1667175292969,140.5677032470703,12.55260181427002,20.40072250366211,57.610355377197266
2020-08-01,151.0938720703125,45.508480072021484,91.0,36.3972282409668,65.13478088378906,303.80987548828125,151.08023071289062,12.251883506774902,21.167097091674805,62.69449234008789
2020-09-01,146.50308227539062,43.63670349121094,88.2300033569336,36.049163818359375,63.39771270751953,301.2288513183594,147.93045043945312,10.098344802856445,20.3300724029541,58.86899948120117
2020-10-01,142.78741455078125,41.46537399291992,88.73999786376953,35.42563247680664,61.52292251586914,303.18157958984375,143.3101043701172,10.564713478088379,20.85888671875,58.79490280151367
2020-11-01,161.001953125,46.713294982910156,105.6500015258789,43.03388977050781,66.47499084472656,359.08770751953125,157.01214599609375,15.600691795349121,22.396686553955078,64.95247650146484
2020-12-01,171.01158142089844,49.65749740600586,114.31999969482422,45.84844207763672,70.99945831298828,376.3269958496094,156.07814025878906,14.142129898071289,22.84028434753418,67.01824951171875
2021-01-01,170.4813232421875,49.71703338623047,123.95999908447266,47.22694778442383,76.91947174072266,389.2658386230469,156.88999938964844,18.899124145507812,23.588298797607422,66.52842712402344
2021-02-01,166.43214416503906,50.48576736450195,130.58999633789062,53.33585739135742,76.3416519165039,414.6155700683594,153.60000610351562,22.381322860717773,24.113142013549805,71.19377136230469
2021-03-01,175.22352600097656,51.09178924560547,124.18000030517578,50.226593017578125,78.58318328857422,421.65655517578125,165.0800018310547,22.718631744384766,27.074060440063477,72.93457794189453
2021-04-01,180.64906311035156,53.5324821472168,125.19999694824219,51.940834045410156,77.82624053955078,420.4985046386719,173.66000366210938,21.228784561157227,25.719270706176758,77.77688598632812
2021-05-01,180.42066955566406,53.15226364135742,119.66000366210938,53.04893112182617,78.50498962402344,431.1098327636719,170.80999755859375,21.427370071411133,26.45353889465332,78.51429748535156
2021-06-01,182.6053009033203,56.03958511352539,129.69000244140625,56.2534294128418,80.31165313720703,452.5716857910156,175.5800018310547,20.4344425201416,25.456323623657227,80.68666076660156
2021-07-01,185.58755493164062,58.150001525878906,120.87000274658203,53.2400016784668,81.16000366210938,455.7958984375,176.6300048828125,17.885784149169922,24.770179748535156,82.25926208496094
2021-08-01,185.7468719482422,60.130001068115234,115.87999725341797,54.02000045776367,82.16999816894531,467.0483703613281,181.33999633789062,16.640949249267578,24.42466926574707,85.47376251220703
2021-09-01,180.50950622558594,57.13999938964844,111.7699966430664,54.31999969482422,77.08999633789062,452.0949401855469,177.61000061035156,14.679091453552246,24.076171875,80.2926254272461
