기간	자치구	동	전체인구	전체인구	전체인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구	65세이상 인구
기간	자치구	동	전체인구	전체인구	전체인구	합계	합계	합계	내국인	내국인	내국인	외국인	외국인	외국인
기간	자치구	동	계	남자	여자	계	남자	여자	계	남자	여자	계	남자	여자
2017	양천구	신월4동	19,675	9,684	9,991	2,622	1,184	1,438	2,620	1,183	1,437	2	1	1
2017	양천구	신월5동	16,066	7,950	8,116	2,014	937	1,077	2,010	935	1,075	4	2	2
2017	양천구	신월6동	7,078	3,556	3,522	985	469	516	984	469	515	1	-	1
2017	양천구	신월7동	23,153	11,408	11,745	3,659	1,551	2,108	3,655	1,549	2,106	4	2	2
2017	양천구	신정1동	21,861	10,713	11,148	2,250	999	1,251	2,244	995	1,249	6	4	2
2017	양천구	신정2동	21,261	10,454	10,807	2,234	952	1,282	2,228	949	1,279	6	3	3
2017	양천구	신정3동	50,810	25,014	25,796	6,011	2,632	3,379	5,993	2,622	3,371	18	10	8
2017	양천구	신정6동	25,745	12,585	13,160	2,140	994	1,146	2,139	993	1,146	1	1	-
2017	양천구	신정7동	30,787	15,021	15,766	4,091	1,688	2,403	4,087	1,685	2,402	4	3	1
2017	양천구	목5동	43,749	21,686	22,063	3,538	1,645	1,893	3,537	1,644	1,893	1	1	-
2017	양천구	신정4동	36,483	17,917	18,566	4,964	2,359	2,605	4,955	2,352	2,603	9	7	2
2017	강서구	소계	608,255	296,175	312,080	76,032	33,539	42,493	75,845	33,427	42,418	187	112	75
2017	강서구	염창동	40,900	20,119	20,781	3,511	1,564	1,947	3,503	1,561	1,942	8	3	5
2017	강서구	등촌1동	23,531	11,127	12,404	2,501	1,077	1,424	2,498	1,075	1,423	3	2	1
2017	강서구	등촌2동	22,255	11,072	11,183	2,579	1,207	1,372	2,576	1,205	1,371	3	2	1
2017	강서구	등촌3동	34,205	16,375	17,830	5,415	2,180	3,235	5,409	2,178	3,231	6	2	4
2017	강서구	화곡본동	36,640	17,924	18,716	4,129	1,790	2,339	4,118	1,788	2,330	11	2	9
2017	강서구	화곡2동	20,413	9,940	10,473	2,436	1,102	1,334	2,428	1,099	1,329	8	3	5
2017	강서구	화곡3동	22,903	11,055	11,848	3,365	1,561	1,804	3,363	1,560	1,803	2	1	1
2017	강서구	화곡4동	23,141	11,402	11,739	3,195	1,433	1,762	3,185	1,428	1,757	10	5	5
2017	강서구	화곡6동	25,099	12,388	12,711	3,185	1,476	1,709	3,180	1,472	1,708	5	4	1
2017	강서구	화곡8동	27,097	13,158	13,939	3,775	1,732	2,043	3,756	1,722	2,034	19	10	9
2017	강서구	가양1동	32,636	15,621	17,015	2,465	1,123	1,342	2,462	1,123	1,339	3	-	3
2017	강서구	가양2동	16,246	7,760	8,486	3,284	1,331	1,953	3,284	1,331	1,953	-	-	-
2017	강서구	가양3동	16,771	7,948	8,823	3,018	1,143	1,875	3,011	1,139	1,872	7	4	3
2017	강서구	발산1동	39,414	18,790	20,624	3,964	1,670	2,294	3,961	1,669	2,292	3	1	2
2017	강서구	공항동	28,554	14,645	13,909	3,402	1,548	1,854	3,344	1,497	1,847	58	51	7
2017	강서구	방화1동	46,694	22,845	23,849	5,532	2,535	2,997	5,523	2,530	2,993	9	5	4
2017	강서구	방화2동	24,731	12,248	12,483	4,098	1,755	2,343	4,090	1,751	2,339	8	4	4
2017	강서구	방화3동	25,417	12,286	13,131	4,232	1,768	2,464	4,228	1,767	2,461	4	1	3
2017	강서구	화곡1동	54,795	26,975	27,820	7,071	3,286	3,785	7,055	3,276	3,779	16	10	6
2017	강서구	우장산동	46,813	22,497	24,316	4,875	2,258	2,617	4,871	2,256	2,615	4	2	2
2017	구로구	소계	441,559	221,386	220,173	58,794	27,117	31,677	58,213	26,798	31,415	581	319	262
2017	구로구	신도림동	37,861	18,575	19,286	3,901	1,849	2,052	3,888	1,844	2,044	13	5	8
2017	구로구	구로1동	22,359	11,050	11,309	2,011	922	1,089	2,004	919	1,085	7	3	4
2017	구로구	구로3동	27,620	14,007	13,613	2,985	1,349	1,636	2,953	1,331	1,622	32	18	14
2017	구로구	구로4동	27,538	13,947	13,591	4,017	1,818	2,199	3,930	1,771	2,159	87	47	40
2017	구로구	구로5동	34,370	16,952	17,418	3,999	1,841	2,158	3,935	1,806	2,129	64	35	29
2017	구로구	고척1동	24,911	12,509	12,402	3,567	1,636	1,931	3,555	1,630	1,925	12	6	6
2017	구로구	고척2동	30,206	15,061	15,145	4,216	1,917	2,299	4,204	1,910	2,294	12	7	5
2017	구로구	개봉2동	34,293	16,864	17,429	5,223	2,511	2,712	5,214	2,505	2,709	9	6	3
2017	구로구	개봉3동	22,267	10,941	11,326	3,272	1,525	1,747	3,262	1,519	1,743	10	6	4
2017	구로구	오류1동	21,547	10,658	10,889	3,206	1,482	1,724	3,199	1,479	1,720	7	3	4
2017	구로구	오류2동	45,505	22,240	23,265	6,256	2,830	3,426	6,233	2,820	3,413	23	10	13
2017	구로구	수궁동	25,851	12,954	12,897	3,580	1,665	1,915	3,569	1,659	1,910	11	6	5
2017	구로구	가리봉동	16,207	9,277	6,930	1,971	900	1,071	1,874	842	1,032	97	58	39
2017	구로구	구로2동	35,893	18,747	17,146	5,246	2,348	2,898	5,070	2,249	2,821	176	99	77
2017	구로구	개봉1동	35,131	17,604	17,527	5,344	2,524	2,820	5,323	2,514	2,809	21	10	11
2017	금천구	소계	253,491	129,775	123,716	34,170	15,556	18,614	33,842	15,388	18,454	328	168	160
2017	금천구	가산동	23,274	12,993	10,281	2,230	1,121	1,109	2,167	1,086	1,081	63	35	28
2017	금천구	독산1동	39,421	20,664	18,757	4,581	2,078	2,503	4,540	2,055	2,485	41	23	18
2017	금천구	독산2동	22,670	11,555	11,115	2,944	1,339	1,605	2,915	1,327	1,588	29	12	17
2017	금천구	독산3동	30,584	15,729	14,855	3,925	1,822	2,103	3,828	1,774	2,054	97	48	49
2017	금천구	독산4동	18,996	9,668	9,328	2,498	1,152	1,346	2,464	1,134	1,330	34	18	16
2017	금천구	시흥1동	37,640	18,942	18,698	5,309	2,372	2,937	5,275	2,357	2,918	34	15	19
2017	금천구	시흥2동	23,761	11,628	12,133	3,481	1,559	1,922	3,478	1,556	1,922	3	3	-
2017	금천구	시흥3동	12,065	6,067	5,998	2,007	952	1,055	2,002	950	1,052	5	2	3
2017	금천구	시흥4동	23,203	11,566	11,637	3,376	1,533	1,843	3,364	1,524	1,840	12	9	3
2017	금천구	시흥5동	21,877	10,963	10,914	3,819	1,628	2,191	3,809	1,625	2,184	10	3	7
2017	영등포구	소계	402,024	202,400	199,624	53,981	24,376	29,605	53,299	24,020	29,279	682	356	326
2017	영등포구	여의동	33,718	15,979	17,739	5,496	2,454	3,042	5,478	2,441	3,037	18	13	5
2017	영등포구	당산1동	21,261	10,501	10,760	2,987	1,356	1,631	2,974	1,348	1,626	13	8	5
2017	영등포구	당산2동	35,684	16,928	18,756	3,970	1,817	2,153	3,956	1,806	2,150	14	11	3
2017	영등포구	양평1동	17,194	8,572	8,622	2,299	999	1,300	2,285	995	1,290	14	4	10
2017	영등포구	양평2동	22,769	11,400	11,369	2,259	983	1,276	2,253	980	1,273	6	3	3
2017	영등포구	신길1동	20,494	10,474	10,020	3,230	1,398	1,832	3,158	1,361	1,797	72	37	35
2017	영등포구	신길3동	17,780	8,986	8,794	2,604	1,158	1,446	2,576	1,141	1,435	28	17	11
2017	영등포구	신길4동	10,712	5,501	5,211	1,721	739	982	1,695	725	970	26	14	12
2017	영등포구	신길5동	13,079	6,581	6,498	1,965	866	1,099	1,927	849	1,078	38	17	21
2017	영등포구	신길6동	20,019	9,983	10,036	2,885	1,275	1,610	2,851	1,258	1,593	34	17	17
2017	영등포구	신길7동	17,292	8,673	8,619	1,853	838	1,015	1,850	837	1,013	3	1	2
2017	영등포구	대림1동	16,843	8,660	8,183	2,589	1,137	1,452	2,534	1,108	1,426	55	29	26
2017	영등포구	대림2동	21,811	11,351	10,460	2,688	1,196	1,492	2,555	1,128	1,427	133	68	65
2017	영등포구	대림3동	29,654	15,226	14,428	3,757	1,688	2,069	3,682	1,652	2,030	75	36	39
2017	영등포구	영등포본동	25,703	13,207	12,496	3,547	1,628	1,919	3,493	1,596	1,897	54	32	22
2017	영등포구	영등포동	24,055	13,343	10,712	3,035	1,575	1,460	3,022	1,568	1,454	13	7	6
2017	영등포구	도림동	22,274	11,323	10,951	2,998	1,337	1,661	2,929	1,302	1,627	69	35	34
2017	영등포구	문래동	31,682	15,712	15,970	4,098	1,932	2,166	4,081	1,925	2,156	17	7	10
2017	동작구	소계	408,493	198,827	209,666	57,255	24,994	32,261	57,071	24,902	32,169	184	92	92
2017	동작구	노량진2동	14,585	7,472	7,113	2,495	1,118	1,377	2,477	1,108	1,369	18	10	8
2017	동작구	상도1동	48,471	23,609	24,862	6,117	2,656	3,461	6,101	2,649	3,452	16	7	9
2017	동작구	상도2동	27,549	13,353	14,196	3,756	1,649	2,107	3,746	1,646	2,100	10	3	7
2017	동작구	상도3동	26,304	12,642	13,662	3,928	1,702	2,226	3,917	1,693	2,224	11	9	2
2017	동작구	상도4동	30,357	14,994	15,363	4,307	1,824	2,483	4,293	1,817	2,476	14	7	7
2017	동작구	사당1동	23,872	11,419	12,453	3,209	1,485	1,724	3,201	1,482	1,719	8	3	5
2017	동작구	사당3동	24,967	12,186	12,781	3,789	1,735	2,054	3,784	1,733	2,051	5	2	3
2017	동작구	사당4동	14,940	7,269	7,671	2,247	981	1,266	2,246	980	1,266	1	1	-
2017	동작구	사당5동	13,316	6,499	6,817	1,835	809	1,026	1,832	809	1,023	3	-	3
2017	동작구	대방동	40,684	19,456	21,228	4,971	2,069	2,902	4,961	2,065	2,896	10	4	6
2017	동작구	신대방1동	27,427	13,424	14,003	3,233	1,445	1,788	3,181	1,416	1,765	52	29	23
2017	동작구	신대방2동	20,867	10,125	10,742	2,704	1,212	1,492	2,702	1,212	1,490	2	-	2
2017	동작구	흑석동	33,532	16,106	17,426	5,128	2,111	3,017	5,112	2,104	3,008	16	7	9
2017	동작구	노량진1동	32,784	16,321	16,463	5,018	2,163	2,855	5,008	2,158	2,850	10	5	5
2017	동작구	사당2동	28,838	13,952	14,886	4,518	2,035	2,483	4,510	2,030	2,480	8	5	3
2017	관악구	소계	520,929	262,006	258,923	70,046	31,523	38,523	69,729	31,374	38,355	317	149	168
2017	관악구	보라매동	26,484	13,027	13,457	3,858	1,722	2,136	3,833	1,713	2,120	25	9	16
2017	관악구	청림동	16,695	8,218	8,477	2,472	1,056	1,416	2,469	1,053	1,416	3	3	-
2017	관악구	행운동	30,399	14,784	15,615	3,921	1,760	2,161	3,907	1,755	2,152	14	5	9
2017	관악구	낙성대동	17,882	8,920	8,962	1,875	831	1,044	1,866	826	1,040	9	5	4
2017	관악구	중앙동	15,506	7,475	8,031	2,171	969	1,202	2,160	964	1,196	11	5	6
2017	관악구	인헌동	27,748	13,650	14,098	3,525	1,563	1,962	3,514	1,560	1,954	11	3	8
2017	관악구	남현동	19,022	9,123	9,899	2,353	1,111	1,242	2,349	1,108	1,241	4	3	1
2017	관악구	서원동	23,542	11,965	11,577	2,911	1,337	1,574	2,904	1,337	1,567	7	-	7
2017	관악구	신원동	19,940	9,959	9,981	2,932	1,275	1,657	2,910	1,261	1,649	22	14	8
2017	관악구	서림동	25,264	13,848	11,416	3,101	1,446	1,655	3,098	1,445	1,653	3	1	2
2017	관악구	신사동	26,229	13,244	12,985	3,128	1,422	1,706	3,067	1,390	1,677	61	32	29
2017	관악구	신림동	21,470	10,816	10,654	1,831	844	987	1,794	827	967	37	17	20
2017	관악구	난향동	16,871	8,384	8,487	2,435	1,077	1,358	2,431	1,075	1,356	4	2	2
2017	관악구	조원동	19,952	10,251	9,701	2,481	1,169	1,312	2,458	1,158	1,300	23	11	12
2017	관악구	대학동	24,589	14,551	10,038	2,482	1,145	1,337	2,479	1,143	1,336	3	2	1
2017	관악구	은천동	35,985	17,774	18,211	5,119	2,298	2,821	5,090	2,284	2,806	29	14	15
2017	관악구	성현동	33,453	16,309	17,144	5,074	2,184	2,890	5,072	2,183	2,889	2	1	1
2017	관악구	청룡동	29,457	14,379	15,078	3,564	1,641	1,923	3,540	1,632	1,908	24	9	15
2017	관악구	난곡동	30,094	15,248	14,846	4,730	2,126	2,604	4,719	2,122	2,597	11	4	7
2017	관악구	삼성동	26,826	13,483	13,343	5,242	2,278	2,964	5,236	2,275	2,961	6	3	3
2017	관악구	미성동	33,521	16,598	16,923	4,841	2,269	2,572	4,833	2,263	2,570	8	6	2
2017	서초구	소계	445,401	213,422	231,979	53,205	24,135	29,070	53,119	24,090	29,029	86	45	41
2017	서초구	서초1동	21,532	10,420	11,112	2,611	1,222	1,389	2,607	1,221	1,386	4	1	3
2017	서초구	서초2동	16,766	7,999	8,767	1,771	829	942	1,767	828	939	4	1	3
2017	서초구	서초3동	30,439	14,965	15,474	4,050	1,900	2,150	4,045	1,897	2,148	5	3	2
2017	서초구	서초4동	31,285	15,178	16,107	3,552	1,683	1,869	3,548	1,679	1,869	4	4	-
2017	서초구	잠원동	34,940	16,572	18,368	3,520	1,541	1,979	3,511	1,537	1,974	9	4	5
2017	서초구	반포본동	12,826	6,054	6,772	1,766	794	972	1,765	794	971	1	-	1
2017	서초구	반포1동	28,665	13,753	14,912	2,577	1,122	1,455	2,572	1,120	1,452	5	2	3
2017	서초구	반포2동	24,506	11,740	12,766	2,699	1,189	1,510	2,699	1,189	1,510	-	-	-
2017	서초구	반포3동	18,721	8,931	9,790	2,044	878	1,166	2,041	876	1,165	3	2	1
2017	서초구	반포4동	20,443	9,715	10,728	2,368	1,103	1,265	2,360	1,099	1,261	8	4	4
2017	서초구	방배본동	21,805	10,198	11,607	2,621	1,167	1,454	2,616	1,164	1,452	5	3	2
2017	서초구	방배1동	17,293	8,133	9,160	2,344	1,093	1,251	2,341	1,090	1,251	3	3	-
2017	서초구	방배2동	27,221	12,969	14,252	3,956	1,812	2,144	3,952	1,810	2,142	4	2	2
2017	서초구	방배3동	22,584	10,873	11,711	3,270	1,510	1,760	3,266	1,510	1,756	4	-	4
2017	서초구	방배4동	26,392	12,135	14,257	3,235	1,461	1,774	3,225	1,455	1,770	10	6	4
2017	서초구	양재1동	47,275	22,634	24,641	5,668	2,464	3,204	5,659	2,458	3,201	9	6	3
2017	서초구	양재2동	23,836	11,939	11,897	2,438	1,108	1,330	2,430	1,104	1,326	8	4	4
2017	서초구	내곡동	18,872	9,214	9,658	2,715	1,259	1,456	2,715	1,259	1,456	-	-	-
2017	강남구	소계	561,052	268,941	292,111	65,060	29,337	35,723	64,946	29,282	35,664	114	55	59
2017	강남구	신사동	18,105	8,420	9,685	2,691	1,212	1,479	2,682	1,205	1,477	9	7	2
2017	강남구	논현1동	24,186	11,192	12,994	2,672	1,200	1,472	2,669	1,200	1,469	3	-	3
2017	강남구	논현2동	22,573	10,587	11,986	2,782	1,276	1,506	2,777	1,273	1,504	5	3	2
2017	강남구	삼성1동	15,193	7,650	7,543	1,900	911	989	1,892	908	984	8	3	5
2017	강남구	삼성2동	29,628	14,130	15,498	2,867	1,271	1,596	2,864	1,269	1,595	3	2	1
2017	강남구	대치1동	25,262	12,666	12,596	2,061	992	1,069	2,056	990	1,066	5	2	3
2017	강남구	대치4동	21,193	9,995	11,198	1,806	802	1,004	1,806	802	1,004	-	-	-
2017	강남구	역삼1동	36,534	17,618	18,916	3,266	1,519	1,747	3,250	1,511	1,739	16	8	8
2017	강남구	역삼2동	37,103	17,499	19,604	3,330	1,492	1,838	3,323	1,489	1,834	7	3	4
2017	강남구	도곡1동	22,882	10,877	12,005	2,455	1,151	1,304	2,449	1,149	1,300	6	2	4
2017	강남구	도곡2동	34,884	16,203	18,681	3,938	1,951	1,987	3,929	1,945	1,984	9	6	3
2017	강남구	개포1동	20,111	9,682	10,429	2,861	1,308	1,553	2,860	1,308	1,552	1	-	1
2017	강남구	개포4동	18,525	9,091	9,434	1,946	883	1,063	1,942	882	1,060	4	1	3
2017	강남구	일원본동	25,027	12,292	12,735	2,285	1,010	1,275	2,284	1,010	1,274	1	-	1
2017	강남구	일원1동	17,108	8,358	8,750	2,692	1,162	1,530	2,683	1,157	1,526	9	5	4
2017	강남구	일원2동	16,467	7,895	8,572	2,452	934	1,518	2,452	934	1,518	-	-	-
2017	강남구	수서동	16,787	7,712	9,075	3,644	1,386	2,258	3,642	1,385	2,257	2	1	1
2017	강남구	세곡동	44,921	21,497	23,424	5,376	2,394	2,982	5,372	2,393	2,979	4	1	3
2017	강남구	압구정동	28,050	12,977	15,073	4,494	2,022	2,472	4,488	2,019	2,469	6	3	3
2017	강남구	청담동	30,269	14,290	15,979	3,760	1,733	2,027	3,757	1,731	2,026	3	2	1
2017	강남구	대치2동	41,566	21,142	20,424	4,077	1,943	2,134	4,065	1,937	2,128	12	6	6
2017	강남구	개포2동	14,678	7,168	7,510	1,705	785	920	1,704	785	919	1	-	1
2017	송파구	소계	671,173	326,407	344,766	76,582	35,274	41,308	76,442	35,204	41,238	140	70	70
2017	송파구	풍납1동	16,996	8,375	8,621	2,598	1,172	1,426	2,583	1,164	1,419	15	8	7
2017	송파구	풍납2동	25,386	12,174	13,212	2,946	1,348	1,598	2,942	1,348	1,594	4	-	4
2017	송파구	거여1동	13,466	6,867	6,599	1,920	906	1,014	1,920	906	1,014	-	-	-
2017	송파구	거여2동	17,915	8,885	9,030	2,731	1,193	1,538	2,731	1,193	1,538	-	-	-
2017	송파구	마천1동	22,047	11,237	10,810	3,711	1,664	2,047	3,705	1,663	2,042	6	1	5
2017	송파구	마천2동	20,857	10,543	10,314	3,398	1,508	1,890	3,393	1,506	1,887	5	2	3
2017	송파구	방이1동	16,758	8,163	8,595	1,770	842	928	1,765	840	925	5	2	3
2017	송파구	방이2동	25,600	12,383	13,217	2,816	1,307	1,509	2,808	1,305	1,503	8	2	6
2017	송파구	오륜동	19,562	9,582	9,980	2,070	1,037	1,033	2,069	1,036	1,033	1	1	-
2017	송파구	오금동	38,091	18,748	19,343	4,734	2,168	2,566	4,723	2,161	2,562	11	7	4
2017	송파구	송파1동	26,318	12,493	13,825	2,879	1,355	1,524	2,869	1,351	1,518	10	4	6
2017	송파구	송파2동	21,474	10,418	11,056	2,432	1,166	1,266	2,427	1,164	1,263	5	2	3
2017	송파구	석촌동	34,670	16,809	17,861	3,820	1,734	2,086	3,806	1,725	2,081	14	9	5
2017	송파구	삼전동	33,624	16,092	17,532	3,313	1,453	1,860	3,308	1,450	1,858	5	3	2
2017	송파구	가락본동	28,251	14,092	14,159	2,985	1,396	1,589	2,978	1,391	1,587	7	5	2
2017	송파구	가락1동	905	450	455	114	41	73	111	39	72	3	2	1
2017	송파구	가락2동	34,681	17,070	17,611	3,434	1,618	1,816	3,430	1,615	1,815	4	3	1
2017	송파구	문정1동	21,608	10,652	10,956	2,375	1,137	1,238	2,370	1,135	1,235	5	2	3
2017	송파구	문정2동	27,540	13,148	14,392	3,110	1,543	1,567	3,109	1,543	1,566	1	-	1
2017	송파구	장지동	35,217	17,111	18,106	3,849	1,630	2,219	3,845	1,627	2,218	4	3	1
2017	송파구	위례동	28,253	13,765	14,488	1,720	735	985	1,718	734	984	2	1	1
2017	송파구	잠실본동	29,897	14,220	15,677	3,127	1,417	1,710	3,113	1,409	1,704	14	8	6
2017	송파구	잠실4동	30,430	14,693	15,737	3,297	1,532	1,765	3,295	1,531	1,764	2	1	1
2017	송파구	잠실6동	17,430	8,339	9,091	2,232	1,058	1,174	2,231	1,057	1,174	1	1	-
2017	송파구	잠실7동	10,444	4,866	5,578	1,796	864	932	1,794	863	931	2	1	1
2017	송파구	잠실2동	36,983	17,617	19,366	2,898	1,287	1,611	2,897	1,286	1,611	1	1	-
2017	송파구	잠실3동	36,770	17,615	19,155	4,507	2,163	2,344	4,502	2,162	2,340	5	1	4
2017	강동구	소계	440,359	218,699	221,660	56,161	25,540	30,621	56,080	25,502	30,578	81	38	43
2017	강동구	강일동	33,676	16,334	17,342	4,107	1,805	2,302	4,102	1,803	2,299	5	2	3
2017	강동구	상일동	9,894	4,974	4,920	1,276	589	687	1,274	587	687	2	2	-
2017	강동구	명일1동	22,609	11,082	11,527	2,785	1,250	1,535	2,779	1,249	1,530	6	1	5
2017	강동구	명일2동	18,210	9,081	9,129	1,922	929	993	1,920	928	992	2	1	1
2017	강동구	고덕1동	27,602	13,989	13,613	2,368	1,046	1,322	2,365	1,045	1,320	3	1	2
2017	강동구	고덕2동	8,232	4,418	3,814	1,377	626	751	1,375	625	750	2	1	1
2017	강동구	암사2동	14,991	7,315	7,676	1,869	870	999	1,868	869	999	1	1	-
2017	강동구	암사3동	19,028	9,334	9,694	2,044	979	1,065	2,042	977	1,065	2	2	-
2017	강동구	천호1동	29,748	14,762	14,986	4,359	1,950	2,409	4,350	1,946	2,404	9	4	5
2017	강동구	천호3동	28,193	14,094	14,099	4,050	1,872	2,178	4,045	1,870	2,175	5	2	3
2017	강동구	성내1동	21,208	10,361	10,847	2,554	1,178	1,376	2,550	1,175	1,375	4	3	1
2017	강동구	성내2동	25,967	12,917	13,050	3,643	1,682	1,961	3,636	1,679	1,957	7	3	4
2017	강동구	성내3동	24,536	12,253	12,283	3,077	1,394	1,683	3,075	1,393	1,682	2	1	1
2017	강동구	둔촌1동	1,997	1,035	962	239	113	126	238	112	126	1	1	-
2017	강동구	둔촌2동	28,920	14,355	14,565	3,546	1,621	1,925	3,543	1,620	1,923	3	1	2
2017	강동구	암사1동	38,434	19,153	19,281	5,132	2,241	2,891	5,126	2,238	2,888	6	3	3
2017	강동구	천호2동	36,691	18,428	18,263	5,342	2,416	2,926	5,326	2,409	2,917	16	7	9
2017	강동구	길동	50,423	24,814	25,609	6,471	2,979	3,492	6,466	2,977	3,489	5	2	3
