,연월일,기온
0,2006-01-01,3.6
1,2006-01-02,4
2,2006-01-03,3.7
3,2006-01-04,4
4,2006-01-05,3.6
5,2006-01-06,2.1
6,2006-01-07,2.8
7,2006-01-08,4.2
8,2006-01-09,3.7
9,2006-01-10,4.3
10,2006-01-11,6.1
11,2006-01-12,6.1
12,2006-01-13,4
13,2006-01-14,6.6
14,2006-01-15,10.7
15,2006-01-16,9
16,2006-01-17,8
17,2006-01-18,5.6
18,2006-01-19,4.2
19,2006-01-20,4
20,2006-01-21,1.3
21,2006-01-22,3.1
22,2006-01-23,2.5
23,2006-01-24,4.4
24,2006-01-25,5.5
25,2006-01-26,6
26,2006-01-27,6.8
27,2006-01-28,5.5
28,2006-01-29,6
29,2006-01-30,8.4
30,2006-01-31,7.1
31,2006-02-01,5.7
32,2006-02-02,7.8
33,2006-02-03,6
34,2006-02-04,1.6
35,2006-02-05,1.9
36,2006-02-06,2
37,2006-02-07,3.6
38,2006-02-08,7.9
39,2006-02-09,4.6
40,2006-02-10,5.6
41,2006-02-11,7.5
42,2006-02-12,4.6
43,2006-02-13,5.7
44,2006-02-14,10.5
45,2006-02-15,14.1
46,2006-02-16,7.5
47,2006-02-17,7
48,2006-02-18,4.4
49,2006-02-19,7
50,2006-02-20,6.4
51,2006-02-21,8
52,2006-02-22,10.8
53,2006-02-23,11.2
54,2006-02-24,6.5
55,2006-02-25,7.8
56,2006-02-26,7.5
57,2006-02-27,8.6
58,2006-02-28,4.6
59,2006-03-01,5.7
60,2006-03-02,8.2
61,2006-03-03,6.4
62,2006-03-04,6.7
63,2006-03-05,8.3
64,2006-03-06,11.8
65,2006-03-07,9.9
66,2006-03-08,12.3
67,2006-03-09,8.9
68,2006-03-10,8
69,2006-03-11,11.6
70,2006-03-12,13.8
71,2006-03-13,5.5
72,2006-03-14,5.3
73,2006-03-15,8.4
74,2006-03-16,11.7
75,2006-03-17,13.2
76,2006-03-18,12.3
77,2006-03-19,9.7
78,2006-03-20,8.5
79,2006-03-21,11.7
80,2006-03-22,10.3
81,2006-03-23,10.4
82,2006-03-24,11.2
83,2006-03-25,10.7
84,2006-03-26,13.6
85,2006-03-27,12.3
86,2006-03-28,13
87,2006-03-29,9.8
88,2006-03-30,8
89,2006-03-31,8
90,2006-04-01,10.7
91,2006-04-02,13.3
92,2006-04-03,13.8
93,2006-04-04,15.2
94,2006-04-05,11.6
95,2006-04-06,11.6
96,2006-04-07,9.8
97,2006-04-08,12.5
98,2006-04-09,12.9
99,2006-04-10,10.4
100,2006-04-11,11.6
101,2006-04-12,15.1
102,2006-04-13,17.4
103,2006-04-14,13
104,2006-04-15,10.1
105,2006-04-16,9.6
106,2006-04-17,13.7
107,2006-04-18,16.4
108,2006-04-19,17.8
109,2006-04-20,16.3
110,2006-04-21,12.9
111,2006-04-22,13.7
112,2006-04-23,14.4
113,2006-04-24,16.4
114,2006-04-25,12.1
115,2006-04-26,14
116,2006-04-27,13
117,2006-04-28,15.9
118,2006-04-29,15.8
119,2006-04-30,18.3
120,2006-05-01,23.1
121,2006-05-02,15.5
122,2006-05-03,13.5
123,2006-05-04,16.7
124,2006-05-05,20
125,2006-05-06,20.4
126,2006-05-07,18.8
127,2006-05-08,16.1
128,2006-05-09,15
129,2006-05-10,18.8
130,2006-05-11,21.2
131,2006-05-12,17.2
132,2006-05-13,12.9
133,2006-05-14,15.7
134,2006-05-15,19.1
135,2006-05-16,18.7
136,2006-05-17,18.5
137,2006-05-18,17.3
138,2006-05-19,19
139,2006-05-20,23.7
140,2006-05-21,21.7
141,2006-05-22,20.4
142,2006-05-23,20.9
143,2006-05-24,20.2
144,2006-05-25,18.5
145,2006-05-26,19.4
146,2006-05-27,17.8
147,2006-05-28,20.4
148,2006-05-29,22.7
149,2006-05-30,21.9
150,2006-05-31,22.7
151,2006-06-01,23.1
152,2006-06-02,22.2
153,2006-06-03,19.2
154,2006-06-04,18.3
155,2006-06-05,19
156,2006-06-06,20.4
157,2006-06-07,20.2
158,2006-06-08,20.1
159,2006-06-09,19.3
160,2006-06-10,23.2
161,2006-06-11,19.4
162,2006-06-12,20.5
163,2006-06-13,21.5
164,2006-06-14,22.6
165,2006-06-15,22.2
166,2006-06-16,22.4
167,2006-06-17,24.5
168,2006-06-18,21.3
169,2006-06-19,23.7
170,2006-06-20,24.9
171,2006-06-21,23.3
172,2006-06-22,23.6
173,2006-06-23,23.4
174,2006-06-24,24.8
175,2006-06-25,23.5
176,2006-06-26,22.9
177,2006-06-27,24.8
178,2006-06-28,26.5
179,2006-06-29,27.4
180,2006-06-30,26.6
181,2006-07-01,26.1
182,2006-07-02,26.6
183,2006-07-03,26
184,2006-07-04,25.3
185,2006-07-05,23.1
186,2006-07-06,24.7
187,2006-07-07,25.8
188,2006-07-08,26
189,2006-07-09,24.7
190,2006-07-10,26.2
191,2006-07-11,27.5
192,2006-07-12,28.3
193,2006-07-13,28.9
194,2006-07-14,30.4
195,2006-07-15,30.2
196,2006-07-16,28.3
197,2006-07-17,24
198,2006-07-18,21.6
199,2006-07-19,21.1
200,2006-07-20,22.4
201,2006-07-21,21.4
202,2006-07-22,23.7
203,2006-07-23,24.3
204,2006-07-24,24
205,2006-07-25,24.6
206,2006-07-26,27.8
207,2006-07-27,27
208,2006-07-28,26.7
209,2006-07-29,28
210,2006-07-30,25
211,2006-07-31,23.6
212,2006-08-01,22.9
213,2006-08-02,24.9
214,2006-08-03,27.5
215,2006-08-04,28.9
216,2006-08-05,30
217,2006-08-06,29.1
218,2006-08-07,29.7
219,2006-08-08,26.5
220,2006-08-09,25.5
221,2006-08-10,28.5
222,2006-08-11,27.7
223,2006-08-12,25.9
224,2006-08-13,26.6
225,2006-08-14,28.5
226,2006-08-15,26.4
227,2006-08-16,26.9
228,2006-08-17,28.7
229,2006-08-18,29.3
230,2006-08-19,29.9
231,2006-08-20,28.7
232,2006-08-21,28.9
233,2006-08-22,28.6
234,2006-08-23,28.6
235,2006-08-24,28.7
236,2006-08-25,28
237,2006-08-26,25.2
238,2006-08-27,25.4
239,2006-08-28,26
240,2006-08-29,27.8
241,2006-08-30,27
242,2006-08-31,27.1
243,2006-09-01,23.2
244,2006-09-02,24.6
245,2006-09-03,26.1
246,2006-09-04,26.5
247,2006-09-05,28.5
248,2006-09-06,24.1
249,2006-09-07,25.3
250,2006-09-08,26.2
251,2006-09-09,27.1
252,2006-09-10,29.1
253,2006-09-11,26
254,2006-09-12,21.8
255,2006-09-13,18.7
256,2006-09-14,19.2
257,2006-09-15,21.5
258,2006-09-16,22.1
259,2006-09-17,21.5
260,2006-09-18,24.3
261,2006-09-19,27.1
262,2006-09-20,25.4
263,2006-09-21,24.3
264,2006-09-22,22.7
265,2006-09-23,21.3
266,2006-09-24,21
267,2006-09-25,21.2
268,2006-09-26,19.1
269,2006-09-27,20.1
270,2006-09-28,23.6
271,2006-09-29,22.3
272,2006-09-30,22.5
273,2006-10-01,20.7
274,2006-10-02,18.7
275,2006-10-03,22.1
276,2006-10-04,22.3
277,2006-10-05,20
278,2006-10-06,17
279,2006-10-07,20.9
280,2006-10-08,21.3
281,2006-10-09,21.2
282,2006-10-10,21.3
283,2006-10-11,22
284,2006-10-12,22.8
285,2006-10-13,20.3
286,2006-10-14,18.6
287,2006-10-15,17.6
288,2006-10-16,20.2
289,2006-10-17,20.8
290,2006-10-18,19.6
291,2006-10-19,20.2
292,2006-10-20,20.7
293,2006-10-21,19.5
294,2006-10-22,18.8
295,2006-10-23,16.4
296,2006-10-24,13.4
297,2006-10-25,17
298,2006-10-26,18.9
299,2006-10-27,18.1
300,2006-10-28,19
301,2006-10-29,19
302,2006-10-30,18.7
303,2006-10-31,18.7
304,2006-11-01,18.6
305,2006-11-02,16.6
306,2006-11-03,17.4
307,2006-11-04,17.4
308,2006-11-05,17.5
309,2006-11-06,18.7
310,2006-11-07,18.5
311,2006-11-08,15.2
312,2006-11-09,16.3
313,2006-11-10,18
314,2006-11-11,15.5
315,2006-11-12,13.1
316,2006-11-13,13.7
317,2006-11-14,16.9
318,2006-11-15,14.9
319,2006-11-16,12.9
320,2006-11-17,11.4
321,2006-11-18,11.7
322,2006-11-19,10
323,2006-11-20,12.7
324,2006-11-21,15
325,2006-11-22,14.9
326,2006-11-23,12
327,2006-11-24,10.8
328,2006-11-25,9.6
329,2006-11-26,10
330,2006-11-27,14.1
331,2006-11-28,12.6
332,2006-11-29,14.4
333,2006-11-30,11.2
334,2006-12-01,11
335,2006-12-02,11.4
336,2006-12-03,9.1
337,2006-12-04,8.6
338,2006-12-05,8.2
339,2006-12-06,9.1
340,2006-12-07,9.1
341,2006-12-08,10.7
342,2006-12-09,7.2
343,2006-12-10,9.5
344,2006-12-11,9.9
345,2006-12-12,7.7
346,2006-12-13,10.3
347,2006-12-14,11.3
348,2006-12-15,11.3
349,2006-12-16,13
350,2006-12-17,11.9
351,2006-12-18,8.6
352,2006-12-19,7.2
353,2006-12-20,8.6
354,2006-12-21,9.3
355,2006-12-22,9.5
356,2006-12-23,9.4
357,2006-12-24,9.5
358,2006-12-25,8.6
359,2006-12-26,8.1
360,2006-12-27,14.7
361,2006-12-28,11.5
362,2006-12-29,6.4
363,2006-12-30,6.8
364,2006-12-31,6.8
365,2007-01-01,5.8
366,2007-01-02,8.3
367,2007-01-03,8.6
368,2007-01-04,7.5
369,2007-01-05,7.1
370,2007-01-06,6.1
371,2007-01-07,8.7
372,2007-01-08,7.1
373,2007-01-09,7
374,2007-01-10,7.4
375,2007-01-11,7.4
376,2007-01-12,6.7
377,2007-01-13,6.9
378,2007-01-14,6.5
379,2007-01-15,7.9
380,2007-01-16,8
381,2007-01-17,7
382,2007-01-18,8.1
383,2007-01-19,7.5
384,2007-01-20,5
385,2007-01-21,6.7
386,2007-01-22,7.4
387,2007-01-23,8.2
388,2007-01-24,7.6
389,2007-01-25,7.9
390,2007-01-26,8.4
391,2007-01-27,10.1
392,2007-01-28,8.9
393,2007-01-29,7.7
394,2007-01-30,9
395,2007-01-31,10.3
396,2007-02-01,8.5
397,2007-02-02,6.3
398,2007-02-03,7.3
399,2007-02-04,7.4
400,2007-02-05,8.5
401,2007-02-06,11.2
402,2007-02-07,10.2
403,2007-02-08,9.8
404,2007-02-09,10.3
405,2007-02-10,10.8
406,2007-02-11,8.8
407,2007-02-12,8.4
408,2007-02-13,8.9
409,2007-02-14,10
410,2007-02-15,9.9
411,2007-02-16,8.2
412,2007-02-17,6.9
413,2007-02-18,6.8
414,2007-02-19,9.3
415,2007-02-20,7
416,2007-02-21,9.8
417,2007-02-22,10.9
418,2007-02-23,11.1
419,2007-02-24,6.6
420,2007-02-25,3.7
421,2007-02-26,6.1
422,2007-02-27,9.4
423,2007-02-28,10
424,2007-03-01,9
425,2007-03-02,9.5
426,2007-03-03,11.8
427,2007-03-04,14.3
428,2007-03-05,17.1
429,2007-03-06,12.8
430,2007-03-07,7.7
431,2007-03-08,7.9
432,2007-03-09,7.6
433,2007-03-10,9.9
434,2007-03-11,9.2
435,2007-03-12,7.6
436,2007-03-13,7.8
437,2007-03-14,7.6
438,2007-03-15,8.8
439,2007-03-16,7.9
440,2007-03-17,6.7
441,2007-03-18,6.3
442,2007-03-19,7.6
443,2007-03-20,8.3
444,2007-03-21,8.9
445,2007-03-22,11.7
446,2007-03-23,12.4
447,2007-03-24,13.4
448,2007-03-25,15.6
449,2007-03-26,14.9
450,2007-03-27,13.6
451,2007-03-28,15.3
452,2007-03-29,18.1
453,2007-03-30,13.2
454,2007-03-31,13.1
455,2007-04-01,17.7
456,2007-04-02,14.3
457,2007-04-03,8.8
458,2007-04-04,7.3
459,2007-04-05,9.8
460,2007-04-06,11.1
461,2007-04-07,13.2
462,2007-04-08,13.6
463,2007-04-09,12
464,2007-04-10,13.8
465,2007-04-11,12.1
466,2007-04-12,13.3
467,2007-04-13,16.7
468,2007-04-14,19
469,2007-04-15,15.2
470,2007-04-16,10.6
471,2007-04-17,9.1
472,2007-04-18,8.8
473,2007-04-19,9.9
474,2007-04-20,14
475,2007-04-21,19.2
476,2007-04-22,20
477,2007-04-23,15
478,2007-04-24,13.1
479,2007-04-25,13.2
480,2007-04-26,16.4
481,2007-04-27,14.2
482,2007-04-28,15.2
483,2007-04-29,16.4
484,2007-04-30,19.2
485,2007-05-01,17.2
486,2007-05-02,19.1
487,2007-05-03,19.5
488,2007-05-04,21.5
489,2007-05-05,22.2
490,2007-05-06,18
491,2007-05-07,19.5
492,2007-05-08,20.1
493,2007-05-09,23.1
494,2007-05-10,20.3
495,2007-05-11,18.5
496,2007-05-12,19
497,2007-05-13,20.7
498,2007-05-14,18.9
499,2007-05-15,18.4
500,2007-05-16,19.1
501,2007-05-17,17.8
502,2007-05-18,21.2
503,2007-05-19,19.2
504,2007-05-20,18.9
505,2007-05-21,18.1
506,2007-05-22,20.8
507,2007-05-23,22.4
508,2007-05-24,22.4
509,2007-05-25,19.1
510,2007-05-26,23.1
511,2007-05-27,23.2
512,2007-05-28,16.3
513,2007-05-29,18
514,2007-05-30,18.7
515,2007-05-31,18.8
516,2007-06-01,18.4
517,2007-06-02,20.9
518,2007-06-03,21.7
519,2007-06-04,21.5
520,2007-06-05,21.8
521,2007-06-06,22.2
522,2007-06-07,22.4
523,2007-06-08,22.4
524,2007-06-09,22.2
525,2007-06-10,19.8
526,2007-06-11,20.9
527,2007-06-12,23.5
528,2007-06-13,23.6
529,2007-06-14,21.8
530,2007-06-15,24
531,2007-06-16,24.8
532,2007-06-17,22.1
533,2007-06-18,23.8
534,2007-06-19,26.1
535,2007-06-20,25.5
536,2007-06-21,26.4
537,2007-06-22,23.9
538,2007-06-23,25.4
539,2007-06-24,22.9
540,2007-06-25,21
541,2007-06-26,22.8
542,2007-06-27,26.4
543,2007-06-28,26.5
544,2007-06-29,27.1
545,2007-06-30,25.4
546,2007-07-01,23.3
547,2007-07-02,24
548,2007-07-03,24.3
549,2007-07-04,21.5
550,2007-07-05,24.7
551,2007-07-06,25.8
552,2007-07-07,23.9
553,2007-07-08,22.9
554,2007-07-09,23.7
555,2007-07-10,23.3
556,2007-07-11,24.7
557,2007-07-12,24.8
558,2007-07-13,24.9
559,2007-07-14,22
560,2007-07-15,23.8
561,2007-07-16,24.8
562,2007-07-17,19.8
563,2007-07-18,20.5
564,2007-07-19,22.2
565,2007-07-20,24.5
566,2007-07-21,25.2
567,2007-07-22,25
568,2007-07-23,25.2
569,2007-07-24,26.6
570,2007-07-25,26.2
571,2007-07-26,27.8
572,2007-07-27,28.8
573,2007-07-28,28.7
574,2007-07-29,27.1
575,2007-07-30,22.4
576,2007-07-31,23.6
577,2007-08-01,27.4
578,2007-08-02,28.7
579,2007-08-03,28.8
580,2007-08-04,30.2
581,2007-08-05,29.5
582,2007-08-06,29
583,2007-08-07,29.4
584,2007-08-08,29.7
585,2007-08-09,30.1
586,2007-08-10,31.1
587,2007-08-11,31.3
588,2007-08-12,29.4
589,2007-08-13,29.3
590,2007-08-14,30.1
591,2007-08-15,31.5
592,2007-08-16,32.7
593,2007-08-17,31.7
594,2007-08-18,25.5
595,2007-08-19,28.3
596,2007-08-20,30.5
597,2007-08-21,30.2
598,2007-08-22,31.7
599,2007-08-23,26.5
600,2007-08-24,27.5
601,2007-08-25,28.2
602,2007-08-26,29.2
603,2007-08-27,29.3
604,2007-08-28,28.6
605,2007-08-29,24.9
606,2007-08-30,24.5
607,2007-08-31,24.6
608,2007-09-01,22.4
609,2007-09-02,23.5
610,2007-09-03,25.4
611,2007-09-04,27.2
612,2007-09-05,27.2
613,2007-09-06,27.3
614,2007-09-07,27.1
615,2007-09-08,28.4
616,2007-09-09,27.5
617,2007-09-10,26.3
618,2007-09-11,24.8
619,2007-09-12,22.1
620,2007-09-13,23.9
621,2007-09-14,25.8
622,2007-09-15,27.5
623,2007-09-16,28.3
624,2007-09-17,29
625,2007-09-18,25.1
626,2007-09-19,24.4
627,2007-09-20,27.3
628,2007-09-21,27.4
629,2007-09-22,27.6
630,2007-09-23,23.7
631,2007-09-24,22.4
632,2007-09-25,24.9
633,2007-09-26,23.2
634,2007-09-27,23.6
635,2007-09-28,26.7
636,2007-09-29,18.4
637,2007-09-30,16.8
638,2007-10-01,18.1
639,2007-10-02,19.8
640,2007-10-03,21
641,2007-10-04,22.1
642,2007-10-05,22.5
643,2007-10-06,20.8
644,2007-10-07,19.9
645,2007-10-08,21.1
646,2007-10-09,19.2
647,2007-10-10,19.9
648,2007-10-11,20.8
649,2007-10-12,22.1
650,2007-10-13,19.5
651,2007-10-14,18.3
652,2007-10-15,18.6
653,2007-10-16,16.2
654,2007-10-17,17.9
655,2007-10-18,17.7
656,2007-10-19,17.4
657,2007-10-20,17.5
658,2007-10-21,17.2
659,2007-10-22,17.6
660,2007-10-23,18.9
661,2007-10-24,16.8
662,2007-10-25,17.8
663,2007-10-26,17.4
664,2007-10-27,16.8
665,2007-10-28,18.6
666,2007-10-29,21.3
667,2007-10-30,18.8
668,2007-10-31,17.3
669,2007-11-01,17.5
670,2007-11-02,16.5
671,2007-11-03,15.5
672,2007-11-04,15.9
673,2007-11-05,16.4
674,2007-11-06,16
675,2007-11-07,16.3
676,2007-11-08,15.9
677,2007-11-09,16.2
678,2007-11-10,13.2
679,2007-11-11,14
680,2007-11-12,15.1
681,2007-11-13,16.7
682,2007-11-14,16.2
683,2007-11-15,16.5
684,2007-11-16,12.2
685,2007-11-17,10.1
686,2007-11-18,11.8
687,2007-11-19,9.7
688,2007-11-20,10.8
689,2007-11-21,10.7
690,2007-11-22,8.2
691,2007-11-23,9.2
692,2007-11-24,9.2
693,2007-11-25,12
694,2007-11-26,12.2
695,2007-11-27,13
696,2007-11-28,11.6
697,2007-11-29,9.7
698,2007-11-30,9.9
699,2007-12-01,11.4
700,2007-12-02,11.6
701,2007-12-03,10.5
702,2007-12-04,9.5
703,2007-12-05,8.6
704,2007-12-06,9.9
705,2007-12-07,11.1
706,2007-12-08,10.6
707,2007-12-09,10.1
708,2007-12-10,9.9
709,2007-12-11,10
710,2007-12-12,10.9
711,2007-12-13,9.2
712,2007-12-14,9.8
713,2007-12-15,8.5
714,2007-12-16,6.9
715,2007-12-17,7.5
716,2007-12-18,8
717,2007-12-19,7.5
718,2007-12-20,8.1
719,2007-12-21,9.4
720,2007-12-22,7.1
721,2007-12-23,8.3
722,2007-12-24,9.7
723,2007-12-25,8
724,2007-12-26,6.5
725,2007-12-27,7
726,2007-12-28,8
727,2007-12-29,10.6
728,2007-12-30,9.5
729,2007-12-31,6.5
730,2008-01-01,6
731,2008-01-02,6.2
732,2008-01-03,5.9
733,2008-01-04,7
734,2008-01-05,6
735,2008-01-06,7.5
736,2008-01-07,8.4
737,2008-01-08,9.7
738,2008-01-09,10.4
739,2008-01-10,9
740,2008-01-11,9.3
741,2008-01-12,6.9
742,2008-01-13,4.8
743,2008-01-14,4
744,2008-01-15,5.4
745,2008-01-16,5.9
746,2008-01-17,3.9
747,2008-01-18,3.6
748,2008-01-19,4.8
749,2008-01-20,5
750,2008-01-21,4.9
751,2008-01-22,4.4
752,2008-01-23,3
753,2008-01-24,5
754,2008-01-25,3.4
755,2008-01-26,4.1
756,2008-01-27,4.1
757,2008-01-28,4.7
758,2008-01-29,5.2
759,2008-01-30,8
760,2008-01-31,6.2
761,2008-02-01,5
762,2008-02-02,4.8
763,2008-02-03,1.5
764,2008-02-04,4.7
765,2008-02-05,5.6
766,2008-02-06,2.8
767,2008-02-07,5
768,2008-02-08,4.9
769,2008-02-09,2.4
770,2008-02-10,6.5
771,2008-02-11,6.8
772,2008-02-12,6.1
773,2008-02-13,3.1
774,2008-02-14,5.1
775,2008-02-15,5.7
776,2008-02-16,5.2
777,2008-02-17,3.5
778,2008-02-18,5.3
779,2008-02-19,5.4
780,2008-02-20,7.1
781,2008-02-21,8.6
782,2008-02-22,9.5
783,2008-02-23,7.3
784,2008-02-24,3.7
785,2008-02-25,4.8
786,2008-02-26,8.7
787,2008-02-27,6.4
788,2008-02-28,6.6
789,2008-02-29,7.8
790,2008-03-01,8.8
791,2008-03-02,8.6
792,2008-03-03,9.3
793,2008-03-04,8
794,2008-03-05,6.4
795,2008-03-06,7.4
796,2008-03-07,7.8
797,2008-03-08,8.6
798,2008-03-09,10.4
799,2008-03-10,9
800,2008-03-11,12.6
801,2008-03-12,9.7
802,2008-03-13,10.3
803,2008-03-14,13.3
804,2008-03-15,14.7
805,2008-03-16,14.5
806,2008-03-17,13.1
807,2008-03-18,12.6
808,2008-03-19,12.1
809,2008-03-20,9.2
810,2008-03-21,10.7
811,2008-03-22,11.9
812,2008-03-23,12.3
813,2008-03-24,9.4
814,2008-03-25,12.5
815,2008-03-26,14.4
816,2008-03-27,12
817,2008-03-28,12.6
818,2008-03-29,12.1
819,2008-03-30,8.9
820,2008-03-31,7.8
821,2008-04-01,11.2
822,2008-04-02,13
823,2008-04-03,13.6
824,2008-04-04,14.1
825,2008-04-05,14.6
826,2008-04-06,14.7
827,2008-04-07,13.3
828,2008-04-08,12.1
829,2008-04-09,13.1
830,2008-04-10,10.1
831,2008-04-11,14.3
832,2008-04-12,15.9
833,2008-04-13,10.1
834,2008-04-14,12.9
835,2008-04-15,16.2
836,2008-04-16,17.6
837,2008-04-17,16.6
838,2008-04-18,13.4
839,2008-04-19,14.5
840,2008-04-20,15.7
841,2008-04-21,15.8
842,2008-04-22,16
843,2008-04-23,17.2
844,2008-04-24,18.2
845,2008-04-25,14.8
846,2008-04-26,13.7
847,2008-04-27,14.5
848,2008-04-28,15.9
849,2008-04-29,17.6
850,2008-04-30,20.5
851,2008-05-01,20.8
852,2008-05-02,19.9
853,2008-05-03,18.8
854,2008-05-04,18.5
855,2008-05-05,18.6
856,2008-05-06,19.8
857,2008-05-07,21.5
858,2008-05-08,19.6
859,2008-05-09,18.9
860,2008-05-10,13.5
861,2008-05-11,11.7
862,2008-05-12,12.5
863,2008-05-13,11.6
864,2008-05-14,12.9
865,2008-05-15,17.3
866,2008-05-16,18.7
867,2008-05-17,18.9
868,2008-05-18,18.6
869,2008-05-19,19.7
870,2008-05-20,20.4
871,2008-05-21,20.1
872,2008-05-22,21.7
873,2008-05-23,24.3
874,2008-05-24,21.6
875,2008-05-25,20.8
876,2008-05-26,23.1
877,2008-05-27,22.8
878,2008-05-28,21.3
879,2008-05-29,15.8
880,2008-05-30,14.9
881,2008-05-31,13.5
882,2008-06-01,18.7
883,2008-06-02,19.2
884,2008-06-03,15.8
885,2008-06-04,18.3
886,2008-06-05,18.6
887,2008-06-06,22.8
888,2008-06-07,23
889,2008-06-08,21.7
890,2008-06-09,21.2
891,2008-06-10,22.3
892,2008-06-11,22.8
893,2008-06-12,18.6
894,2008-06-13,21.7
895,2008-06-14,23.1
896,2008-06-15,21.1
897,2008-06-16,22.9
898,2008-06-17,22.1
899,2008-06-18,22.2
900,2008-06-19,23.7
901,2008-06-20,22.9
902,2008-06-21,23.5
903,2008-06-22,21
904,2008-06-23,21.1
905,2008-06-24,23.6
906,2008-06-25,21.6
907,2008-06-26,17
908,2008-06-27,21.6
909,2008-06-28,23.4
910,2008-06-29,21
911,2008-06-30,21.7
912,2008-07-01,21.8
913,2008-07-02,23.7
914,2008-07-03,24.3
915,2008-07-04,26.5
916,2008-07-05,27.5
917,2008-07-06,27
918,2008-07-07,25.1
919,2008-07-08,24.1
920,2008-07-09,24.3
921,2008-07-10,24.6
922,2008-07-11,26
923,2008-07-12,28
924,2008-07-13,28.5
925,2008-07-14,28.9
926,2008-07-15,27.8
927,2008-07-16,27.3
928,2008-07-17,27.9
929,2008-07-18,28.7
930,2008-07-19,29.1
931,2008-07-20,27
932,2008-07-21,27
933,2008-07-22,28.4
934,2008-07-23,28.9
935,2008-07-24,29.1
936,2008-07-25,29.4
937,2008-07-26,27.9
938,2008-07-27,27.6
939,2008-07-28,29.3
940,2008-07-29,28.5
941,2008-07-30,26.4
942,2008-07-31,26.2
943,2008-08-01,27.4
944,2008-08-02,28.3
945,2008-08-03,29.4
946,2008-08-04,30.2
947,2008-08-05,27.6
948,2008-08-06,29.8
949,2008-08-07,30.2
950,2008-08-08,30.7
951,2008-08-09,29.2
952,2008-08-10,26.6
953,2008-08-11,28.1
954,2008-08-12,28.7
955,2008-08-13,29.2
956,2008-08-14,30.1
957,2008-08-15,30.7
958,2008-08-16,28.7
959,2008-08-17,22.6
960,2008-08-18,25.2
961,2008-08-19,28.5
962,2008-08-20,27.7
963,2008-08-21,25.4
964,2008-08-22,22.4
965,2008-08-23,20.9
966,2008-08-24,21.6
967,2008-08-25,23.2
968,2008-08-26,22.1
969,2008-08-27,24.6
970,2008-08-28,25.5
971,2008-08-29,25.9
972,2008-08-30,24.8
973,2008-08-31,25.6
974,2008-09-01,27.3
975,2008-09-02,28.3
976,2008-09-03,28.7
977,2008-09-04,27.4
978,2008-09-05,26.6
979,2008-09-06,27
980,2008-09-07,26.7
981,2008-09-08,27.1
982,2008-09-09,25.6
983,2008-09-10,24.2
984,2008-09-11,23.2
985,2008-09-12,26.4
986,2008-09-13,27
987,2008-09-14,25.6
988,2008-09-15,24.4
989,2008-09-16,23.3
990,2008-09-17,25.2
991,2008-09-18,24.1
992,2008-09-19,23.9
993,2008-09-20,24.5
994,2008-09-21,23
995,2008-09-22,20.9
996,2008-09-23,23.6
997,2008-09-24,24.7
998,2008-09-25,24.9
999,2008-09-26,26
1000,2008-09-27,20.1
1001,2008-09-28,18.1
1002,2008-09-29,16.6
1003,2008-09-30,17.2
1004,2008-10-01,18.9
1005,2008-10-02,19.6
1006,2008-10-03,20
1007,2008-10-04,20.6
1008,2008-10-05,21
1009,2008-10-06,18.3
1010,2008-10-07,21.6
1011,2008-10-08,19
1012,2008-10-09,21.1
1013,2008-10-10,21.7
1014,2008-10-11,20.8
1015,2008-10-12,18.6
1016,2008-10-13,19.5
1017,2008-10-14,18.6
1018,2008-10-15,19.9
1019,2008-10-16,19.7
1020,2008-10-17,19.6
1021,2008-10-18,19.6
1022,2008-10-19,19.4
1023,2008-10-20,20
1024,2008-10-21,20.2
1025,2008-10-22,19.8
1026,2008-10-23,20.3
1027,2008-10-24,21
1028,2008-10-25,20.6
1029,2008-10-26,19.3
1030,2008-10-27,18
1031,2008-10-28,17.1
1032,2008-10-29,17
1033,2008-10-30,14.8
1034,2008-10-31,14.4
1035,2008-11-01,16.1
1036,2008-11-02,14.9
1037,2008-11-03,15.7
1038,2008-11-04,16.3
1039,2008-11-05,14.4
1040,2008-11-06,15.8
1041,2008-11-07,17.3
1042,2008-11-08,13.9
1043,2008-11-09,11.4
1044,2008-11-10,11.9
1045,2008-11-11,11.6
1046,2008-11-12,12.2
1047,2008-11-13,14.9
1048,2008-11-14,15.1
1049,2008-11-15,16.2
1050,2008-11-16,15.3
1051,2008-11-17,15.8
1052,2008-11-18,15.7
1053,2008-11-19,11.3
1054,2008-11-20,9.4
1055,2008-11-21,11
1056,2008-11-22,11.1
1057,2008-11-23,12.1
1058,2008-11-24,9.4
1059,2008-11-25,9.5
1060,2008-11-26,11
1061,2008-11-27,8.8
1062,2008-11-28,10.6
1063,2008-11-29,13.1
1064,2008-11-30,12
1065,2008-12-01,9.9
1066,2008-12-02,9.3
1067,2008-12-03,12.3
1068,2008-12-04,12.4
1069,2008-12-05,14.2
1070,2008-12-06,10.3
1071,2008-12-07,7.5
1072,2008-12-08,8.1
1073,2008-12-09,8.8
1074,2008-12-10,14.1
1075,2008-12-11,14
1076,2008-12-12,13.1
1077,2008-12-13,11.3
1078,2008-12-14,7.5
1079,2008-12-15,7.2
1080,2008-12-16,8.4
1081,2008-12-17,8.8
1082,2008-12-18,11.4
1083,2008-12-19,10
1084,2008-12-20,10.1
1085,2008-12-21,13.5
1086,2008-12-22,13.2
1087,2008-12-23,6.9
