,연월일,기온
2561,2013-01-05,2.8
2562,2013-01-06,4.7
2563,2013-01-07,5.5
2564,2013-01-08,6.6
2565,2013-01-09,6.7
2566,2013-01-10,5.5
2567,2013-01-11,5.1
2568,2013-01-12,4.6
2569,2013-01-13,7.6
2570,2013-01-14,3.5
2571,2013-01-15,4.4
2572,2013-01-16,3.6
2573,2013-01-17,4.3
2574,2013-01-18,3.3
2575,2013-01-19,5.2
2576,2013-01-20,6.1
2577,2013-01-21,6.5
2578,2013-01-22,6.2
2579,2013-01-23,6.5
2580,2013-01-24,6
2581,2013-01-25,6.8
2582,2013-01-26,3.8
2583,2013-01-27,4.8
2584,2013-01-28,5.4
2585,2013-01-29,7.1
2586,2013-01-30,8.1
2587,2013-01-31,5.8
2588,2013-02-01,7.9
2589,2013-02-02,15.6
2590,2013-02-03,9.9
2591,2013-02-04,10.1
2592,2013-02-05,9.5
2593,2013-02-06,3.4
2594,2013-02-07,7.1
2595,2013-02-08,4.7
2596,2013-02-09,4.4
2597,2013-02-10,5.4
2598,2013-02-11,5
2599,2013-02-12,4.1
2600,2013-02-13,6.7
2601,2013-02-14,7.3
2602,2013-02-15,5.4
2603,2013-02-16,3.1
2604,2013-02-17,4.1
2605,2013-02-18,5.2
2606,2013-02-19,5.5
2607,2013-02-20,4.4
2608,2013-02-21,4.5
2609,2013-02-22,5.5
2610,2013-02-23,6.2
2611,2013-02-24,3.6
2612,2013-02-25,3
2613,2013-02-26,5.5
2614,2013-02-27,5.5
2615,2013-02-28,9.9
2616,2013-03-01,13.6
2617,2013-03-02,8.7
2618,2013-03-03,6.8
2619,2013-03-04,6.4
2620,2013-03-05,8.4
2621,2013-03-06,11
2622,2013-03-07,13.5
2623,2013-03-08,17.7
2624,2013-03-09,16.7
2625,2013-03-10,13.6
2626,2013-03-11,7.9
2627,2013-03-12,10.7
2628,2013-03-13,17.2
2629,2013-03-14,8.3
2630,2013-03-15,9.2
2631,2013-03-16,12.5
2632,2013-03-17,12.9
2633,2013-03-18,18.3
2634,2013-03-19,19.7
2635,2013-03-20,17.4
2636,2013-03-21,11.7
2637,2013-03-22,13.2
2638,2013-03-23,13.7
2639,2013-03-24,11
2640,2013-03-25,9.8
2641,2013-03-26,9.4
2642,2013-03-27,8.3
2643,2013-03-28,15
2644,2013-03-29,16
2645,2013-03-30,9
2646,2013-03-31,7.4
2647,2013-04-01,11.2
2648,2013-04-02,10.6
2649,2013-04-03,13.7
2650,2013-04-04,17.2
2651,2013-04-05,18.1
2652,2013-04-06,17.4
2653,2013-04-07,17.7
2654,2013-04-08,14.7
2655,2013-04-09,16.9
2656,2013-04-10,13.6
2657,2013-04-11,9.7
2658,2013-04-12,11.4
2659,2013-04-13,12.3
2660,2013-04-14,16.6
2661,2013-04-15,17.2
2662,2013-04-16,16.4
2663,2013-04-17,20.9
2664,2013-04-18,19.9
2665,2013-04-19,14.5
2666,2013-04-20,9.2
2667,2013-04-21,7.4
2668,2013-04-22,11.8
2669,2013-04-23,14.3
2670,2013-04-24,16.8
2671,2013-04-25,18
2672,2013-04-26,17.5
2673,2013-04-27,15.8
2674,2013-04-28,16.8
2675,2013-04-29,17.9
2676,2013-04-30,19.6
2677,2013-05-01,14.5
2678,2013-05-02,14.6
2679,2013-05-03,14.8
2680,2013-05-04,16.2
2681,2013-05-05,18.1
2682,2013-05-06,20.1
2683,2013-05-07,15.5
2684,2013-05-08,17.3
2685,2013-05-09,19.5
2686,2013-05-10,22.4
2687,2013-05-11,18.9
2688,2013-05-12,19.9
2689,2013-05-13,19.2
2690,2013-05-14,22.8
2691,2013-05-15,20.7
2692,2013-05-16,20.5
2693,2013-05-17,18
2694,2013-05-18,19.9
2695,2013-05-19,20.1
2696,2013-05-20,19.1
2697,2013-05-21,23.2
2698,2013-05-22,22.3
2699,2013-05-23,22.5
2700,2013-05-24,22.2
2701,2013-05-25,18.2
2702,2013-05-26,21.7
2703,2013-05-27,22.3
2704,2013-05-28,22.2
2705,2013-05-29,22
2706,2013-05-30,21.4
2707,2013-05-31,22.6
2708,2013-06-01,20.3
2709,2013-06-02,18.3
2710,2013-06-03,20
2711,2013-06-04,23.2
2712,2013-06-05,22.8
2713,2013-06-06,22.6
2714,2013-06-07,22.2
2715,2013-06-08,22.3
2716,2013-06-09,23.6
2717,2013-06-10,23.6
2718,2013-06-11,21.4
2719,2013-06-12,21.1
2720,2013-06-13,21.4
2721,2013-06-14,23.5
2722,2013-06-15,26
2723,2013-06-16,22.9
2724,2013-06-17,24.6
2725,2013-06-18,26.9
2726,2013-06-19,26.7
2727,2013-06-20,22.3
2728,2013-06-21,21.8
2729,2013-06-22,22.8
2730,2013-06-23,23.4
2731,2013-06-24,23.3
2732,2013-06-25,24.1
2733,2013-06-26,21.8
2734,2013-06-27,23
2735,2013-06-28,22.4
2736,2013-06-29,24
2737,2013-06-30,24.2
2738,2013-07-01,23.8
2739,2013-07-02,24.3
2740,2013-07-03,24.1
2741,2013-07-04,25.2
2742,2013-07-05,26.8
2743,2013-07-06,29.2
2744,2013-07-07,29.5
2745,2013-07-08,29.4
2746,2013-07-09,30.1
2747,2013-07-10,30.2
2748,2013-07-11,30.3
2749,2013-07-12,30.9
2750,2013-07-13,30.7
2751,2013-07-14,29.3
2752,2013-07-15,28.5
2753,2013-07-16,25.3
2754,2013-07-17,24.6
2755,2013-07-18,27.7
2756,2013-07-19,25.4
2757,2013-07-20,23.9
2758,2013-07-21,24.8
2759,2013-07-22,26.5
2760,2013-07-23,28
2761,2013-07-24,25.4
2762,2013-07-25,26.7
2763,2013-07-26,28.4
2764,2013-07-27,27.6
2765,2013-07-28,27.3
2766,2013-07-29,26.3
2767,2013-07-30,27.8
2768,2013-07-31,27.4
2769,2013-08-01,27.5
2770,2013-08-02,25.6
2771,2013-08-03,26.7
2772,2013-08-04,27.8
2773,2013-08-05,29.1
2774,2013-08-06,28.7
2775,2013-08-07,30
2776,2013-08-08,30.3
2777,2013-08-09,31
2778,2013-08-10,33.2
2779,2013-08-11,32.9
2780,2013-08-12,31.3
2781,2013-08-13,30
2782,2013-08-14,30.2
2783,2013-08-15,30
2784,2013-08-16,29.7
2785,2013-08-17,29.6
2786,2013-08-18,29.6
2787,2013-08-19,30.3
2788,2013-08-20,30.5
2789,2013-08-21,29.1
2790,2013-08-22,28.5
2791,2013-08-23,28.2
2792,2013-08-24,29
2793,2013-08-25,25.5
2794,2013-08-26,26.7
2795,2013-08-27,25.4
2796,2013-08-28,27.8
2797,2013-08-29,28.3
2798,2013-08-30,31.4
2799,2013-08-31,30.8
2800,2013-09-01,30.4
2801,2013-09-02,29
2802,2013-09-03,29.6
2803,2013-09-04,27.9
2804,2013-09-05,27.5
2805,2013-09-06,26
2806,2013-09-07,25.9
2807,2013-09-08,25.2
2808,2013-09-09,24.6
2809,2013-09-10,24.8
2810,2013-09-11,24.7
2811,2013-09-12,27.6
2812,2013-09-13,28.2
2813,2013-09-14,28.6
2814,2013-09-15,26.7
2815,2013-09-16,26.5
2816,2013-09-17,23.5
2817,2013-09-18,23.7
2818,2013-09-19,23.9
2819,2013-09-20,24.9
2820,2013-09-21,25.6
2821,2013-09-22,25.3
2822,2013-09-23,22
2823,2013-09-24,22.7
2824,2013-09-25,23.3
2825,2013-09-26,22.1
2826,2013-09-27,19.8
2827,2013-09-28,20.3
2828,2013-09-29,22.2
2829,2013-09-30,22.2
2830,2013-10-01,22.3
2831,2013-10-02,23.4
2832,2013-10-03,24.5
2833,2013-10-04,18.3
2834,2013-10-05,17.8
2835,2013-10-06,21.4
2836,2013-10-07,23.6
2837,2013-10-08,25.4
2838,2013-10-09,26.1
2839,2013-10-10,25
2840,2013-10-11,25.7
2841,2013-10-12,26.1
2842,2013-10-13,21.6
2843,2013-10-14,20.8
2844,2013-10-15,18.2
2845,2013-10-16,20.1
2846,2013-10-17,18
2847,2013-10-18,17.2
2848,2013-10-19,16.2
2849,2013-10-20,15.2
2850,2013-10-21,18.4
2851,2013-10-22,18.6
2852,2013-10-23,17.5
2853,2013-10-24,16
2854,2013-10-25,18
2855,2013-10-26,15.4
2856,2013-10-27,16.6
2857,2013-10-28,16.1
2858,2013-10-29,14.7
2859,2013-10-30,18
2860,2013-10-31,17.8
2861,2013-11-01,17.2
2862,2013-11-02,15.4
2863,2013-11-03,17.4
2864,2013-11-04,16.6
2865,2013-11-05,16
2866,2013-11-06,16
2867,2013-11-07,15
2868,2013-11-08,16.5
2869,2013-11-09,13.3
2870,2013-11-10,16.6
2871,2013-11-11,12.5
2872,2013-11-12,9.6
2873,2013-11-13,9.8
2874,2013-11-14,10.8
2875,2013-11-15,11.3
2876,2013-11-16,12.9
2877,2013-11-17,14.1
2878,2013-11-18,14.4
2879,2013-11-19,12.7
2880,2013-11-20,12.2
2881,2013-11-21,12
2882,2013-11-22,12.4
2883,2013-11-23,12.6
2884,2013-11-24,12.6
2885,2013-11-25,14.5
2886,2013-11-26,15.1
2887,2013-11-27,12.9
2888,2013-11-28,14
2889,2013-11-29,9.8
2890,2013-11-30,10.2
2891,2013-12-01,10.4
2892,2013-12-02,10.8
2893,2013-12-03,11.7
2894,2013-12-04,11.5
2895,2013-12-05,11.6
2896,2013-12-06,12.5
2897,2013-12-07,11.1
2898,2013-12-08,8.8
2899,2013-12-09,8.2
2900,2013-12-10,9.5
2901,2013-12-11,10.1
2902,2013-12-12,9.9
2903,2013-12-13,9.7
2904,2013-12-14,7.6
2905,2013-12-15,7.2
2906,2013-12-16,8.2
2907,2013-12-17,9.2
2908,2013-12-18,6.6
2909,2013-12-19,6.3
2910,2013-12-20,6.1
2911,2013-12-21,6.8
2912,2013-12-22,7.6
2913,2013-12-23,6.4
2914,2013-12-24,7.6
2915,2013-12-25,6.7
2916,2013-12-26,6.3
2917,2013-12-27,7
2918,2013-12-28,5.4
2919,2013-12-29,4.9
2920,2013-12-30,5.4
2921,2013-12-31,6.9
2922,2014-01-01,9.6
2923,2014-01-02,7.3
2924,2014-01-03,5.9
2925,2014-01-04,6.5
2926,2014-01-05,5.4
2927,2014-01-06,5.3
2928,2014-01-07,5.5
2929,2014-01-08,7.3
2930,2014-01-09,7.2
2931,2014-01-10,3.6
2932,2014-01-11,4.3
2933,2014-01-12,5.3
2934,2014-01-13,5.1
2935,2014-01-14,4.2
2936,2014-01-15,3
2937,2014-01-16,4.8
2938,2014-01-17,5.8
2939,2014-01-18,5.2
2940,2014-01-19,4.2
2941,2014-01-20,4.8
2942,2014-01-21,6.3
2943,2014-01-22,5.5
2944,2014-01-23,6.5
2945,2014-01-24,7.2
2946,2014-01-25,8.4
2947,2014-01-26,9.5
2948,2014-01-27,4.6
2949,2014-01-28,8.8
2950,2014-01-29,8.9
2951,2014-01-30,10.3
2952,2014-01-31,9.9
2953,2014-02-01,7.9
2954,2014-02-02,9.3
2955,2014-02-03,12.8
2956,2014-02-04,5
2957,2014-02-05,1.6
2958,2014-02-06,2.7
2959,2014-02-07,4
2960,2014-02-08,0.3
2961,2014-02-09,5.4
2962,2014-02-10,6
2963,2014-02-11,3.3
2964,2014-02-12,4.8
2965,2014-02-13,5.3
2966,2014-02-14,1.4
2967,2014-02-15,3.9
2968,2014-02-16,6.9
2969,2014-02-17,7.3
2970,2014-02-18,4.7
2971,2014-02-19,4.7
2972,2014-02-20,4.6
2973,2014-02-21,5.5
2974,2014-02-22,5.1
2975,2014-02-23,5.6
2976,2014-02-24,6.3
2977,2014-02-25,8.2
2978,2014-02-26,10
2979,2014-02-27,10
2980,2014-02-28,13.8
2981,2014-03-01,8.9
2982,2014-03-02,5.6
2983,2014-03-03,6.6
2984,2014-03-04,6.9
2985,2014-03-05,6.5
2986,2014-03-06,5.4
2987,2014-03-07,4.4
2988,2014-03-08,5.9
2989,2014-03-09,6.4
2990,2014-03-10,4.9
2991,2014-03-11,6.1
2992,2014-03-12,11
2993,2014-03-13,12.3
2994,2014-03-14,10.1
2995,2014-03-15,8.3
2996,2014-03-16,10.8
2997,2014-03-17,12.1
2998,2014-03-18,15.4
2999,2014-03-19,11.2
3000,2014-03-20,8.1
3001,2014-03-21,10.1
3002,2014-03-22,9.3
3003,2014-03-23,11.6
3004,2014-03-24,13.6
3005,2014-03-25,16.6
3006,2014-03-26,16.4
3007,2014-03-27,12.6
3008,2014-03-28,14.8
3009,2014-03-29,17.7
3010,2014-03-30,16.5
3011,2014-03-31,15.7
3012,2014-04-01,13.9
3013,2014-04-02,15.2
3014,2014-04-03,13.8
3015,2014-04-04,15.3
3016,2014-04-05,11.4
3017,2014-04-06,9
3018,2014-04-07,11.4
3019,2014-04-08,15.8
3020,2014-04-09,15.5
3021,2014-04-10,16.1
3022,2014-04-11,12.9
3023,2014-04-12,14.6
3024,2014-04-13,14.4
3025,2014-04-14,14
3026,2014-04-15,16.3
3027,2014-04-16,18.7
3028,2014-04-17,17.7
3029,2014-04-18,11.8
3030,2014-04-19,11.7
3031,2014-04-20,11
3032,2014-04-21,13.4
3033,2014-04-22,15.2
3034,2014-04-23,16.2
3035,2014-04-24,16.6
3036,2014-04-25,17.8
3037,2014-04-26,18.2
3038,2014-04-27,18.1
3039,2014-04-28,18.6
3040,2014-04-29,17.8
3041,2014-04-30,16.7
3042,2014-05-01,20.6
3043,2014-05-02,21
3044,2014-05-03,21.3
3045,2014-05-04,18.6
3046,2014-05-05,18.1
3047,2014-05-06,14.3
3048,2014-05-07,16.5
3049,2014-05-08,18.7
3050,2014-05-09,19.3
3051,2014-05-10,19.8
3052,2014-05-11,20.6
3053,2014-05-12,19.6
3054,2014-05-13,19.3
3055,2014-05-14,21.9
3056,2014-05-15,19.9
3057,2014-05-16,21.5
3058,2014-05-17,21.1
3059,2014-05-18,20.5
3060,2014-05-19,21.1
3061,2014-05-20,21.7
3062,2014-05-21,17.5
3063,2014-05-22,18.6
3064,2014-05-23,17.8
3065,2014-05-24,20.6
3066,2014-05-25,22.7
3067,2014-05-26,21.3
3068,2014-05-27,21.4
3069,2014-05-28,22.7
3070,2014-05-29,23.1
3071,2014-05-30,24.1
3072,2014-05-31,25.6
3073,2014-06-01,26.6
3074,2014-06-02,25.5
3075,2014-06-03,24
3076,2014-06-04,24.3
3077,2014-06-05,21.2
3078,2014-06-06,19.9
3079,2014-06-07,18.4
3080,2014-06-08,20.5
3081,2014-06-09,22.9
3082,2014-06-10,23.5
3083,2014-06-11,22.2
3084,2014-06-12,22
3085,2014-06-13,24.9
3086,2014-06-14,24.7
3087,2014-06-15,24.4
3088,2014-06-16,25
3089,2014-06-17,24.3
3090,2014-06-18,23.2
3091,2014-06-19,24.8
3092,2014-06-20,24.6
3093,2014-06-21,24.6
3094,2014-06-22,22.5
3095,2014-06-23,24.2
3096,2014-06-24,22.6
3097,2014-06-25,22.6
3098,2014-06-26,23.6
3099,2014-06-27,23.9
3100,2014-06-28,22.8
3101,2014-06-29,23.3
3102,2014-06-30,23.6
3103,2014-07-01,25.3
3104,2014-07-02,25.8
3105,2014-07-03,24.8
3106,2014-07-04,21.6
3107,2014-07-05,22
3108,2014-07-06,24.2
3109,2014-07-07,23.4
3110,2014-07-08,26.8
3111,2014-07-09,24.2
3112,2014-07-10,26.6
3113,2014-07-11,28.5
3114,2014-07-12,29.2
3115,2014-07-13,26.9
3116,2014-07-14,28.5
3117,2014-07-15,28.2
3118,2014-07-16,28
3119,2014-07-17,27.1
3120,2014-07-18,24.9
3121,2014-07-19,23.8
3122,2014-07-20,24.5
3123,2014-07-21,25
3124,2014-07-22,27.7
3125,2014-07-23,29.4
3126,2014-07-24,29.9
3127,2014-07-25,30.5
3128,2014-07-26,30.5
3129,2014-07-27,30.1
3130,2014-07-28,27.7
3131,2014-07-29,27.6
3132,2014-07-30,27.9
3133,2014-07-31,29.5
3134,2014-08-01,29.8
3135,2014-08-02,30.9
3136,2014-08-03,31
3137,2014-08-04,30.5
3138,2014-08-05,31.1
3139,2014-08-06,30.8
3140,2014-08-07,29.7
3141,2014-08-08,29
3142,2014-08-09,25.4
3143,2014-08-10,26.3
3144,2014-08-11,29.4
3145,2014-08-12,26.3
3146,2014-08-13,26.7
3147,2014-08-14,27.1
3148,2014-08-15,29.5
3149,2014-08-16,27
3150,2014-08-17,26.2
3151,2014-08-18,29.1
3152,2014-08-19,30.3
3153,2014-08-20,31.1
3154,2014-08-21,30.5
3155,2014-08-22,30.2
3156,2014-08-23,27.6
3157,2014-08-24,28.4
3158,2014-08-25,27
3159,2014-08-26,25.2
3160,2014-08-27,21.2
3161,2014-08-28,21.1
3162,2014-08-29,23.3
3163,2014-08-30,22.6
3164,2014-08-31,23.2
3165,2014-09-01,21.8
3166,2014-09-02,24.5
3167,2014-09-03,24.1
3168,2014-09-04,25.2
3169,2014-09-05,27.8
3170,2014-09-06,27.3
3171,2014-09-07,21.7
3172,2014-09-08,22.1
3173,2014-09-09,23.5
3174,2014-09-10,23.4
3175,2014-09-11,21.8
3176,2014-09-12,23.5
3177,2014-09-13,23.1
3178,2014-09-14,23.8
3179,2014-09-15,24.1
3180,2014-09-16,25.1
3181,2014-09-17,23.3
3182,2014-09-18,22.3
3183,2014-09-19,22.3
3184,2014-09-20,20.5
3185,2014-09-21,21.3
3186,2014-09-22,22.6
3187,2014-09-23,22.1
3188,2014-09-24,22.4
3189,2014-09-25,24.4
3190,2014-09-26,22.9
3191,2014-09-27,20.2
3192,2014-09-28,21.7
3193,2014-09-29,23.5
3194,2014-09-30,24.7
3195,2014-10-01,21.2
3196,2014-10-02,21.7
3197,2014-10-03,25.7
3198,2014-10-04,24.2
3199,2014-10-05,17.2
3200,2014-10-06,21.3
3201,2014-10-07,20
3202,2014-10-08,20.3
3203,2014-10-09,21
3204,2014-10-10,22.4
3205,2014-10-11,20.3
3206,2014-10-12,18.6
3207,2014-10-13,18.1
3208,2014-10-14,23.1
3209,2014-10-15,15.9
3210,2014-10-16,16.8
3211,2014-10-17,18.4
3212,2014-10-18,17.5
3213,2014-10-19,18.3
3214,2014-10-20,19.4
3215,2014-10-21,19
3216,2014-10-22,16.1
3217,2014-10-23,14.3
3218,2014-10-24,16.7
3219,2014-10-25,18.3
3220,2014-10-26,20.1
3221,2014-10-27,19.3
3222,2014-10-28,15.8
3223,2014-10-29,16.4
3224,2014-10-30,16.8
3225,2014-10-31,18.4
3226,2014-11-01,16.8
3227,2014-11-02,19.5
3228,2014-11-03,18
3229,2014-11-04,16.2
3230,2014-11-05,15.2
3231,2014-11-06,17.7
3232,2014-11-07,17.7
3233,2014-11-08,14.1
3234,2014-11-09,14.9
3235,2014-11-10,17.8
3236,2014-11-11,14.5
3237,2014-11-12,14.1
3238,2014-11-13,15
3239,2014-11-14,12.8
3240,2014-11-15,12.7
3241,2014-11-16,12.5
3242,2014-11-17,12.1
3243,2014-11-18,12.9
3244,2014-11-19,12.1
3245,2014-11-20,9.1
3246,2014-11-21,12.3
3247,2014-11-22,13.8
3248,2014-11-23,14.1
3249,2014-11-24,13.2
3250,2014-11-25,11.1
3251,2014-11-26,9.2
3252,2014-11-27,12.9
3253,2014-11-28,14.1
3254,2014-11-29,13.8
3255,2014-11-30,15.1
3256,2014-12-01,13.5
3257,2014-12-02,10.8
3258,2014-12-03,8.2
3259,2014-12-04,8.8
3260,2014-12-05,8.3
3261,2014-12-06,5.1
3262,2014-12-07,6.2
3263,2014-12-08,6.6
3264,2014-12-09,7.3
3265,2014-12-10,7.3
3266,2014-12-11,9.6
3267,2014-12-12,9.3
3268,2014-12-13,7
3269,2014-12-14,4.8
3270,2014-12-15,5.3
3271,2014-12-16,3.6
3272,2014-12-17,4.3
3273,2014-12-18,4
3274,2014-12-19,5.4
3275,2014-12-20,5.3
3276,2014-12-21,8.6
3277,2014-12-22,7.1
3278,2014-12-23,6.3
3279,2014-12-24,5.9
3280,2014-12-25,6.3
3281,2014-12-26,5.1
3282,2014-12-27,4.6
3283,2014-12-28,3.8
3284,2014-12-29,4.2
3285,2014-12-30,6.6
3286,2014-12-31,8
3287,2015-01-01,3.7
3288,2015-01-02,2.7
3289,2015-01-03,3.8
3290,2015-01-04,4
3291,2015-01-05,6.9
3292,2015-01-06,10.8
3293,2015-01-07,5.6
3294,2015-01-08,6.2
3295,2015-01-09,6.7
3296,2015-01-10,6.3
3297,2015-01-11,6.4
3298,2015-01-12,5.2
3299,2015-01-13,6.6
3300,2015-01-14,6.6
3301,2015-01-15,5.4
3302,2015-01-16,8.9
3303,2015-01-17,5.9
3304,2015-01-18,4.7
3305,2015-01-19,5.7
3306,2015-01-20,6.3
3307,2015-01-21,2.5
3308,2015-01-22,4.6
3309,2015-01-23,6.9
3310,2015-01-24,4.9
3311,2015-01-25,7
3312,2015-01-26,9
3313,2015-01-27,9.8
3314,2015-01-28,5.2
3315,2015-01-29,3.9
3316,2015-01-30,2.2
3317,2015-01-31,4.9
3318,2015-02-01,4
3319,2015-02-02,4.7
3320,2015-02-03,4.7
3321,2015-02-04,5.2
3322,2015-02-05,2.6
3323,2015-02-06,5.4
3324,2015-02-07,5.3
3325,2015-02-08,4
3326,2015-02-09,2
3327,2015-02-10,3.2
3328,2015-02-11,5.6
3329,2015-02-12,7
3330,2015-02-13,5
3331,2015-02-14,4.9
3332,2015-02-15,5.5
3333,2015-02-16,7
3334,2015-02-17,3.9
3335,2015-02-18,3.3
3336,2015-02-19,6.2
3337,2015-02-20,6.3
3338,2015-02-21,6.2
3339,2015-02-22,6.3
3340,2015-02-23,10.7
3341,2015-02-24,9.7
3342,2015-02-25,9.2
3343,2015-02-26,6.6
3344,2015-02-27,8.2
3345,2015-02-28,7.4
3346,2015-03-01,6.9
3347,2015-03-02,9.3
3348,2015-03-03,5.6
3349,2015-03-04,9.6
3350,2015-03-05,9.3
3351,2015-03-06,7.3
3352,2015-03-07,6
3353,2015-03-08,8.2
3354,2015-03-09,9
3355,2015-03-10,7.7
3356,2015-03-11,6.2
3357,2015-03-12,8.6
3358,2015-03-13,8.9
3359,2015-03-14,8.9
3360,2015-03-15,8.4
3361,2015-03-16,11.1
3362,2015-03-17,14.5
3363,2015-03-18,14.8
3364,2015-03-19,11.9
3365,2015-03-20,11.8
3366,2015-03-21,10.5
3367,2015-03-22,12.9
3368,2015-03-23,10.7
3369,2015-03-24,8.2
3370,2015-03-25,8.1
3371,2015-03-26,9.5
3372,2015-03-27,12.3
3373,2015-03-28,14.1
3374,2015-03-29,14.6
3375,2015-03-30,16.2
3376,2015-03-31,16.7
3377,2015-04-01,13.9
3378,2015-04-02,11.6
3379,2015-04-03,17.3
3380,2015-04-04,13.2
3381,2015-04-05,10.3
3382,2015-04-06,16.2
3383,2015-04-07,10
3384,2015-04-08,4.1
3385,2015-04-09,7.4
3386,2015-04-10,8.3
3387,2015-04-11,11.5
3388,2015-04-12,12.9
3389,2015-04-13,9.7
3390,2015-04-14,12.1
3391,2015-04-15,15.4
3392,2015-04-16,15.7
3393,2015-04-17,16.4
3394,2015-04-18,14
3395,2015-04-19,14.3
3396,2015-04-20,18.4
3397,2015-04-21,17.5
3398,2015-04-22,15.7
3399,2015-04-23,18
3400,2015-04-24,18.3
3401,2015-04-25,17.2
3402,2015-04-26,17.8
3403,2015-04-27,19.3
3404,2015-04-28,20.8
3405,2015-04-29,19.4
3406,2015-04-30,19
3407,2015-05-01,20.5
3408,2015-05-02,21
3409,2015-05-03,21.2
3410,2015-05-04,21.6
3411,2015-05-05,18.3
3412,2015-05-06,18.2
3413,2015-05-07,19.1
3414,2015-05-08,20.7
3415,2015-05-09,18.7
3416,2015-05-10,19.7
3417,2015-05-11,17.2
3418,2015-05-12,19.6
3419,2015-05-13,22.5
3420,2015-05-14,23.1
3421,2015-05-15,22.7
3422,2015-05-16,20.9
3423,2015-05-17,22.2
3424,2015-05-18,21.5
3425,2015-05-19,20.2
3426,2015-05-20,22.2
3427,2015-05-21,19.5
3428,2015-05-22,20.5
3429,2015-05-23,21.6
3430,2015-05-24,21
3431,2015-05-25,21.3
3432,2015-05-26,23.3
3433,2015-05-27,23.9
3434,2015-05-28,22.1
3435,2015-05-29,20.7
3436,2015-05-30,23.4
3437,2015-05-31,25.7
3438,2015-06-01,23.6
3439,2015-06-02,23.5
3440,2015-06-03,21.7
3441,2015-06-04,23.1
3442,2015-06-05,18.8
3443,2015-06-06,18
3444,2015-06-07,20.8
3445,2015-06-08,21
3446,2015-06-09,19.5
3447,2015-06-10,22.6
3448,2015-06-11,23
3449,2015-06-12,21.4
3450,2015-06-13,24
3451,2015-06-14,22.5
3452,2015-06-15,24.6
3453,2015-06-16,23.3
3454,2015-06-17,21.6
3455,2015-06-18,21.9
3456,2015-06-19,19.1
3457,2015-06-20,21.7
3458,2015-06-21,20.6
3459,2015-06-22,22.6
3460,2015-06-23,23.4
3461,2015-06-24,23.8
3462,2015-06-25,24.3
3463,2015-06-26,22.4
3464,2015-06-27,22.6
3465,2015-06-28,23.2
3466,2015-06-29,21.6
3467,2015-06-30,22.5
3468,2015-07-01,20.5
3469,2015-07-02,22.5
3470,2015-07-03,21.9
3471,2015-07-04,22.5
3472,2015-07-05,20.1
3473,2015-07-06,19.8
3474,2015-07-07,21.3
3475,2015-07-08,22.4
3476,2015-07-09,19.4
3477,2015-07-10,23.2
3478,2015-07-11,25.9
3479,2015-07-12,27.2
3480,2015-07-13,29.4
3481,2015-07-14,29.9
3482,2015-07-15,28.4
3483,2015-07-16,26.4
3484,2015-07-17,26.7
3485,2015-07-18,27.2
3486,2015-07-19,29.4
3487,2015-07-20,28.8
3488,2015-07-21,29.4
3489,2015-07-22,28.9
3490,2015-07-23,27
3491,2015-07-24,28.1
3492,2015-07-25,28.6
3493,2015-07-26,30.3
3494,2015-07-27,30.4
3495,2015-07-28,29.6
3496,2015-07-29,29.4
3497,2015-07-30,29.1
3498,2015-07-31,30
3499,2015-08-01,30.5
3500,2015-08-02,30.2
3501,2015-08-03,29.8
3502,2015-08-04,30
3503,2015-08-05,30.2
3504,2015-08-06,30.9
3505,2015-08-07,31.5
3506,2015-08-08,27.6
3507,2015-08-09,27.9
3508,2015-08-10,27.9
3509,2015-08-11,29.4
3510,2015-08-12,28.9
3511,2015-08-13,27.5
3512,2015-08-14,26.9
3513,2015-08-15,27.7
3514,2015-08-16,27.8
3515,2015-08-17,25.7
3516,2015-08-18,28.2
3517,2015-08-19,27.8
3518,2015-08-20,25.6
3519,2015-08-21,26
3520,2015-08-22,28.3
3521,2015-08-23,26.7
3522,2015-08-24,24.3
3523,2015-08-25,21.5
3524,2015-08-26,19.5
3525,2015-08-27,23.6
3526,2015-08-28,21.7
3527,2015-08-29,20
3528,2015-08-30,21.2
3529,2015-08-31,22.1
3530,2015-09-01,23.7
3531,2015-09-02,26.9
3532,2015-09-03,25.7
3533,2015-09-04,24.7
3534,2015-09-05,25.4
3535,2015-09-06,23.8
3536,2015-09-07,23
3537,2015-09-08,20
3538,2015-09-09,22.4
3539,2015-09-10,21.8
3540,2015-09-11,23.9
3541,2015-09-12,24.7
3542,2015-09-13,24.4
3543,2015-09-14,22.9
3544,2015-09-15,22.3
3545,2015-09-16,21.1
3546,2015-09-17,17.9
3547,2015-09-18,20.6
3548,2015-09-19,24.1
3549,2015-09-20,23.3
3550,2015-09-21,22.7
3551,2015-09-22,23
3552,2015-09-23,22.4
3553,2015-09-24,20.4
3554,2015-09-25,17.7
3555,2015-09-26,20.5
3556,2015-09-27,21.4
3557,2015-09-28,23.3
3558,2015-09-29,22.7
3559,2015-09-30,20.9
3560,2015-10-01,19.4
3561,2015-10-02,23.2
3562,2015-10-03,21.7
3563,2015-10-04,21.3
3564,2015-10-05,17.9
3565,2015-10-06,17.7
3566,2015-10-07,17.5
3567,2015-10-08,19.4
3568,2015-10-09,20.2
3569,2015-10-10,18.3
3570,2015-10-11,18.9
3571,2015-10-12,18.7
3572,2015-10-13,18.8
