Date,MSFT,AMD,AMZN,KO,MCD,MO,NKE,PFE,WMT
2007-01-11,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2007-01-12,1.016612377850163,0.9048562933597623,1.0213903743315509,0.9961017644645055,0.9934846101999552,0.9890380313199105,0.9977995599119824,1.0068027210884354,1.007983193277311
2007-01-16,1.0149837133550488,0.8984142715559961,1.0336898395721925,0.9950759130077964,1.001348011682768,0.9987695749440716,0.9998999799959992,1.011715797430083,1.0149159663865546
2007-01-17,1.013029315960912,0.9018830525272548,1.0128342245989306,0.9971276159212146,1.007863401482813,0.9907158836689037,0.9983996799359872,1.0162509448223733,1.0126050420168067
2007-01-18,1.009771986970684,0.8880079286422202,0.9887700534759358,0.9919983586376693,1.0017973489103573,0.9837807606263984,0.9968993798759752,1.026832955404384,1.0165966386554623
2007-01-19,1.0133550488599348,0.8785926660059467,0.9898395721925136,0.9901518260155929,1.0067400584138397,0.9760626398210291,0.9995999199839969,1.0287226001511716,1.0149159663865546
2007-01-22,1.0006514657980454,0.8686818632309219,0.9879679144385028,0.9854329093147314,0.9964053021792856,0.9739373601789709,0.9771954390878176,1.0185185185185184,1.007563025210084
2007-01-23,1.001302931596091,0.8676907829534194,0.9740641711229947,0.9872794419368075,1.0076387328690182,0.9816554809843402,0.9677935587117424,0.9965986394557823,1.0044117647058823
2007-01-24,1.0127035830618891,0.7943508424182361,0.9962566844919786,0.9874846122281494,0.9921365985171869,0.9834451901565998,0.9685937187437488,1.0136054421768708,1.0212184873949581
2007-01-25,0.9918566775244299,0.7953419226957386,0.9914438502673796,0.9835863766926549,0.9660750393170073,0.9826621923937361,0.9585917183436687,0.9962207105064247,1.0115546218487395
2007-01-26,0.996742671009772,0.8037661050545096,0.9852941176470589,0.9813295034878949,0.9645023590204448,0.9843400447427294,0.9521904380876175,0.993575207860922,1.0014705882352941
2007-01-29,0.9944625407166123,0.7903865213082262,1.0008021390374333,0.9788674599917933,0.9712424174342844,0.9850111856823268,0.9633926785357071,0.9848828420256991,1.0006302521008403
2007-01-30,0.9928338762214982,0.7824578790882063,0.9906417112299466,0.9809191629052114,0.9833745225791957,0.9791946308724835,0.9776955391078215,0.9863945578231292,0.9932773109243697
2007-01-31,1.0052117263843647,0.7705649157581766,1.0072192513368985,0.9823553549446042,0.9964053021792856,0.9775167785234902,0.9882976595319063,0.9916855631141345,1.001890756302521
2007-02-01,0.9954397394136806,0.7814667988107039,1.0347593582887702,0.9868691013541241,0.9993259941586159,0.9785234899328861,1.0070014002800558,1.0060468631897204,1.003781512605042
2007-02-02,0.983387622149837,0.7775024777006939,0.9997326203208557,0.9897414854329095,1.0006740058413839,0.9682326621923939,1.0022004400880176,1.0128495842781555,1.0100840336134453
2007-02-05,0.9644951140065147,0.7730426164519328,0.9935828877005347,0.9827656955272878,1.0004493372275893,0.9718120805369129,0.9943988797759552,1.0158730158730156,1.0193277310924371
2007-02-06,0.9612377850162866,0.7591674925668982,1.0232620320855617,0.9858432498974149,1.0058413839586609,0.9621923937360181,1.0119023804760952,1.013983371126228,1.0205882352941176
2007-02-07,0.9566775244299673,0.7680872150644205,1.0422459893048128,0.9854329093147315,1.0047180408896876,0.9617449664429533,1.0292058411682337,1.013227513227513,1.0205882352941176
2007-02-08,0.9530944625407164,0.7497522299306246,1.0454545454545456,0.9819450143619206,0.9964053021792856,0.9532438478747206,1.0341068213642728,1.0101710199749414,1.0149159663865546
